Date,Prefecturename,HSAD
2019/6/23,Gunma,2
2019/6/24,Gunma,1
2019/6/25,Gunma,2
2019/6/26,Gunma,4
2019/6/27,Gunma,0
2019/6/28,Gunma,0
2019/6/29,Gunma,0
2019/6/30,Gunma,1
2019/7/1,Gunma,2
2019/7/2,Gunma,5
2019/7/3,Gunma,0
2019/7/4,Gunma,1
2019/7/5,Gunma,2
2019/7/6,Gunma,2
2019/7/7,Gunma,1
2019/7/8,Gunma,1
2019/7/9,Gunma,0
2019/7/10,Gunma,2
2019/7/11,Gunma,0
2019/7/12,Gunma,1
2019/7/13,Gunma,3
2019/7/14,Gunma,0
2019/7/15,Gunma,0
2019/7/16,Gunma,0
2019/7/17,Gunma,10
2019/7/18,Gunma,7
2019/7/19,Gunma,9
2019/7/20,Gunma,17
2019/7/21,Gunma,2
2019/7/22,Gunma,1
2019/7/23,Gunma,5
2019/7/24,Gunma,12
2019/7/25,Gunma,19
2019/7/26,Gunma,15
2019/7/27,Gunma,16
2019/7/28,Gunma,36
2019/7/29,Gunma,43
2019/7/30,Gunma,50
2019/8/1,Gunma,68
2019/8/2,Gunma,73
2019/8/3,Gunma,79
2019/8/4,Gunma,48
2019/8/5,Gunma,73
2019/8/6,Gunma,57
2019/8/7,Gunma,57
2019/8/8,Gunma,49
2019/8/9,Gunma,37
2019/8/10,Gunma,24
2019/8/11,Gunma,23
2019/8/12,Gunma,25
2019/8/13,Gunma,29
2019/8/14,Gunma,7
2019/8/15,Gunma,16
2019/8/16,Gunma,12
2019/8/17,Gunma,36
2019/8/18,Gunma,13
2019/8/19,Gunma,15
2019/8/20,Gunma,5
2019/8/21,Gunma,7
2019/8/22,Gunma,2
2019/8/23,Gunma,2
2019/8/24,Gunma,10
2019/8/25,Gunma,8
2019/8/26,Gunma,1
2019/8/27,Gunma,7
2019/8/28,Gunma,3
2019/8/29,Gunma,12
2019/8/30,Gunma,6
2019/9/1,Gunma,6
2019/9/2,Gunma,2
2019/9/3,Gunma,2
2019/9/4,Gunma,1
2019/9/5,Gunma,0
2019/9/6,Gunma,9
2019/9/7,Gunma,11
2019/9/8,Gunma,12
2019/9/9,Gunma,6
2019/9/10,Gunma,23
2019/9/11,Gunma,15
2019/9/12,Gunma,5
2019/9/13,Gunma,0
2019/9/14,Gunma,1
2019/9/15,Gunma,5
2019/9/16,Gunma,0
2019/9/17,Gunma,1
2019/9/18,Gunma,1
2019/9/19,Gunma,1
2019/9/20,Gunma,0
2019/9/21,Gunma,0
2019/9/22,Gunma,2
2019/9/23,Gunma,0
2019/9/24,Gunma,2
2019/9/25,Gunma,2
2019/9/26,Gunma,2
2019/9/27,Gunma,3
2019/9/28,Gunma,1
2019/9/29,Gunma,4
2019/9/30,Gunma,1
2015/6/1,Saitama,10
2015/6/2,Saitama,12
2015/6/3,Saitama,3
2015/6/4,Saitama,6
2015/6/5,Saitama,0
2015/6/6,Saitama,0
2015/6/7,Saitama,14
2015/6/8,Saitama,3
2015/6/9,Saitama,1
2015/6/10,Saitama,12
2015/6/11,Saitama,8
2015/6/12,Saitama,7
2015/6/13,Saitama,13
2015/6/14,Saitama,7
2015/6/15,Saitama,18
2015/6/16,Saitama,6
2015/6/17,Saitama,4
2015/6/18,Saitama,1
2015/6/19,Saitama,0
2015/6/20,Saitama,9
2015/6/21,Saitama,3
2015/6/22,Saitama,5
2015/6/23,Saitama,8
2015/6/24,Saitama,12
2015/6/25,Saitama,8
2015/6/26,Saitama,2
2015/6/27,Saitama,0
2015/6/28,Saitama,11
2015/6/29,Saitama,6
2015/6/30,Saitama,2
2015/7/1,Saitama,0
2015/7/2,Saitama,0
2015/7/3,Saitama,2
2015/7/4,Saitama,1
2015/7/5,Saitama,1
2015/7/6,Saitama,0
2015/7/7,Saitama,1
2015/7/8,Saitama,2
2015/7/9,Saitama,0
2015/7/10,Saitama,19
2015/7/11,Saitama,64
2015/7/12,Saitama,105
2015/7/13,Saitama,177
2015/7/14,Saitama,165
2015/7/15,Saitama,109
2015/7/16,Saitama,14
2015/7/17,Saitama,22
2015/7/18,Saitama,20
2015/7/19,Saitama,101
2015/7/20,Saitama,111
2015/7/21,Saitama,113
2015/7/22,Saitama,79
2015/7/23,Saitama,40
2015/7/24,Saitama,58
2015/7/25,Saitama,150
2015/7/26,Saitama,171
2015/7/27,Saitama,149
2015/7/28,Saitama,85
2015/7/29,Saitama,62
2015/7/30,Saitama,77
2015/8/1,Saitama,201
2015/8/2,Saitama,122
2015/8/3,Saitama,89
2015/8/4,Saitama,112
2015/8/5,Saitama,118
2015/8/6,Saitama,135
2015/8/7,Saitama,129
2015/8/8,Saitama,52
2015/8/9,Saitama,43
2015/8/10,Saitama,45
2015/8/11,Saitama,39
2015/8/12,Saitama,45
2015/8/13,Saitama,35
2015/8/14,Saitama,21
2015/8/15,Saitama,32
2015/8/16,Saitama,18
2015/8/17,Saitama,7
2015/8/18,Saitama,39
2015/8/19,Saitama,37
2015/8/20,Saitama,8
2015/8/21,Saitama,10
2015/8/22,Saitama,47
2015/8/23,Saitama,13
2015/8/24,Saitama,6
2015/8/25,Saitama,3
2015/8/26,Saitama,0
2015/8/27,Saitama,5
2015/8/28,Saitama,2
2015/8/29,Saitama,1
2015/8/30,Saitama,0
2015/9/1,Saitama,2
2015/9/2,Saitama,26
2015/9/3,Saitama,4
2015/9/4,Saitama,8
2015/9/5,Saitama,6
2015/9/6,Saitama,2
2015/9/7,Saitama,2
2015/9/8,Saitama,0
2015/9/9,Saitama,0
2015/9/10,Saitama,0
2015/9/11,Saitama,9
2015/9/12,Saitama,6
2015/9/13,Saitama,1
2015/9/14,Saitama,5
2015/9/15,Saitama,0
2015/9/16,Saitama,0
2015/9/17,Saitama,0
2015/9/18,Saitama,0
2015/9/19,Saitama,9
2015/9/20,Saitama,2
2015/9/21,Saitama,3
2015/9/22,Saitama,4
2015/9/23,Saitama,2
2015/9/24,Saitama,0
2015/9/25,Saitama,0
2015/9/26,Saitama,1
2015/9/27,Saitama,0
2015/9/28,Saitama,1
2015/9/29,Saitama,0
2015/9/30,Saitama,0
2016/6/1,Saitama,3
2016/6/2,Saitama,7
2016/6/3,Saitama,3
2016/6/4,Saitama,9
2016/6/5,Saitama,4
2016/6/6,Saitama,1
2016/6/7,Saitama,0
2016/6/8,Saitama,5
2016/6/9,Saitama,0
2016/6/10,Saitama,12
2016/6/11,Saitama,7
2016/6/12,Saitama,8
2016/6/13,Saitama,1
2016/6/14,Saitama,3
2016/6/15,Saitama,3
2016/6/16,Saitama,0
2016/6/17,Saitama,22
2016/6/18,Saitama,39
2016/6/19,Saitama,18
2016/6/20,Saitama,16
2016/6/21,Saitama,2
2016/6/22,Saitama,2
2016/6/23,Saitama,5
2016/6/24,Saitama,1
2016/6/25,Saitama,3
2016/6/26,Saitama,13
2016/6/27,Saitama,13
2016/6/28,Saitama,0
2016/6/29,Saitama,4
2016/6/30,Saitama,2
2016/7/1,Saitama,27
2016/7/2,Saitama,38
2016/7/3,Saitama,108
2016/7/4,Saitama,60
2016/7/5,Saitama,7
2016/7/6,Saitama,9
2016/7/7,Saitama,68
2016/7/8,Saitama,22
2016/7/9,Saitama,1
2016/7/10,Saitama,44
2016/7/11,Saitama,59
2016/7/12,Saitama,48
2016/7/13,Saitama,18
2016/7/14,Saitama,40
2016/7/15,Saitama,6
2016/7/16,Saitama,17
2016/7/17,Saitama,25
2016/7/18,Saitama,72
2016/7/19,Saitama,49
2016/7/20,Saitama,29
2016/7/21,Saitama,2
2016/7/22,Saitama,5
2016/7/23,Saitama,8
2016/7/24,Saitama,21
2016/7/25,Saitama,17
2016/7/26,Saitama,11
2016/7/27,Saitama,6
2016/7/28,Saitama,20
2016/7/29,Saitama,37
2016/7/30,Saitama,58
2016/8/1,Saitama,41
2016/8/2,Saitama,26
2016/8/3,Saitama,35
2016/8/4,Saitama,48
2016/8/5,Saitama,73
2016/8/6,Saitama,100
2016/8/7,Saitama,63
2016/8/8,Saitama,42
2016/8/9,Saitama,70
2016/8/10,Saitama,67
2016/8/11,Saitama,22
2016/8/12,Saitama,28
2016/8/13,Saitama,16
2016/8/14,Saitama,21
2016/8/15,Saitama,14
2016/8/16,Saitama,21
2016/8/17,Saitama,93
2016/8/18,Saitama,17
2016/8/19,Saitama,35
2016/8/20,Saitama,12
2016/8/21,Saitama,28
2016/8/22,Saitama,6
2016/8/23,Saitama,29
2016/8/24,Saitama,15
2016/8/25,Saitama,39
2016/8/26,Saitama,38
2016/8/27,Saitama,3
2016/8/28,Saitama,1
2016/8/29,Saitama,5
2016/8/30,Saitama,1
2016/9/1,Saitama,17
2016/9/2,Saitama,22
2016/9/3,Saitama,15
2016/9/4,Saitama,11
2016/9/5,Saitama,30
2016/9/6,Saitama,29
2016/9/7,Saitama,8
2016/9/8,Saitama,5
2016/9/9,Saitama,11
2016/9/10,Saitama,19
2016/9/11,Saitama,2
2016/9/12,Saitama,3
2016/9/13,Saitama,0
2016/9/14,Saitama,0
2016/9/15,Saitama,2
2016/9/16,Saitama,1
2016/9/17,Saitama,6
2016/9/18,Saitama,0
2016/9/19,Saitama,1
2016/9/20,Saitama,0
2016/9/21,Saitama,0
2016/9/22,Saitama,0
2016/9/23,Saitama,0
2016/9/24,Saitama,0
2016/9/25,Saitama,10
2016/9/26,Saitama,8
2016/9/27,Saitama,7
2016/9/28,Saitama,8
2016/9/29,Saitama,0
2016/9/30,Saitama,0
2017/6/1,Saitama,15
2017/6/2,Saitama,6
2017/6/3,Saitama,13
2017/6/4,Saitama,9
2017/6/5,Saitama,7
2017/6/6,Saitama,7
2017/6/7,Saitama,1
2017/6/8,Saitama,2
2017/6/9,Saitama,3
2017/6/10,Saitama,14
2017/6/11,Saitama,6
2017/6/12,Saitama,4
2017/6/13,Saitama,0
2017/6/14,Saitama,2
2017/6/15,Saitama,2
2017/6/16,Saitama,8
2017/6/17,Saitama,12
2017/6/18,Saitama,0
2017/6/19,Saitama,9
2017/6/20,Saitama,11
2017/6/21,Saitama,4
2017/6/22,Saitama,0
2017/6/23,Saitama,11
2017/6/24,Saitama,9
2017/6/25,Saitama,5
2017/6/26,Saitama,4
2017/6/27,Saitama,2
2017/6/28,Saitama,2
2017/6/29,Saitama,8
2017/6/30,Saitama,3
2017/7/1,Saitama,1
2017/7/2,Saitama,33
2017/7/3,Saitama,67
2017/7/4,Saitama,23
2017/7/5,Saitama,28
2017/7/6,Saitama,19
2017/7/7,Saitama,51
2017/7/8,Saitama,84
2017/7/9,Saitama,76
2017/7/10,Saitama,60
2017/7/11,Saitama,55
2017/7/12,Saitama,94
2017/7/13,Saitama,74
2017/7/14,Saitama,59
2017/7/15,Saitama,85
2017/7/16,Saitama,67
2017/7/17,Saitama,71
2017/7/18,Saitama,37
2017/7/19,Saitama,30
2017/7/20,Saitama,42
2017/7/21,Saitama,73
2017/7/22,Saitama,81
2017/7/23,Saitama,29
2017/7/24,Saitama,57
2017/7/25,Saitama,39
2017/7/26,Saitama,9
2017/7/27,Saitama,12
2017/7/28,Saitama,30
2017/7/29,Saitama,25
2017/7/30,Saitama,7
2017/8/1,Saitama,21
2017/8/2,Saitama,9
2017/8/3,Saitama,7
2017/8/4,Saitama,17
2017/8/5,Saitama,52
2017/8/6,Saitama,67
2017/8/7,Saitama,52
2017/8/8,Saitama,43
2017/8/9,Saitama,104
2017/8/10,Saitama,14
2017/8/11,Saitama,9
2017/8/12,Saitama,13
2017/8/13,Saitama,21
2017/8/14,Saitama,12
2017/8/15,Saitama,3
2017/8/16,Saitama,1
2017/8/17,Saitama,9
2017/8/18,Saitama,9
2017/8/19,Saitama,25
2017/8/20,Saitama,7
2017/8/21,Saitama,25
2017/8/22,Saitama,47
2017/8/23,Saitama,46
2017/8/24,Saitama,49
2017/8/25,Saitama,37
2017/8/26,Saitama,22
2017/8/27,Saitama,12
2017/8/28,Saitama,14
2017/8/29,Saitama,28
2017/8/30,Saitama,11
2017/9/1,Saitama,6
2017/9/2,Saitama,4
2017/9/3,Saitama,3
2017/9/4,Saitama,0
2017/9/5,Saitama,2
2017/9/6,Saitama,2
2017/9/7,Saitama,0
2017/9/8,Saitama,2
2017/9/9,Saitama,11
2017/9/10,Saitama,11
2017/9/11,Saitama,5
2017/9/12,Saitama,0
2017/9/13,Saitama,14
2017/9/14,Saitama,19
2017/9/15,Saitama,2
2017/9/16,Saitama,0
2017/9/17,Saitama,0
2017/9/18,Saitama,33
2017/9/19,Saitama,5
2017/9/20,Saitama,2
2017/9/21,Saitama,4
2017/9/22,Saitama,0
2017/9/23,Saitama,0
2017/9/24,Saitama,2
2017/9/25,Saitama,1
2017/9/26,Saitama,1
2017/9/27,Saitama,1
2017/9/28,Saitama,0
2017/9/29,Saitama,2
2017/9/30,Saitama,0
2018/6/1,Saitama,6
2018/6/2,Saitama,6
2018/6/3,Saitama,9
2018/6/4,Saitama,16
2018/6/5,Saitama,8
2018/6/6,Saitama,0
2018/6/7,Saitama,12
2018/6/8,Saitama,7
2018/6/9,Saitama,22
2018/6/10,Saitama,2
2018/6/11,Saitama,0
2018/6/12,Saitama,1
2018/6/13,Saitama,6
2018/6/14,Saitama,5
2018/6/15,Saitama,0
2018/6/16,Saitama,1
2018/6/17,Saitama,0
2018/6/18,Saitama,0
2018/6/19,Saitama,7
2018/6/20,Saitama,1
2018/6/21,Saitama,0
2018/6/22,Saitama,16
2018/6/23,Saitama,1
2018/6/24,Saitama,10
2018/6/25,Saitama,49
2018/6/26,Saitama,35
2018/6/27,Saitama,45
2018/6/28,Saitama,28
2018/6/29,Saitama,47
2018/6/30,Saitama,79
2018/7/1,Saitama,51
2018/7/2,Saitama,92
2018/7/3,Saitama,72
2018/7/4,Saitama,32
2018/7/5,Saitama,19
2018/7/6,Saitama,3
2018/7/7,Saitama,4
2018/7/8,Saitama,37
2018/7/9,Saitama,46
2018/7/10,Saitama,74
2018/7/11,Saitama,76
2018/7/12,Saitama,27
2018/7/13,Saitama,73
2018/7/14,Saitama,118
2018/7/15,Saitama,164
2018/7/16,Saitama,194
2018/7/17,Saitama,193
2018/7/18,Saitama,298
2018/7/19,Saitama,235
2018/7/20,Saitama,192
2018/7/21,Saitama,245
2018/7/22,Saitama,268
2018/7/23,Saitama,226
2018/7/24,Saitama,150
2018/7/25,Saitama,114
2018/7/26,Saitama,35
2018/7/27,Saitama,34
2018/7/28,Saitama,6
2018/7/29,Saitama,58
2018/7/30,Saitama,69
2018/8/1,Saitama,219
2018/8/2,Saitama,156
2018/8/3,Saitama,147
2018/8/4,Saitama,112
2018/8/5,Saitama,168
2018/8/6,Saitama,72
2018/8/7,Saitama,11
2018/8/8,Saitama,9
2018/8/9,Saitama,29
2018/8/10,Saitama,139
2018/8/11,Saitama,75
2018/8/12,Saitama,25
2018/8/13,Saitama,52
2018/8/14,Saitama,65
2018/8/15,Saitama,66
2018/8/16,Saitama,24
2018/8/17,Saitama,8
2018/8/18,Saitama,15
2018/8/19,Saitama,11
2018/8/20,Saitama,6
2018/8/21,Saitama,54
2018/8/22,Saitama,97
2018/8/23,Saitama,37
2018/8/24,Saitama,22
2018/8/25,Saitama,138
2018/8/26,Saitama,136
2018/8/27,Saitama,56
2018/8/28,Saitama,12
2018/8/29,Saitama,13
2018/8/30,Saitama,40
2018/9/1,Saitama,8
2018/9/2,Saitama,0
2018/9/3,Saitama,2
2018/9/4,Saitama,5
2018/9/5,Saitama,21
2018/9/6,Saitama,27
2018/9/7,Saitama,3
2018/9/8,Saitama,16
2018/9/9,Saitama,22
2018/9/10,Saitama,3
2018/9/11,Saitama,3
2018/9/12,Saitama,0
2018/9/13,Saitama,3
2018/9/14,Saitama,1
2018/9/15,Saitama,1
2018/9/16,Saitama,10
2018/9/17,Saitama,16
2018/9/18,Saitama,4
2018/9/19,Saitama,3
2018/9/20,Saitama,0
2018/9/21,Saitama,0
2018/9/22,Saitama,2
2018/9/23,Saitama,5
2018/9/24,Saitama,6
2018/9/25,Saitama,0
2018/9/26,Saitama,0
2018/9/27,Saitama,0
2018/9/28,Saitama,1
2018/9/29,Saitama,1
2018/9/30,Saitama,0
2019/6/1,Saitama,14
2019/6/2,Saitama,4
2019/6/3,Saitama,9
2019/6/4,Saitama,11
2019/6/5,Saitama,4
2019/6/6,Saitama,34
2019/6/7,Saitama,2
2019/6/8,Saitama,4
2019/6/9,Saitama,1
2019/6/10,Saitama,0
2019/6/11,Saitama,1
2019/6/12,Saitama,3
2019/6/13,Saitama,13
2019/6/14,Saitama,6
2019/6/15,Saitama,0
2019/6/16,Saitama,19
2019/6/17,Saitama,7
2019/6/18,Saitama,3
2019/6/19,Saitama,14
2019/6/20,Saitama,7
2019/6/21,Saitama,6
2019/6/22,Saitama,3
2019/6/23,Saitama,2
2019/6/24,Saitama,1
2019/6/25,Saitama,14
2019/6/26,Saitama,17
2019/6/27,Saitama,5
2019/6/28,Saitama,10
2019/6/29,Saitama,0
2019/6/30,Saitama,1
2019/7/1,Saitama,2
2019/7/2,Saitama,7
2019/7/3,Saitama,8
2019/7/4,Saitama,0
2019/7/5,Saitama,2
2019/7/6,Saitama,0
2019/7/7,Saitama,1
2019/7/8,Saitama,1
2019/7/9,Saitama,2
2019/7/10,Saitama,3
2019/7/11,Saitama,0
2019/7/12,Saitama,0
2019/7/13,Saitama,9
2019/7/14,Saitama,5
2019/7/15,Saitama,0
2019/7/16,Saitama,0
2019/7/17,Saitama,23
2019/7/18,Saitama,7
2019/7/19,Saitama,42
2019/7/20,Saitama,31
2019/7/21,Saitama,10
2019/7/22,Saitama,3
2019/7/23,Saitama,15
2019/7/24,Saitama,28
2019/7/25,Saitama,59
2019/7/26,Saitama,52
2019/7/27,Saitama,45
2019/7/28,Saitama,60
2019/7/29,Saitama,123
2019/7/30,Saitama,161
2019/8/1,Saitama,228
2019/8/2,Saitama,227
2019/8/3,Saitama,209
2019/8/4,Saitama,126
2019/8/5,Saitama,131
2019/8/6,Saitama,183
2019/8/7,Saitama,194
2019/8/8,Saitama,158
2019/8/9,Saitama,141
2019/8/10,Saitama,111
2019/8/11,Saitama,63
2019/8/12,Saitama,55
2019/8/13,Saitama,83
2019/8/14,Saitama,28
2019/8/15,Saitama,31
2019/8/16,Saitama,24
2019/8/17,Saitama,145
2019/8/18,Saitama,95
2019/8/19,Saitama,46
2019/8/20,Saitama,28
2019/8/21,Saitama,22
2019/8/22,Saitama,16
2019/8/23,Saitama,8
2019/8/24,Saitama,24
2019/8/25,Saitama,28
2019/8/26,Saitama,7
2019/8/27,Saitama,11
2019/8/28,Saitama,6
2019/8/29,Saitama,29
2019/8/30,Saitama,2
2019/9/1,Saitama,18
2019/9/2,Saitama,15
2019/9/3,Saitama,4
2019/9/4,Saitama,2
2019/9/5,Saitama,7
2019/9/6,Saitama,32
2019/9/7,Saitama,48
2019/9/8,Saitama,31
2019/9/9,Saitama,28
2019/9/10,Saitama,113
2019/9/11,Saitama,48
2019/9/12,Saitama,11
2019/9/13,Saitama,0
2019/9/14,Saitama,1
2019/9/15,Saitama,13
2019/9/16,Saitama,2
2019/9/17,Saitama,16
2019/9/18,Saitama,2
2019/9/19,Saitama,2
2019/9/20,Saitama,3
2019/9/21,Saitama,1
2019/9/22,Saitama,6
2019/9/23,Saitama,3
2019/9/24,Saitama,4
2019/9/25,Saitama,10
2019/9/26,Saitama,2
2019/9/27,Saitama,5
2019/9/28,Saitama,5
2019/9/29,Saitama,12
2019/9/30,Saitama,4
2015/6/1,Chiba,2
2015/6/2,Chiba,3
2015/6/3,Chiba,0
2015/6/4,Chiba,4
2015/6/5,Chiba,2
2015/6/6,Chiba,1
2015/6/7,Chiba,1
2015/6/8,Chiba,0
2015/6/9,Chiba,1
2015/6/10,Chiba,7
2015/6/11,Chiba,5
2015/6/12,Chiba,0
2015/6/13,Chiba,7
2015/6/14,Chiba,6
2015/6/15,Chiba,16
2015/6/16,Chiba,5
2015/6/17,Chiba,4
2015/6/18,Chiba,1
2015/6/19,Chiba,2
2015/6/20,Chiba,7
2015/6/21,Chiba,5
2015/6/22,Chiba,1
2015/6/23,Chiba,6
2015/6/24,Chiba,10
2015/6/25,Chiba,5
2015/6/26,Chiba,2
2015/6/27,Chiba,1
2015/6/28,Chiba,4
2015/6/29,Chiba,2
2015/6/30,Chiba,2
2015/7/1,Chiba,1
2015/7/2,Chiba,2
2015/7/3,Chiba,3
2015/7/4,Chiba,0
2015/7/5,Chiba,0
2015/7/6,Chiba,0
2015/7/7,Chiba,1
2015/7/8,Chiba,1
2015/7/9,Chiba,1
2015/7/10,Chiba,10
2015/7/11,Chiba,39
2015/7/12,Chiba,62
2015/7/13,Chiba,48
2015/7/14,Chiba,47
2015/7/15,Chiba,57
2015/7/16,Chiba,16
2015/7/17,Chiba,26
2015/7/18,Chiba,17
2015/7/19,Chiba,56
2015/7/20,Chiba,67
2015/7/21,Chiba,77
2015/7/22,Chiba,31
2015/7/23,Chiba,23
2015/7/24,Chiba,74
2015/7/25,Chiba,105
2015/7/26,Chiba,145
2015/7/27,Chiba,93
2015/7/28,Chiba,58
2015/7/29,Chiba,50
2015/7/30,Chiba,52
2015/8/1,Chiba,121
2015/8/2,Chiba,101
2015/8/3,Chiba,90
2015/8/4,Chiba,84
2015/8/5,Chiba,67
2015/8/6,Chiba,82
2015/8/7,Chiba,94
2015/8/8,Chiba,31
2015/8/9,Chiba,36
2015/8/10,Chiba,25
2015/8/11,Chiba,39
2015/8/12,Chiba,44
2015/8/13,Chiba,15
2015/8/14,Chiba,25
2015/8/15,Chiba,18
2015/8/16,Chiba,24
2015/8/17,Chiba,6
2015/8/18,Chiba,16
2015/8/19,Chiba,10
2015/8/20,Chiba,7
2015/8/21,Chiba,12
2015/8/22,Chiba,42
2015/8/23,Chiba,4
2015/8/24,Chiba,5
2015/8/25,Chiba,0
2015/8/26,Chiba,1
2015/8/27,Chiba,3
2015/8/28,Chiba,0
2015/8/29,Chiba,1
2015/8/30,Chiba,0
2015/9/1,Chiba,0
2015/9/2,Chiba,3
2015/9/3,Chiba,10
2015/9/4,Chiba,8
2015/9/5,Chiba,6
2015/9/6,Chiba,5
2015/9/7,Chiba,0
2015/9/8,Chiba,0
2015/9/9,Chiba,0
2015/9/10,Chiba,0
2015/9/11,Chiba,3
2015/9/12,Chiba,8
2015/9/13,Chiba,0
2015/9/14,Chiba,1
2015/9/15,Chiba,1
2015/9/16,Chiba,0
2015/9/17,Chiba,0
2015/9/18,Chiba,0
2015/9/19,Chiba,9
2015/9/20,Chiba,0
2015/9/21,Chiba,2
2015/9/22,Chiba,1
2015/9/23,Chiba,5
2015/9/24,Chiba,0
2015/9/25,Chiba,0
2015/9/26,Chiba,0
2015/9/27,Chiba,0
2015/9/28,Chiba,2
2015/9/29,Chiba,1
2015/9/30,Chiba,0
2016/6/1,Chiba,3
2016/6/2,Chiba,1
2016/6/3,Chiba,7
2016/6/4,Chiba,3
2016/6/5,Chiba,2
2016/6/6,Chiba,1
2016/6/7,Chiba,0
2016/6/8,Chiba,5
2016/6/9,Chiba,1
2016/6/10,Chiba,8
2016/6/11,Chiba,5
2016/6/12,Chiba,2
2016/6/13,Chiba,0
2016/6/14,Chiba,7
2016/6/15,Chiba,1
2016/6/16,Chiba,2
2016/6/17,Chiba,10
2016/6/18,Chiba,25
2016/6/19,Chiba,13
2016/6/20,Chiba,13
2016/6/21,Chiba,0
2016/6/22,Chiba,2
2016/6/23,Chiba,6
2016/6/24,Chiba,3
2016/6/25,Chiba,5
2016/6/26,Chiba,21
2016/6/27,Chiba,8
2016/6/28,Chiba,0
2016/6/29,Chiba,1
2016/6/30,Chiba,4
2016/7/1,Chiba,14
2016/7/2,Chiba,27
2016/7/3,Chiba,41
2016/7/4,Chiba,42
2016/7/5,Chiba,2
2016/7/6,Chiba,9
2016/7/7,Chiba,52
2016/7/8,Chiba,18
2016/7/9,Chiba,2
2016/7/10,Chiba,23
2016/7/11,Chiba,33
2016/7/12,Chiba,25
2016/7/13,Chiba,15
2016/7/14,Chiba,32
2016/7/15,Chiba,3
2016/7/16,Chiba,12
2016/7/17,Chiba,14
2016/7/18,Chiba,46
2016/7/19,Chiba,39
2016/7/20,Chiba,15
2016/7/21,Chiba,9
2016/7/22,Chiba,1
2016/7/23,Chiba,10
2016/7/24,Chiba,12
2016/7/25,Chiba,15
2016/7/26,Chiba,4
2016/7/27,Chiba,3
2016/7/28,Chiba,25
2016/7/29,Chiba,36
2016/7/30,Chiba,38
2016/8/1,Chiba,23
2016/8/2,Chiba,8
2016/8/3,Chiba,26
2016/8/4,Chiba,50
2016/8/5,Chiba,48
2016/8/6,Chiba,71
2016/8/7,Chiba,34
2016/8/8,Chiba,21
2016/8/9,Chiba,48
2016/8/10,Chiba,42
2016/8/11,Chiba,12
2016/8/12,Chiba,10
2016/8/13,Chiba,14
2016/8/14,Chiba,16
2016/8/15,Chiba,20
2016/8/16,Chiba,12
2016/8/17,Chiba,50
2016/8/18,Chiba,33
2016/8/19,Chiba,15
2016/8/20,Chiba,27
2016/8/21,Chiba,19
2016/8/22,Chiba,2
2016/8/23,Chiba,27
2016/8/24,Chiba,15
2016/8/25,Chiba,28
2016/8/26,Chiba,41
2016/8/27,Chiba,6
2016/8/28,Chiba,1
2016/8/29,Chiba,4
2016/8/30,Chiba,5
2016/9/1,Chiba,18
2016/9/2,Chiba,17
2016/9/3,Chiba,9
2016/9/4,Chiba,15
2016/9/5,Chiba,13
2016/9/6,Chiba,19
2016/9/7,Chiba,5
2016/9/8,Chiba,4
2016/9/9,Chiba,11
2016/9/10,Chiba,20
2016/9/11,Chiba,1
2016/9/12,Chiba,3
2016/9/13,Chiba,0
2016/9/14,Chiba,1
2016/9/15,Chiba,2
2016/9/16,Chiba,0
2016/9/17,Chiba,15
2016/9/18,Chiba,0
2016/9/19,Chiba,1
2016/9/20,Chiba,0
2016/9/21,Chiba,1
2016/9/22,Chiba,1
2016/9/23,Chiba,0
2016/9/24,Chiba,1
2016/9/25,Chiba,7
2016/9/26,Chiba,4
2016/9/27,Chiba,5
2016/9/28,Chiba,7
2016/9/29,Chiba,2
2016/9/30,Chiba,3
2017/6/1,Chiba,1
2017/6/2,Chiba,5
2017/6/3,Chiba,11
2017/6/4,Chiba,5
2017/6/5,Chiba,1
2017/6/6,Chiba,1
2017/6/7,Chiba,0
2017/6/8,Chiba,2
2017/6/9,Chiba,5
2017/6/10,Chiba,12
2017/6/11,Chiba,1
2017/6/12,Chiba,1
2017/6/13,Chiba,2
2017/6/14,Chiba,1
2017/6/15,Chiba,5
2017/6/16,Chiba,4
2017/6/17,Chiba,0
2017/6/18,Chiba,0
2017/6/19,Chiba,4
2017/6/20,Chiba,7
2017/6/21,Chiba,0
2017/6/22,Chiba,5
2017/6/23,Chiba,8
2017/6/24,Chiba,10
2017/6/25,Chiba,4
2017/6/26,Chiba,7
2017/6/27,Chiba,0
2017/6/28,Chiba,2
2017/6/29,Chiba,9
2017/6/30,Chiba,1
2017/7/1,Chiba,3
2017/7/2,Chiba,33
2017/7/3,Chiba,32
2017/7/4,Chiba,21
2017/7/5,Chiba,14
2017/7/6,Chiba,15
2017/7/7,Chiba,22
2017/7/8,Chiba,39
2017/7/9,Chiba,51
2017/7/10,Chiba,29
2017/7/11,Chiba,45
2017/7/12,Chiba,38
2017/7/13,Chiba,32
2017/7/14,Chiba,41
2017/7/15,Chiba,64
2017/7/16,Chiba,52
2017/7/17,Chiba,48
2017/7/18,Chiba,28
2017/7/19,Chiba,27
2017/7/20,Chiba,39
2017/7/21,Chiba,50
2017/7/22,Chiba,46
2017/7/23,Chiba,20
2017/7/24,Chiba,23
2017/7/25,Chiba,27
2017/7/26,Chiba,7
2017/7/27,Chiba,3
2017/7/28,Chiba,36
2017/7/29,Chiba,32
2017/7/30,Chiba,12
