Date,Prefecturename,HSAD
2019/7/14,Kumamoto,2
2019/7/15,Kumamoto,11
2019/7/16,Kumamoto,17
2019/7/17,Kumamoto,9
2019/7/18,Kumamoto,4
2019/7/19,Kumamoto,1
2019/7/20,Kumamoto,3
2019/7/21,Kumamoto,5
2019/7/22,Kumamoto,1
2019/7/23,Kumamoto,11
2019/7/24,Kumamoto,17
2019/7/25,Kumamoto,21
2019/7/26,Kumamoto,24
2019/7/27,Kumamoto,31
2019/7/28,Kumamoto,30
2019/7/29,Kumamoto,24
2019/7/30,Kumamoto,29
2019/8/1,Kumamoto,40
2019/8/2,Kumamoto,33
2019/8/3,Kumamoto,35
2019/8/4,Kumamoto,37
2019/8/5,Kumamoto,24
2019/8/6,Kumamoto,0
2019/8/7,Kumamoto,34
2019/8/8,Kumamoto,27
2019/8/9,Kumamoto,35
2019/8/10,Kumamoto,28
2019/8/11,Kumamoto,27
2019/8/12,Kumamoto,31
2019/8/13,Kumamoto,12
2019/8/14,Kumamoto,3
2019/8/15,Kumamoto,2
2019/8/16,Kumamoto,9
2019/8/17,Kumamoto,22
2019/8/18,Kumamoto,5
2019/8/19,Kumamoto,1
2019/8/20,Kumamoto,6
2019/8/21,Kumamoto,19
2019/8/22,Kumamoto,17
2019/8/23,Kumamoto,0
2019/8/24,Kumamoto,2
2019/8/25,Kumamoto,1
2019/8/26,Kumamoto,0
2019/8/27,Kumamoto,0
2019/8/28,Kumamoto,3
2019/8/29,Kumamoto,0
2019/8/30,Kumamoto,2
2019/9/1,Kumamoto,2
2019/9/2,Kumamoto,2
2019/9/3,Kumamoto,18
2019/9/4,Kumamoto,9
2019/9/5,Kumamoto,9
2019/9/6,Kumamoto,5
2019/9/7,Kumamoto,10
2019/9/8,Kumamoto,22
2019/9/9,Kumamoto,8
2019/9/10,Kumamoto,20
2019/9/11,Kumamoto,30
2019/9/12,Kumamoto,15
2019/9/13,Kumamoto,4
2019/9/14,Kumamoto,9
2019/9/15,Kumamoto,9
2019/9/16,Kumamoto,4
2019/9/17,Kumamoto,4
2019/9/18,Kumamoto,1
2019/9/19,Kumamoto,3
2019/9/20,Kumamoto,0
2019/9/21,Kumamoto,2
2019/9/22,Kumamoto,0
2019/9/23,Kumamoto,1
2019/9/24,Kumamoto,0
2019/9/25,Kumamoto,2
2019/9/26,Kumamoto,0
2019/9/27,Kumamoto,3
2019/9/28,Kumamoto,8
2019/9/29,Kumamoto,0
2019/9/30,Kumamoto,2
2015/6/1,Oita,1
2015/6/2,Oita,3
2015/6/3,Oita,1
2015/6/4,Oita,3
2015/6/5,Oita,0
2015/6/6,Oita,0
2015/6/7,Oita,0
2015/6/8,Oita,0
2015/6/9,Oita,0
2015/6/10,Oita,0
2015/6/11,Oita,0
2015/6/12,Oita,8
2015/6/13,Oita,2
2015/6/14,Oita,0
2015/6/15,Oita,1
2015/6/16,Oita,0
2015/6/17,Oita,0
2015/6/18,Oita,0
2015/6/19,Oita,0
2015/6/20,Oita,1
2015/6/21,Oita,2
2015/6/22,Oita,1
2015/6/23,Oita,0
2015/6/24,Oita,0
2015/6/25,Oita,1
2015/6/26,Oita,0
2015/6/27,Oita,0
2015/6/28,Oita,2
2015/6/29,Oita,1
2015/6/30,Oita,0
2015/7/1,Oita,1
2015/7/2,Oita,1
2015/7/3,Oita,2
2015/7/4,Oita,0
2015/7/5,Oita,0
2015/7/6,Oita,0
2015/7/7,Oita,0
2015/7/8,Oita,4
2015/7/9,Oita,9
2015/7/10,Oita,13
2015/7/11,Oita,6
2015/7/12,Oita,5
2015/7/13,Oita,3
2015/7/14,Oita,4
2015/7/15,Oita,10
2015/7/16,Oita,1
2015/7/17,Oita,4
2015/7/18,Oita,8
2015/7/19,Oita,8
2015/7/20,Oita,7
2015/7/21,Oita,2
2015/7/22,Oita,3
2015/7/23,Oita,10
2015/7/24,Oita,13
2015/7/25,Oita,10
2015/7/26,Oita,5
2015/7/27,Oita,13
2015/7/28,Oita,10
2015/7/29,Oita,24
2015/7/30,Oita,27
2015/8/1,Oita,21
2015/8/2,Oita,15
2015/8/3,Oita,16
2015/8/4,Oita,13
2015/8/5,Oita,19
2015/8/6,Oita,11
2015/8/7,Oita,14
2015/8/8,Oita,23
2015/8/9,Oita,18
2015/8/10,Oita,16
2015/8/11,Oita,9
2015/8/12,Oita,2
2015/8/13,Oita,0
2015/8/14,Oita,11
2015/8/15,Oita,7
2015/8/16,Oita,7
2015/8/17,Oita,2
2015/8/18,Oita,5
2015/8/19,Oita,1
2015/8/20,Oita,3
2015/8/21,Oita,12
2015/8/22,Oita,4
2015/8/23,Oita,4
2015/8/24,Oita,1
2015/8/25,Oita,0
2015/8/26,Oita,0
2015/8/27,Oita,5
2015/8/28,Oita,0
2015/8/29,Oita,1
2015/8/30,Oita,2
2015/9/1,Oita,2
2015/9/2,Oita,1
2015/9/3,Oita,3
2015/9/4,Oita,6
2015/9/5,Oita,3
2015/9/6,Oita,3
2015/9/7,Oita,0
2015/9/8,Oita,0
2015/9/9,Oita,0
2015/9/10,Oita,0
2015/9/11,Oita,0
2015/9/12,Oita,1
2015/9/13,Oita,1
2015/9/14,Oita,0
2015/9/15,Oita,1
2015/9/16,Oita,0
2015/9/17,Oita,1
2015/9/18,Oita,0
2015/9/19,Oita,0
2015/9/20,Oita,2
2015/9/21,Oita,2
2015/9/22,Oita,2
2015/9/23,Oita,0
2015/9/24,Oita,1
2015/9/25,Oita,1
2015/9/26,Oita,1
2015/9/27,Oita,0
2015/9/28,Oita,0
2015/9/29,Oita,0
2015/9/30,Oita,0
2016/6/1,Oita,0
2016/6/2,Oita,2
2016/6/3,Oita,0
2016/6/4,Oita,0
2016/6/5,Oita,0
2016/6/6,Oita,0
2016/6/7,Oita,0
2016/6/8,Oita,4
2016/6/9,Oita,1
2016/6/10,Oita,3
2016/6/11,Oita,5
2016/6/12,Oita,1
2016/6/13,Oita,0
2016/6/14,Oita,1
2016/6/15,Oita,4
2016/6/16,Oita,0
2016/6/17,Oita,1
2016/6/18,Oita,3
2016/6/19,Oita,0
2016/6/20,Oita,0
2016/6/21,Oita,2
2016/6/22,Oita,0
2016/6/23,Oita,3
2016/6/24,Oita,1
2016/6/25,Oita,0
2016/6/26,Oita,4
2016/6/27,Oita,0
2016/6/28,Oita,0
2016/6/29,Oita,0
2016/6/30,Oita,0
2016/7/1,Oita,8
2016/7/2,Oita,19
2016/7/3,Oita,22
2016/7/4,Oita,20
2016/7/5,Oita,16
2016/7/6,Oita,13
2016/7/7,Oita,12
2016/7/8,Oita,1
2016/7/9,Oita,6
2016/7/10,Oita,8
2016/7/11,Oita,7
2016/7/12,Oita,9
2016/7/13,Oita,3
2016/7/14,Oita,10
2016/7/15,Oita,5
2016/7/16,Oita,6
2016/7/17,Oita,9
2016/7/18,Oita,6
2016/7/19,Oita,12
2016/7/20,Oita,13
2016/7/21,Oita,11
2016/7/22,Oita,4
2016/7/23,Oita,7
2016/7/24,Oita,10
2016/7/25,Oita,6
2016/7/26,Oita,8
2016/7/27,Oita,10
2016/7/28,Oita,9
2016/7/29,Oita,11
2016/7/30,Oita,18
2016/8/1,Oita,9
2016/8/2,Oita,18
2016/8/3,Oita,17
2016/8/4,Oita,15
2016/8/5,Oita,10
2016/8/6,Oita,15
2016/8/7,Oita,16
2016/8/8,Oita,12
2016/8/9,Oita,12
2016/8/10,Oita,8
2016/8/11,Oita,11
2016/8/12,Oita,8
2016/8/13,Oita,9
2016/8/14,Oita,12
2016/8/15,Oita,12
2016/8/16,Oita,9
2016/8/17,Oita,14
2016/8/18,Oita,17
2016/8/19,Oita,10
2016/8/20,Oita,11
2016/8/21,Oita,13
2016/8/22,Oita,14
2016/8/23,Oita,1
2016/8/24,Oita,4
2016/8/25,Oita,10
2016/8/26,Oita,8
2016/8/27,Oita,0
2016/8/28,Oita,1
2016/8/29,Oita,2
2016/8/30,Oita,2
2016/9/1,Oita,1
2016/9/2,Oita,0
2016/9/3,Oita,1
2016/9/4,Oita,1
2016/9/5,Oita,2
2016/9/6,Oita,4
2016/9/7,Oita,0
2016/9/8,Oita,1
2016/9/9,Oita,3
2016/9/10,Oita,1
2016/9/11,Oita,2
2016/9/12,Oita,3
2016/9/13,Oita,0
2016/9/14,Oita,0
2016/9/15,Oita,0
2016/9/16,Oita,6
2016/9/17,Oita,7
2016/9/18,Oita,0
2016/9/19,Oita,0
2016/9/20,Oita,0
2016/9/21,Oita,0
2016/9/22,Oita,0
2016/9/23,Oita,1
2016/9/24,Oita,2
2016/9/25,Oita,2
2016/9/26,Oita,4
2016/9/27,Oita,2
2016/9/28,Oita,0
2016/9/29,Oita,0
2016/9/30,Oita,0
2017/6/1,Oita,2
2017/6/2,Oita,2
2017/6/3,Oita,1
2017/6/4,Oita,1
2017/6/5,Oita,0
2017/6/6,Oita,1
2017/6/7,Oita,1
2017/6/8,Oita,3
2017/6/9,Oita,3
2017/6/10,Oita,1
2017/6/11,Oita,0
2017/6/12,Oita,0
2017/6/13,Oita,0
2017/6/14,Oita,1
2017/6/15,Oita,2
2017/6/16,Oita,2
2017/6/17,Oita,2
2017/6/18,Oita,4
2017/6/19,Oita,3
2017/6/20,Oita,0
2017/6/21,Oita,0
2017/6/22,Oita,1
2017/6/23,Oita,5
2017/6/24,Oita,1
2017/6/25,Oita,0
2017/6/26,Oita,0
2017/6/27,Oita,0
2017/6/28,Oita,3
2017/6/29,Oita,2
2017/6/30,Oita,3
2017/7/1,Oita,17
2017/7/2,Oita,14
2017/7/3,Oita,21
2017/7/4,Oita,5
2017/7/5,Oita,3
2017/7/6,Oita,2
2017/7/7,Oita,2
2017/7/8,Oita,5
2017/7/9,Oita,10
2017/7/10,Oita,5
2017/7/11,Oita,23
2017/7/12,Oita,10
2017/7/13,Oita,7
2017/7/14,Oita,22
2017/7/15,Oita,20
2017/7/16,Oita,22
2017/7/17,Oita,15
2017/7/18,Oita,5
2017/7/19,Oita,8
2017/7/20,Oita,16
2017/7/21,Oita,17
2017/7/22,Oita,23
2017/7/23,Oita,20
2017/7/24,Oita,23
2017/7/25,Oita,18
2017/7/26,Oita,17
2017/7/27,Oita,19
2017/7/28,Oita,11
2017/7/29,Oita,22
2017/7/30,Oita,25
2017/8/1,Oita,17
2017/8/2,Oita,9
2017/8/3,Oita,3
2017/8/4,Oita,6
2017/8/5,Oita,13
2017/8/6,Oita,1
2017/8/7,Oita,9
2017/8/8,Oita,12
2017/8/9,Oita,5
2017/8/10,Oita,18
2017/8/11,Oita,6
2017/8/12,Oita,5
2017/8/13,Oita,5
2017/8/14,Oita,4
2017/8/15,Oita,5
2017/8/16,Oita,6
2017/8/17,Oita,12
2017/8/18,Oita,12
2017/8/19,Oita,12
2017/8/20,Oita,4
2017/8/21,Oita,5
2017/8/22,Oita,14
2017/8/23,Oita,12
2017/8/24,Oita,15
2017/8/25,Oita,10
2017/8/26,Oita,2
2017/8/27,Oita,8
2017/8/28,Oita,4
2017/8/29,Oita,5
2017/8/30,Oita,1
2017/9/1,Oita,2
2017/9/2,Oita,2
2017/9/3,Oita,3
2017/9/4,Oita,1
2017/9/5,Oita,1
2017/9/6,Oita,3
2017/9/7,Oita,1
2017/9/8,Oita,2
2017/9/9,Oita,1
2017/9/10,Oita,0
2017/9/11,Oita,4
2017/9/12,Oita,1
2017/9/13,Oita,3
2017/9/14,Oita,1
2017/9/15,Oita,1
2017/9/16,Oita,0
2017/9/17,Oita,0
2017/9/18,Oita,4
2017/9/19,Oita,2
2017/9/20,Oita,1
2017/9/21,Oita,0
2017/9/22,Oita,0
2017/9/23,Oita,0
2017/9/24,Oita,1
2017/9/25,Oita,0
2017/9/26,Oita,0
2017/9/27,Oita,0
2017/9/28,Oita,1
2017/9/29,Oita,0
2017/9/30,Oita,2
2018/6/1,Oita,2
2018/6/2,Oita,0
2018/6/3,Oita,2
2018/6/4,Oita,2
2018/6/5,Oita,0
2018/6/6,Oita,1
2018/6/7,Oita,2
2018/6/8,Oita,7
2018/6/9,Oita,2
2018/6/10,Oita,0
2018/6/11,Oita,0
2018/6/12,Oita,0
2018/6/13,Oita,1
2018/6/14,Oita,0
2018/6/15,Oita,0
2018/6/16,Oita,3
2018/6/17,Oita,2
2018/6/18,Oita,2
2018/6/19,Oita,0
2018/6/20,Oita,0
2018/6/21,Oita,1
2018/6/22,Oita,4
2018/6/23,Oita,1
2018/6/24,Oita,7
2018/6/25,Oita,2
2018/6/26,Oita,2
2018/6/27,Oita,5
2018/6/28,Oita,9
2018/6/29,Oita,2
2018/6/30,Oita,0
2018/7/1,Oita,5
2018/7/2,Oita,3
2018/7/3,Oita,3
2018/7/4,Oita,18
2018/7/5,Oita,0
2018/7/6,Oita,1
2018/7/7,Oita,2
2018/7/8,Oita,3
2018/7/9,Oita,14
2018/7/10,Oita,13
2018/7/11,Oita,14
2018/7/12,Oita,18
2018/7/13,Oita,14
2018/7/14,Oita,24
2018/7/15,Oita,27
2018/7/16,Oita,31
2018/7/17,Oita,25
2018/7/18,Oita,24
2018/7/19,Oita,39
2018/7/20,Oita,24
2018/7/21,Oita,24
2018/7/22,Oita,32
2018/7/23,Oita,26
2018/7/24,Oita,31
2018/7/25,Oita,33
2018/7/26,Oita,27
2018/7/27,Oita,22
2018/7/28,Oita,25
2018/7/29,Oita,7
2018/7/30,Oita,6
2018/8/1,Oita,13
2018/8/2,Oita,23
2018/8/3,Oita,24
2018/8/4,Oita,31
2018/8/5,Oita,38
2018/8/6,Oita,30
2018/8/7,Oita,20
2018/8/8,Oita,11
2018/8/9,Oita,2
2018/8/10,Oita,14
2018/8/11,Oita,10
2018/8/12,Oita,18
2018/8/13,Oita,23
2018/8/14,Oita,5
2018/8/15,Oita,8
2018/8/16,Oita,4
2018/8/17,Oita,4
2018/8/18,Oita,6
2018/8/19,Oita,6
2018/8/20,Oita,6
2018/8/21,Oita,1
2018/8/22,Oita,2
2018/8/23,Oita,5
2018/8/24,Oita,13
2018/8/25,Oita,15
2018/8/26,Oita,14
2018/8/27,Oita,15
2018/8/28,Oita,5
2018/8/29,Oita,7
2018/8/30,Oita,10
2018/9/1,Oita,1
2018/9/2,Oita,4
2018/9/3,Oita,3
2018/9/4,Oita,3
2018/9/5,Oita,3
2018/9/6,Oita,3
2018/9/7,Oita,4
2018/9/8,Oita,1
2018/9/9,Oita,0
2018/9/10,Oita,1
2018/9/11,Oita,0
2018/9/12,Oita,0
2018/9/13,Oita,0
2018/9/14,Oita,2
2018/9/15,Oita,0
2018/9/16,Oita,4
2018/9/17,Oita,1
2018/9/18,Oita,1
2018/9/19,Oita,2
2018/9/20,Oita,0
2018/9/21,Oita,0
2018/9/22,Oita,1
2018/9/23,Oita,1
2018/9/24,Oita,0
2018/9/25,Oita,1
2018/9/26,Oita,0
2018/9/27,Oita,0
2018/9/28,Oita,0
2018/9/29,Oita,0
2018/9/30,Oita,0
2019/6/1,Oita,4
2019/6/2,Oita,1
2019/6/3,Oita,1
2019/6/4,Oita,0
2019/6/5,Oita,9
2019/6/6,Oita,7
2019/6/7,Oita,1
2019/6/8,Oita,0
2019/6/9,Oita,2
2019/6/10,Oita,0
2019/6/11,Oita,2
2019/6/12,Oita,2
2019/6/13,Oita,1
2019/6/14,Oita,0
2019/6/15,Oita,1
2019/6/16,Oita,2
2019/6/17,Oita,3
2019/6/18,Oita,0
2019/6/19,Oita,3
2019/6/20,Oita,12
2019/6/21,Oita,1
2019/6/22,Oita,3
2019/6/23,Oita,2
2019/6/24,Oita,2
2019/6/25,Oita,7
2019/6/26,Oita,1
2019/6/27,Oita,1
2019/6/28,Oita,2
2019/6/29,Oita,1
2019/6/30,Oita,1
2019/7/1,Oita,1
2019/7/2,Oita,0
2019/7/3,Oita,0
2019/7/4,Oita,3
2019/7/5,Oita,2
2019/7/6,Oita,3
2019/7/7,Oita,10
2019/7/8,Oita,3
2019/7/9,Oita,6
2019/7/10,Oita,0
2019/7/11,Oita,4
2019/7/12,Oita,8
2019/7/13,Oita,0
2019/7/14,Oita,1
2019/7/15,Oita,7
2019/7/16,Oita,8
2019/7/17,Oita,4
2019/7/18,Oita,4
2019/7/19,Oita,0
2019/7/20,Oita,2
2019/7/21,Oita,6
2019/7/22,Oita,3
2019/7/23,Oita,16
2019/7/24,Oita,9
2019/7/25,Oita,9
2019/7/26,Oita,14
2019/7/27,Oita,18
2019/7/28,Oita,21
2019/7/29,Oita,11
2019/7/30,Oita,23
2019/8/1,Oita,23
2019/8/2,Oita,25
2019/8/3,Oita,20
2019/8/4,Oita,22
2019/8/5,Oita,11
2019/8/6,Oita,5
2019/8/7,Oita,11
2019/8/8,Oita,22
2019/8/9,Oita,15
2019/8/10,Oita,9
2019/8/11,Oita,14
2019/8/12,Oita,7
2019/8/13,Oita,9
2019/8/14,Oita,1
2019/8/15,Oita,1
2019/8/16,Oita,9
2019/8/17,Oita,8
2019/8/18,Oita,4
2019/8/19,Oita,0
2019/8/20,Oita,4
2019/8/21,Oita,23
2019/8/22,Oita,8
2019/8/23,Oita,5
2019/8/24,Oita,0
2019/8/25,Oita,3
2019/8/26,Oita,0
2019/8/27,Oita,0
2019/8/28,Oita,2
2019/8/29,Oita,2
2019/8/30,Oita,1
2019/9/1,Oita,1
2019/9/2,Oita,2
2019/9/3,Oita,6
2019/9/4,Oita,2
2019/9/5,Oita,5
2019/9/6,Oita,4
2019/9/7,Oita,2
2019/9/8,Oita,13
2019/9/9,Oita,6
2019/9/10,Oita,11
2019/9/11,Oita,13
2019/9/12,Oita,0
2019/9/13,Oita,0
2019/9/14,Oita,5
2019/9/15,Oita,9
2019/9/16,Oita,6
2019/9/17,Oita,2
2019/9/18,Oita,0
2019/9/19,Oita,1
2019/9/20,Oita,0
2019/9/21,Oita,0
2019/9/22,Oita,0
2019/9/23,Oita,0
2019/9/24,Oita,1
2019/9/25,Oita,1
2019/9/26,Oita,0
2019/9/27,Oita,5
2019/9/28,Oita,0
2019/9/29,Oita,2
2019/9/30,Oita,2
2015/6/1,Miyazaki,1
2015/6/2,Miyazaki,0
2015/6/3,Miyazaki,0
2015/6/4,Miyazaki,3
2015/6/5,Miyazaki,2
2015/6/6,Miyazaki,1
2015/6/7,Miyazaki,1
2015/6/8,Miyazaki,1
2015/6/9,Miyazaki,0
2015/6/10,Miyazaki,1
2015/6/11,Miyazaki,1
2015/6/12,Miyazaki,7
2015/6/13,Miyazaki,0
2015/6/14,Miyazaki,0
2015/6/15,Miyazaki,1
2015/6/16,Miyazaki,1
2015/6/17,Miyazaki,4
2015/6/18,Miyazaki,0
2015/6/19,Miyazaki,0
2015/6/20,Miyazaki,1
2015/6/21,Miyazaki,3
2015/6/22,Miyazaki,0
2015/6/23,Miyazaki,1
2015/6/24,Miyazaki,1
2015/6/25,Miyazaki,0
2015/6/26,Miyazaki,0
2015/6/27,Miyazaki,0
2015/6/28,Miyazaki,0
2015/6/29,Miyazaki,2
2015/6/30,Miyazaki,1
2015/7/1,Miyazaki,1
2015/7/2,Miyazaki,0
2015/7/3,Miyazaki,0
2015/7/4,Miyazaki,0
2015/7/5,Miyazaki,0
2015/7/6,Miyazaki,0
2015/7/7,Miyazaki,0
2015/7/8,Miyazaki,1
2015/7/9,Miyazaki,8
2015/7/10,Miyazaki,6
2015/7/11,Miyazaki,6
2015/7/12,Miyazaki,2
2015/7/13,Miyazaki,9
2015/7/14,Miyazaki,18
2015/7/15,Miyazaki,13
2015/7/16,Miyazaki,3
2015/7/17,Miyazaki,5
2015/7/18,Miyazaki,3
2015/7/19,Miyazaki,6
2015/7/20,Miyazaki,6
2015/7/21,Miyazaki,2
2015/7/22,Miyazaki,2
2015/7/23,Miyazaki,5
2015/7/24,Miyazaki,22
2015/7/25,Miyazaki,17
2015/7/26,Miyazaki,9
2015/7/27,Miyazaki,9
2015/7/28,Miyazaki,19
2015/7/29,Miyazaki,21
2015/7/30,Miyazaki,21
2015/8/1,Miyazaki,17
2015/8/2,Miyazaki,22
2015/8/3,Miyazaki,18
2015/8/4,Miyazaki,20
2015/8/5,Miyazaki,12
2015/8/6,Miyazaki,6
2015/8/7,Miyazaki,14
2015/8/8,Miyazaki,22
2015/8/9,Miyazaki,16
2015/8/10,Miyazaki,16
2015/8/11,Miyazaki,17
2015/8/12,Miyazaki,1
2015/8/13,Miyazaki,4
2015/8/14,Miyazaki,2
2015/8/15,Miyazaki,3
2015/8/16,Miyazaki,1
2015/8/17,Miyazaki,5
2015/8/18,Miyazaki,3
2015/8/19,Miyazaki,8
2015/8/20,Miyazaki,10
2015/8/21,Miyazaki,10
2015/8/22,Miyazaki,11
2015/8/23,Miyazaki,10
2015/8/24,Miyazaki,4
2015/8/25,Miyazaki,0
2015/8/26,Miyazaki,2
2015/8/27,Miyazaki,4
2015/8/28,Miyazaki,1
2015/8/29,Miyazaki,3
2015/8/30,Miyazaki,1
2015/9/1,Miyazaki,0
2015/9/2,Miyazaki,3
2015/9/3,Miyazaki,0
2015/9/4,Miyazaki,6
2015/9/5,Miyazaki,3
2015/9/6,Miyazaki,0
2015/9/7,Miyazaki,1
2015/9/8,Miyazaki,0
2015/9/9,Miyazaki,1
2015/9/10,Miyazaki,1
2015/9/11,Miyazaki,0
2015/9/12,Miyazaki,2
2015/9/13,Miyazaki,2
2015/9/14,Miyazaki,0
2015/9/15,Miyazaki,0
2015/9/16,Miyazaki,0
2015/9/17,Miyazaki,0
2015/9/18,Miyazaki,1
2015/9/19,Miyazaki,0
2015/9/20,Miyazaki,1
2015/9/21,Miyazaki,0
2015/9/22,Miyazaki,0
2015/9/23,Miyazaki,0
2015/9/24,Miyazaki,1
2015/9/25,Miyazaki,2
2015/9/26,Miyazaki,2
2015/9/27,Miyazaki,0
2015/9/28,Miyazaki,0
2015/9/29,Miyazaki,0
2015/9/30,Miyazaki,0
2016/6/1,Miyazaki,0
2016/6/2,Miyazaki,1
2016/6/3,Miyazaki,2
2016/6/4,Miyazaki,0
2016/6/5,Miyazaki,0
2016/6/6,Miyazaki,0
2016/6/7,Miyazaki,2
2016/6/8,Miyazaki,0
2016/6/9,Miyazaki,3
2016/6/10,Miyazaki,1
2016/6/11,Miyazaki,2
2016/6/12,Miyazaki,1
2016/6/13,Miyazaki,2
2016/6/14,Miyazaki,5
2016/6/15,Miyazaki,2
2016/6/16,Miyazaki,0
2016/6/17,Miyazaki,0
2016/6/18,Miyazaki,5
2016/6/19,Miyazaki,1
2016/6/20,Miyazaki,1
2016/6/21,Miyazaki,3
2016/6/22,Miyazaki,0
2016/6/23,Miyazaki,6
2016/6/24,Miyazaki,3
2016/6/25,Miyazaki,0
2016/6/26,Miyazaki,7
2016/6/27,Miyazaki,0
2016/6/28,Miyazaki,2
2016/6/29,Miyazaki,0
2016/6/30,Miyazaki,1
2016/7/1,Miyazaki,6
2016/7/2,Miyazaki,17
2016/7/3,Miyazaki,32
2016/7/4,Miyazaki,15
2016/7/5,Miyazaki,9
2016/7/6,Miyazaki,18
2016/7/7,Miyazaki,8
2016/7/8,Miyazaki,0
2016/7/9,Miyazaki,2
2016/7/10,Miyazaki,2
2016/7/11,Miyazaki,1
2016/7/12,Miyazaki,8
2016/7/13,Miyazaki,2
2016/7/14,Miyazaki,1
2016/7/15,Miyazaki,6
2016/7/16,Miyazaki,5
2016/7/17,Miyazaki,20
2016/7/18,Miyazaki,17
2016/7/19,Miyazaki,12
2016/7/20,Miyazaki,11
2016/7/21,Miyazaki,11
2016/7/22,Miyazaki,10
2016/7/23,Miyazaki,3
2016/7/24,Miyazaki,6
2016/7/25,Miyazaki,7
2016/7/26,Miyazaki,6
2016/7/27,Miyazaki,10
2016/7/28,Miyazaki,8
2016/7/29,Miyazaki,8
2016/7/30,Miyazaki,7
2016/8/1,Miyazaki,6
2016/8/2,Miyazaki,8
2016/8/3,Miyazaki,9
2016/8/4,Miyazaki,8
2016/8/5,Miyazaki,16
2016/8/6,Miyazaki,3
2016/8/7,Miyazaki,7
2016/8/8,Miyazaki,12
2016/8/9,Miyazaki,11
2016/8/10,Miyazaki,24
2016/8/11,Miyazaki,25
2016/8/12,Miyazaki,17
2016/8/13,Miyazaki,11
2016/8/14,Miyazaki,18
2016/8/15,Miyazaki,17
2016/8/16,Miyazaki,10
2016/8/17,Miyazaki,15
2016/8/18,Miyazaki,14
2016/8/19,Miyazaki,8
2016/8/20,Miyazaki,24
2016/8/21,Miyazaki,11
2016/8/22,Miyazaki,15
2016/8/23,Miyazaki,8
2016/8/24,Miyazaki,1
2016/8/25,Miyazaki,4
2016/8/26,Miyazaki,5
2016/8/27,Miyazaki,4
2016/8/28,Miyazaki,2
2016/8/29,Miyazaki,0
2016/8/30,Miyazaki,2
2016/9/1,Miyazaki,3
2016/9/2,Miyazaki,3
2016/9/3,Miyazaki,5
2016/9/4,Miyazaki,0
2016/9/5,Miyazaki,11
2016/9/6,Miyazaki,4
2016/9/7,Miyazaki,3
2016/9/8,Miyazaki,4
2016/9/9,Miyazaki,3
2016/9/10,Miyazaki,3
2016/9/11,Miyazaki,2
2016/9/12,Miyazaki,1
2016/9/13,Miyazaki,2
2016/9/14,Miyazaki,0
2016/9/15,Miyazaki,1
2016/9/16,Miyazaki,4
2016/9/17,Miyazaki,4
2016/9/18,Miyazaki,3
2016/9/19,Miyazaki,0
2016/9/20,Miyazaki,0
2016/9/21,Miyazaki,1
2016/9/22,Miyazaki,0
2016/9/23,Miyazaki,2
2016/9/24,Miyazaki,2
2016/9/25,Miyazaki,6
2016/9/26,Miyazaki,2
2016/9/27,Miyazaki,0
2016/9/28,Miyazaki,2
2016/9/29,Miyazaki,6
2016/9/30,Miyazaki,1
2017/6/1,Miyazaki,2
2017/6/2,Miyazaki,2
2017/6/3,Miyazaki,3
2017/6/4,Miyazaki,3
2017/6/5,Miyazaki,1
2017/6/6,Miyazaki,0
2017/6/7,Miyazaki,0
2017/6/8,Miyazaki,2
2017/6/9,Miyazaki,1
2017/6/10,Miyazaki,4
2017/6/11,Miyazaki,3
2017/6/12,Miyazaki,0
2017/6/13,Miyazaki,1
2017/6/14,Miyazaki,2
2017/6/15,Miyazaki,4
2017/6/16,Miyazaki,0
2017/6/17,Miyazaki,0
2017/6/18,Miyazaki,2
2017/6/19,Miyazaki,3
2017/6/20,Miyazaki,1
2017/6/21,Miyazaki,4
2017/6/22,Miyazaki,0
2017/6/23,Miyazaki,0
2017/6/24,Miyazaki,0
2017/6/25,Miyazaki,0
2017/6/26,Miyazaki,0
2017/6/27,Miyazaki,2
2017/6/28,Miyazaki,0
2017/6/29,Miyazaki,2
2017/6/30,Miyazaki,7
2017/7/1,Miyazaki,16
2017/7/2,Miyazaki,25
2017/7/3,Miyazaki,11
2017/7/4,Miyazaki,4
2017/7/5,Miyazaki,8
2017/7/6,Miyazaki,2
2017/7/7,Miyazaki,0
2017/7/8,Miyazaki,4
2017/7/9,Miyazaki,6
2017/7/10,Miyazaki,10
2017/7/11,Miyazaki,24
2017/7/12,Miyazaki,11
2017/7/13,Miyazaki,11
2017/7/14,Miyazaki,9
2017/7/15,Miyazaki,18
2017/7/16,Miyazaki,15
2017/7/17,Miyazaki,14
2017/7/18,Miyazaki,10
2017/7/19,Miyazaki,8
2017/7/20,Miyazaki,4
2017/7/21,Miyazaki,9
2017/7/22,Miyazaki,14
2017/7/23,Miyazaki,17
2017/7/24,Miyazaki,10
2017/7/25,Miyazaki,19
2017/7/26,Miyazaki,18
2017/7/27,Miyazaki,27
2017/7/28,Miyazaki,16
2017/7/29,Miyazaki,23
2017/7/30,Miyazaki,27
2017/8/1,Miyazaki,9
2017/8/2,Miyazaki,12
2017/8/3,Miyazaki,5
2017/8/4,Miyazaki,6
2017/8/5,Miyazaki,1
2017/8/6,Miyazaki,3
2017/8/7,Miyazaki,8
2017/8/8,Miyazaki,44
2017/8/9,Miyazaki,12
