"","species","decimalLatitude","decimalLongitude","eventDate","year"
"1497","Asellus aquaticus",52.334091,6.862198,2000-11-14,2000
"1498","Asellus aquaticus",52.333364,6.857786,2000-11-14,2000
"1499","Asellus aquaticus",52.157303,6.813979,2010-04-14,2010
"1500","Asellus aquaticus",52.239925,6.762143,2003-06-16,2003
"1501","Asellus aquaticus",51.949341,6.666677,2010-04-13,2010
"1502","Asellus aquaticus",51.954429,6.091297,2002-06-18,2002
"1503","Asellus aquaticus",52.062772,6.284768,2003-03-31,2003
"1504","Asellus aquaticus",51.954878,6.633227,2004-06-03,2004
"1505","Asellus aquaticus",51.936181,6.469831,2007-07-04,2007
"1506","Asellus aquaticus",52.23529,6.502719,2002-06-05,2002
"1507","Asellus aquaticus",51.967282,6.001642,2009-07-09,2009
"1508","Asellus aquaticus",51.213876,5.988642,2008-06-04,2008
"1509","Asellus aquaticus",50.92053,5.886384,2007-05-24,2007
"1510","Asellus aquaticus",51.132598,6.087957,2004-07-01,2004
"1511","Asellus aquaticus",50.770838,5.699491,2009-06-03,2009
"1512","Asellus aquaticus",52.796548,6.03482,2004-09-08,2004
"1513","Asellus aquaticus",52.894008,6.302703,2003-04-28,2003
"1514","Asellus aquaticus",52.783716,6.53356,2006-09-20,2006
"1515","Asellus aquaticus",52.72071,5.998474,2005-09-27,2005
"1516","Asellus aquaticus",52.66766,6.084957,2010-04-29,2010
"1517","Asellus aquaticus",52.759772,6.298712,2006-04-27,2006
"1518","Asellus aquaticus",51.273678,5.371784,2002-09-23,2002
"1519","Asellus aquaticus",51.284168,5.338784,2008-05-22,2008
"1520","Asellus aquaticus",51.507544,5.493693,2009-08-27,2009
"1521","Asellus aquaticus",51.567694,5.194886,2005-09-14,2005
"1522","Asellus aquaticus",51.471623,5.077632,2003-09-22,2003
"1523","Asellus aquaticus",51.647984,5.319758,2010-09-02,2010
"1524","Asellus aquaticus",51.307522,5.489024,2003-07-31,2003
"1525","Asellus aquaticus",51.830713,4.838263,2006-08-28,2006
"1526","Asellus aquaticus",51.921674,4.953665,2010-08-23,2010
"1527","Asellus aquaticus",51.769434,4.943421,2007-06-28,2007
"1528","Asellus aquaticus",51.898559,5.314342,2008-05-28,2008
"1529","Asellus aquaticus",51.954699,5.735861,2005-09-15,2005
"1530","Asellus aquaticus",51.943117,5.533572,2008-05-22,2008
"1531","Asellus aquaticus",51.921502,5.766174,2008-09-08,2008
"1532","Asellus aquaticus",51.940551,5.714155,2008-09-16,2008
"1533","Asellus aquaticus",51.770248,5.939584,2008-04-15,2008
"1534","Asellus aquaticus",51.775092,5.789575,2000-05-22,2000
"1535","Asellus aquaticus",51.843589,5.671034,2009-09-03,2009
"1536","Asellus aquaticus",51.457426,3.596616,2006-03-31,2006
"1537","Asellus aquaticus",51.455647,3.851536,2004-08-03,2004
"1538","Asellus aquaticus",51.466481,3.54876,2007-05-21,2007
"1539","Asellus aquaticus",51.564558,3.771967,2006-04-03,2006
"1540","Asellus aquaticus",51.339803,4.034414,2004-06-16,2004
"1541","Asellus aquaticus",51.272327,3.712503,2008-06-13,2008
"1542","Asellus aquaticus",52.139883,6.040317,2009-09-24,2009
"1543","Asellus aquaticus",52.371385,6.02929,2002-05-14,2002
"1544","Asellus aquaticus",52.445058,5.840752,2008-05-13,2008
"1545","Asellus aquaticus",52.38248,5.711184,2001-09-11,2001
"1546","Asellus aquaticus",52.389225,5.741229,2002-06-03,2002
"1547","Asellus aquaticus",52.302514,5.581231,2006-04-18,2006
"1548","Asellus aquaticus",52.23506,5.545306,2010-09-13,2010
"1549","Asellus aquaticus",52.13222,5.995877,2009-09-20,2009
"1550","Asellus aquaticus",52.419464,5.795552,2008-10-08,2008
"1551","Asellus aquaticus",52.430257,5.813575,2010-09-02,2010
"1552","Asellus aquaticus",52.218904,5.333604,2009-06-02,2009
"1553","Asellus aquaticus",52.25272,5.466727,2009-05-18,2009
"1554","Asellus aquaticus",52.127498,5.636197,2007-04-10,2007
"1555","Asellus aquaticus",52.154399,5.455884,2007-09-19,2007
"1556","Asellus aquaticus",52.079225,5.404274,2008-04-21,2008
"1557","Asellus aquaticus",52.218736,5.255945,2000-05-10,2000
"1558","Asellus aquaticus",52.808994,5.745466,2000-06-13,2000
"1559","Asellus aquaticus",52.808994,5.745466,2000-10-03,2000
"1560","Asellus aquaticus",52.808994,5.745466,2001-09-23,2001
"1561","Asellus aquaticus",52.787898,5.796924,2007-05-15,2007
"1562","Asellus aquaticus",52.685077,5.678542,2005-05-26,2005
"1563","Asellus aquaticus",52.560888,5.528881,2000-04-10,2000
"1564","Asellus aquaticus",52.455425,5.468416,2007-05-09,2007
"1565","Asellus aquaticus",52.465109,5.473863,2003-08-27,2003
"1566","Asellus aquaticus",52.426573,5.56153,2004-07-06,2004
"1567","Asellus aquaticus",52.406992,5.622675,2003-05-26,2003
"1568","Asellus aquaticus",52.39219,5.639843,2010-06-10,2010
"1569","Asellus aquaticus",52.218333,4.950064,2006-06-13,2006
"1570","Asellus aquaticus",52.202337,4.904639,2009-05-20,2009
"1571","Asellus aquaticus",52.006629,5.321521,2005-08-23,2005
"1572","Asellus aquaticus",52.03367,5.066542,2005-07-18,2005
"1573","Asellus aquaticus",52.001734,5.199218,2008-08-05,2008
"1574","Asellus aquaticus",52.076246,5.20013,2009-07-20,2009
"1575","Asellus aquaticus",52.07876,4.991618,2007-07-16,2007
"1576","Asellus aquaticus",52.060894,4.974102,2009-07-01,2009
"1577","Asellus aquaticus",51.974859,4.845451,2004-09-19,2004
"1578","Asellus aquaticus",52.088308,4.786063,2010-07-13,2010
"1579","Asellus aquaticus",52.072168,4.362918,2004-08-30,2004
"1580","Asellus aquaticus",51.973499,4.245839,2008-06-12,2008
"1581","Asellus aquaticus",51.950865,4.326497,2010-06-24,2010
"1582","Asellus aquaticus",51.911422,4.309681,2008-07-07,2008
"1583","Asellus aquaticus",51.976718,4.430335,2000-06-15,2000
"1584","Asellus aquaticus",52.00175,4.466195,2001-07-17,2001
"1585","Asellus aquaticus",52.020177,4.447998,2005-06-20,2005
"1586","Asellus aquaticus",52.057891,4.366759,2009-07-01,2009
"1587","Asellus aquaticus",51.998857,4.154947,2010-06-10,2010
"1588","Asellus aquaticus",52.77385,4.721913,2000-08-24,2000
"1589","Asellus aquaticus",52.789158,4.747118,2001-05-14,2001
"1590","Asellus aquaticus",52.804211,4.83307,2000-05-09,2000
"1591","Asellus aquaticus",52.719214,4.703693,2000-05-26,2000
"1592","Asellus aquaticus",52.659465,4.694113,2000-08-14,2000
"1593","Asellus aquaticus",52.543431,4.78518,2000-08-23,2000
"1594","Asellus aquaticus",52.648094,4.709275,2004-08-29,2004
"1595","Asellus aquaticus",52.622635,4.856357,2005-05-19,2005
"1596","Asellus aquaticus",52.478456,4.899539,2008-05-19,2008
"1597","Asellus aquaticus",52.661418,4.897053,2002-05-29,2002
"1598","Asellus aquaticus",52.805433,4.993582,2002-09-12,2002
"1599","Asellus aquaticus",52.483047,4.9081,2005-06-12,2005
"1600","Asellus aquaticus",52.618998,5.007388,2005-09-19,2005
"1601","Asellus aquaticus",52.794088,4.69182,2004-09-20,2004
"1602","Asellus aquaticus",52.121093,4.52708,2004-05-24,2004
"1603","Asellus aquaticus",52.226562,4.468678,2004-06-03,2004
"1604","Asellus aquaticus",51.952245,4.588549,2001-08-17,2001
"1605","Asellus aquaticus",51.919517,4.455394,2005-08-04,2005
"1606","Asellus aquaticus",51.999897,4.542687,2005-09-07,2005
"1607","Asellus aquaticus",51.984284,4.48938,2002-08-08,2002
"1608","Asellus aquaticus",51.989349,4.489934,2009-06-08,2009
"1609","Asellus aquaticus",52.039293,4.564187,2008-06-23,2008
"1610","Asellus aquaticus",52.016506,4.557569,2008-06-23,2008
"1611","Asellus aquaticus",52.005662,4.737217,2005-08-08,2005
"1612","Asellus aquaticus",51.94682,4.844567,2005-08-03,2005
"1613","Asellus aquaticus",51.913986,4.685099,2005-08-22,2005
"1614","Asellus aquaticus",51.04142,5.765756,2000-09-28,2000
"1615","Asellus aquaticus",50.779504,5.699109,2000-08-22,2000
"1616","Asellus aquaticus",52.851661,5.468855,2010-09-27,2010
"1617","Asellus aquaticus",52.333764,5.592019,2005-09-26,2005
"1618","Asellus aquaticus",51.348384,5.847058,2009-05-13,2009
"1619","Asellus aquaticus",51.663259,5.585363,2005-08-31,2005
"1620","Asellus aquaticus",51.741918,5.35108,2008-06-02,2008
"1621","Asellus aquaticus",51.7056,5.792718,2008-09-04,2008
"1622","Asellus aquaticus",51.727169,5.189635,2002-06-27,2002
"1623","Asellus aquaticus",51.568518,5.838239,2008-05-21,2008
"1624","Asellus aquaticus",51.490796,4.73004,2005-05-02,2005
"1625","Asellus aquaticus",51.459778,4.316355,2002-09-24,2002
"1626","Asellus aquaticus",53.174901,6.094241,2009-06-02,2009
"1627","Asellus aquaticus",53.210405,5.766675,2008-06-18,2008
"1628","Asellus aquaticus",52.610934,6.173823,2002-09-17,2002
"1629","Asellus aquaticus",52.547483,6.251124,2009-09-21,2009
"1630","Asellus aquaticus",52.595435,6.327632,2009-09-22,2009
"1631","Asellus aquaticus",52.513948,6.300556,2009-10-15,2009
"1632","Asellus aquaticus",52.521555,6.339024,2007-10-01,2007
"1633","Asellus aquaticus",52.512653,5.962741,2002-10-14,2002
"1634","Asellus aquaticus",52.500262,6.165371,2006-08-29,2006
"1635","Asellus aquaticus",52.504131,6.136866,2006-05-10,2006
"1636","Asellus aquaticus",52.495389,6.306357,2009-05-25,2009
"1637","Asellus aquaticus",52.488686,6.39029,2003-05-01,2003
"1638","Asellus aquaticus",52.252264,6.246264,2009-04-15,2009
"1639","Asellus aquaticus",52.333501,6.236099,2000-09-13,2000
"1640","Asellus aquaticus",52.299171,6.183691,2000-09-22,2000
"1641","Asellus aquaticus",52.267151,6.21315,2006-10-16,2006
"1642","Asellus aquaticus",52.312469,6.308069,2010-05-25,2010
"1643","Asellus aquaticus",53.143931,7.125938,2008-04-10,2008
"1644","Asellus aquaticus",53.002567,7.134216,2000-04-13,2000
"1645","Asellus aquaticus",51.826026,4.156905,2004-06-21,2004
"1646","Asellus aquaticus",51.816699,4.168488,2010-09-20,2010
"1647","Asellus aquaticus",51.852109,4.204747,2005-07-12,2005
"1648","Asellus aquaticus",51.83095,4.318295,2010-09-14,2010
"1649","Asellus aquaticus",51.768394,4.643858,2007-07-14,2007
"1650","Asellus aquaticus",51.753984,4.653654,2008-09-08,2008
"1651","Asellus aquaticus",51.807184,4.692795,2007-08-01,2007
"1652","Asellus aquaticus",51.697806,4.328473,2010-05-19,2010
"1653","Asellus aquaticus",51.701024,4.322423,2007-07-28,2007
"1654","Asellus aquaticus",51.798513,4.029287,2010-05-17,2010
"1655","Asellus aquaticus",51.785745,4.280609,2002-09-03,2002
"1656","Asellus aquaticus",51.715791,4.474487,2005-08-01,2005
"1657","Asellus aquaticus",51.863031,4.535877,2008-05-29,2008
"1658","Asellus aquaticus",51.88024,4.478836,2003-07-15,2003
"1659","Asellus aquaticus",51.820096,4.618493,2010-05-26,2010
"1660","Asellus aquaticus",53.420652,6.873937,2008-05-07,2008
"1661","Asellus aquaticus",53.139098,6.539364,2008-07-22,2008
"1662","Asellus aquaticus",53.092925,6.479916,2009-06-24,2009
"1663","Asellus aquaticus",53.348499,6.771726,2009-10-08,2009
"1664","Asellus aquaticus",51.321342,5.667511,2002-05-14,2002
"1665","Asellus aquaticus",51.295012,5.899899,2007-05-14,2007
"1666","Asellus aquaticus",51.513759,5.987866,2006-04-18,2006
"1667","Asellus aquaticus",51.240975,5.924928,2005-06-30,2005
"1668","Asellus aquaticus",52.448139,6.439268,2009-05-27,2009
"1669","Asellus aquaticus",52.219243,6.589029,2010-04-21,2010
"1670","Asellus aquaticus",52.193408,6.907126,2010-03-31,2010
"1671","Asellus aquaticus",52.217157,6.544118,2003-11-11,2003
"1672","Asellus aquaticus",52.157303,6.813979,2003-04-15,2003
"1673","Asellus aquaticus",52.257182,6.859207,2006-10-30,2006
"1674","Asellus aquaticus",52.156492,6.87807,2003-03-19,2003
"1675","Asellus aquaticus",52.189138,6.949118,2009-03-30,2009
"1676","Asellus aquaticus",51.910374,6.183185,2007-07-10,2007
"1677","Asellus aquaticus",52.013129,6.149554,2008-07-31,2008
"1678","Asellus aquaticus",51.954823,6.022056,2009-06-23,2009
"1679","Asellus aquaticus",51.879763,6.375447,2007-06-26,2007
"1680","Asellus aquaticus",51.912337,6.574634,2006-05-11,2006
"1681","Asellus aquaticus",52.019823,6.195764,2007-05-16,2007
"1682","Asellus aquaticus",52.217625,6.478862,2001-07-05,2001
"1683","Asellus aquaticus",51.905698,6.357924,2007-07-17,2007
"1684","Asellus aquaticus",50.767829,5.864486,2005-05-19,2005
"1685","Asellus aquaticus",52.78498,6.281005,2010-05-04,2010
"1686","Asellus aquaticus",52.838433,6.234606,2004-09-30,2004
"1687","Asellus aquaticus",52.687234,6.132299,2006-05-16,2006
"1688","Asellus aquaticus",52.75597,5.956009,2004-04-28,2004
"1689","Asellus aquaticus",52.837629,6.208173,2006-05-01,2006
"1690","Asellus aquaticus",52.626403,6.43951,2006-09-12,2006
"1691","Asellus aquaticus",51.41794,5.477555,2007-08-29,2007
"1692","Asellus aquaticus",51.367601,5.366367,2007-08-27,2007
"1693","Asellus aquaticus",51.3966,5.38512,2009-05-26,2009
"1694","Asellus aquaticus",51.568631,5.303462,2000-09-04,2000
"1695","Asellus aquaticus",51.548296,5.117261,2002-09-24,2002
"1696","Asellus aquaticus",51.587926,5.244352,2005-08-10,2005
"1697","Asellus aquaticus",51.859505,5.331012,2009-08-17,2009
"1698","Asellus aquaticus",51.925881,5.250723,2007-06-11,2007
"1699","Asellus aquaticus",51.837891,4.927251,2009-09-17,2009
"1700","Asellus aquaticus",51.949956,5.527223,2008-05-22,2008
"1701","Asellus aquaticus",51.962808,5.912082,2008-09-24,2008
"1702","Asellus aquaticus",51.962695,5.880143,2005-06-20,2005
"1703","Asellus aquaticus",51.809464,5.250191,2006-08-07,2006
"1704","Asellus aquaticus",51.79418,5.20175,2009-09-28,2009
"1705","Asellus aquaticus",51.837554,5.697562,2006-09-05,2006
"1706","Asellus aquaticus",51.423399,3.726153,2009-03-16,2009
"1707","Asellus aquaticus",51.445569,4.094012,2003-03-27,2003
"1708","Asellus aquaticus",51.708653,3.735362,2006-04-18,2006
"1709","Asellus aquaticus",51.487389,3.681696,2006-03-21,2006
"1710","Asellus aquaticus",51.312724,4.054537,2010-06-21,2010
"1711","Asellus aquaticus",51.210698,3.859316,2005-07-14,2005
"1712","Asellus aquaticus",52.349094,5.940511,2005-08-29,2005
"1713","Asellus aquaticus",52.178389,6.139863,2009-04-16,2009
"1714","Asellus aquaticus",52.229706,6.126386,2007-09-20,2007
"1715","Asellus aquaticus",52.516011,5.875276,2003-10-06,2003
"1716","Asellus aquaticus",52.323716,5.705503,2002-06-04,2002
"1717","Asellus aquaticus",52.439475,5.819576,2006-09-12,2006
"1718","Asellus aquaticus",52.042657,5.585437,2010-05-10,2010
"1719","Asellus aquaticus",52.177581,5.264691,2002-10-21,2002
"1720","Asellus aquaticus",52.04889,5.491292,2000-09-25,2000
"1721","Asellus aquaticus",52.196769,5.292736,2006-04-12,2006
"1722","Asellus aquaticus",52.278446,5.287566,2000-05-08,2000
"1723","Asellus aquaticus",52.705088,7.03655,2006-09-11,2006
"1724","Asellus aquaticus",52.705088,7.03655,2007-05-14,2007
"1725","Asellus aquaticus",52.83915,5.749468,2005-09-06,2005
"1726","Asellus aquaticus",52.784498,5.773651,2001-05-30,2001
"1727","Asellus aquaticus",52.513883,5.46129,2000-08-15,2000
"1728","Asellus aquaticus",52.551818,5.692243,2001-08-21,2001
"1729","Asellus aquaticus",52.408129,5.1884,2008-05-13,2008
"1730","Asellus aquaticus",52.379771,5.591997,2010-06-22,2010
"1731","Asellus aquaticus",52.379216,5.590995,2001-06-19,2001
"1732","Asellus aquaticus",52.406992,5.622675,2003-09-03,2003
"1733","Asellus aquaticus",52.243851,4.931467,2009-05-27,2009
"1734","Asellus aquaticus",52.145909,5.096461,2006-06-06,2006
"1735","Asellus aquaticus",52.270626,4.922256,2009-04-16,2009
"1736","Asellus aquaticus",52.269504,5.025509,2010-05-20,2010
"1737","Asellus aquaticus",52.021176,5.069924,2009-07-07,2009
"1738","Asellus aquaticus",52.001967,5.163291,2009-07-13,2009
"1739","Asellus aquaticus",52.136505,4.809925,2007-06-25,2007
"1740","Asellus aquaticus",51.984644,4.258716,2008-06-12,2008
"1741","Asellus aquaticus",52.059356,4.292618,2007-07-17,2007
"1742","Asellus aquaticus",52.03218,4.224757,2007-07-23,2007
"1743","Asellus aquaticus",51.955677,4.268523,2008-06-10,2008
"1744","Asellus aquaticus",52.014535,4.392585,2005-06-08,2005
"1745","Asellus aquaticus",52.077622,4.257466,2010-07-28,2010
"1746","Asellus aquaticus",52.0216,4.304978,2004-08-26,2004
"1747","Asellus aquaticus",52.774366,4.695734,2001-05-14,2001
"1748","Asellus aquaticus",52.754567,4.70646,2009-07-15,2009
"1749","Asellus aquaticus",52.804467,4.764719,2000-06-06,2000
"1750","Asellus aquaticus",52.804467,4.764719,2004-08-29,2004
"1751","Asellus aquaticus",52.887605,4.925301,2009-05-25,2009
"1752","Asellus aquaticus",52.788349,4.823502,2002-04-25,2002
"1753","Asellus aquaticus",52.756534,4.862691,2004-08-29,2004
"1754","Asellus aquaticus",52.726228,4.880816,2009-07-13,2009
"1755","Asellus aquaticus",52.804211,4.83307,2000-05-09,2000
"1756","Asellus aquaticus",52.505689,5.069486,2008-07-21,2008
"1757","Asellus aquaticus",52.561302,4.975662,2005-06-02,2005
"1758","Asellus aquaticus",52.659977,4.922964,2009-08-19,2009
"1759","Asellus aquaticus",52.702382,5.159597,2001-05-01,2001
"1760","Asellus aquaticus",52.702362,5.158606,2000-05-16,2000
"1761","Asellus aquaticus",52.724693,5.054921,2005-08-01,2005
"1762","Asellus aquaticus",52.742907,5.122189,2002-09-19,2002
"1763","Asellus aquaticus",52.835779,5.015584,2005-06-20,2005
"1764","Asellus aquaticus",52.031823,4.720457,2010-06-21,2010
"1765","Asellus aquaticus",52.38474,4.818403,2001-07-02,2001
"1766","Asellus aquaticus",52.090911,4.493442,2003-05-15,2003
"1767","Asellus aquaticus",52.144897,4.664115,2001-07-16,2001
"1768","Asellus aquaticus",51.996679,4.581161,2001-09-13,2001
"1769","Asellus aquaticus",51.965556,4.475873,2008-07-02,2008
"1770","Asellus aquaticus",52.012661,4.537713,2008-07-02,2008
"1771","Asellus aquaticus",51.970251,4.521474,2009-07-14,2009
"1772","Asellus aquaticus",52.309869,5.101269,2004-10-08,2004
"1773","Asellus aquaticus",50.86805,5.696865,2002-04-16,2002
"1774","Asellus aquaticus",50.86805,5.696865,2003-07-08,2003
"1775","Asellus aquaticus",51.711892,4.318506,2008-10-09,2008
"1776","Asellus aquaticus",51.402616,5.837431,2009-09-01,2009
"1777","Asellus aquaticus",51.634972,5.475879,2010-08-12,2010
"1778","Asellus aquaticus",51.706228,5.492396,2002-09-03,2002
"1779","Asellus aquaticus",51.633035,5.870644,2010-06-17,2010
"1780","Asellus aquaticus",51.797108,5.512599,2002-05-28,2002
"1781","Asellus aquaticus",51.741008,5.742086,2007-09-03,2007
"1782","Asellus aquaticus",51.716099,5.702111,2007-08-02,2007
"1783","Asellus aquaticus",51.402688,5.883721,2000-07-05,2000
"1784","Asellus aquaticus",51.603602,4.639631,2006-05-09,2006
"1785","Asellus aquaticus",51.499512,4.796739,2007-04-17,2007
"1786","Asellus aquaticus",51.421585,4.641036,2000-06-15,2000
"1787","Asellus aquaticus",51.550285,4.736648,2010-04-19,2010
"1788","Asellus aquaticus",51.61957,4.273881,2007-10-01,2007
"1789","Asellus aquaticus",51.495014,4.356136,2002-09-24,2002
"1790","Asellus aquaticus",51.647793,4.929904,2002-09-04,2002
"1791","Asellus aquaticus",51.44688,4.341401,2008-05-19,2008
"1792","Asellus aquaticus",51.596521,4.525007,2002-07-18,2002
"1793","Asellus aquaticus",53.163921,6.050027,2005-04-20,2005
"1794","Asellus aquaticus",53.112258,5.611518,2001-09-10,2001
"1795","Asellus aquaticus",52.547965,6.182209,2002-09-11,2002
"1796","Asellus aquaticus",52.518678,6.048419,2000-05-15,2000
"1797","Asellus aquaticus",52.591071,5.849102,2001-09-12,2001
"1798","Asellus aquaticus",52.55552,5.999427,2008-09-25,2008
"1799","Asellus aquaticus",52.571431,6.015874,2005-09-29,2005
"1800","Asellus aquaticus",52.488341,6.146463,2009-10-08,2009
"1801","Asellus aquaticus",52.257969,6.240516,2009-04-22,2009
"1802","Asellus aquaticus",52.255549,6.23959,2007-04-25,2007
"1803","Asellus aquaticus",52.255549,6.23959,2009-04-15,2009
"1804","Asellus aquaticus",52.30075,6.265381,2010-05-25,2010
"1805","Asellus aquaticus",52.283453,6.317506,2000-09-05,2000
"1806","Asellus aquaticus",53.008468,6.616808,2005-04-12,2005
"1807","Asellus aquaticus",53.110186,6.710868,2007-04-02,2007
"1808","Asellus aquaticus",51.841402,4.131046,2010-09-16,2010
"1809","Asellus aquaticus",51.865894,4.185683,2009-05-25,2009
"1810","Asellus aquaticus",51.818173,4.339803,2005-04-19,2005
"1811","Asellus aquaticus",51.840552,4.360803,2009-06-15,2009
"1812","Asellus aquaticus",51.900929,4.201996,2003-10-01,2003
"1813","Asellus aquaticus",51.900929,4.201996,2005-05-17,2005
"1814","Asellus aquaticus",51.81022,4.773098,2003-08-25,2003
"1815","Asellus aquaticus",51.755363,4.096084,2005-04-04,2005
"1816","Asellus aquaticus",51.77429,4.034276,2004-04-02,2004
"1817","Asellus aquaticus",51.804335,3.908611,2010-05-06,2010
"1818","Asellus aquaticus",51.803613,4.090788,2003-05-19,2003
"1819","Asellus aquaticus",51.852237,4.167976,2008-08-26,2008
"1820","Asellus aquaticus",51.769609,4.330252,2009-09-09,2009
"1821","Asellus aquaticus",51.815058,4.388737,2006-05-03,2006
"1822","Asellus aquaticus",51.802197,4.300998,2006-08-07,2006
"1823","Asellus aquaticus",51.746889,4.36315,2008-09-01,2008
"1824","Asellus aquaticus",51.726825,4.584531,2010-06-14,2010
"1825","Asellus aquaticus",51.770041,4.585516,2006-08-09,2006
"1826","Asellus aquaticus",51.851278,4.268476,2008-08-27,2008
"1827","Asellus aquaticus",51.841623,4.588726,2000-07-06,2000
"1828","Asellus aquaticus",51.86391,4.544267,2005-09-28,2005
"1829","Asellus aquaticus",51.86391,4.544267,2006-07-17,2006
"1830","Asellus aquaticus",51.847051,4.379435,2010-06-02,2010
"1831","Asellus aquaticus",51.859909,4.605213,2010-06-09,2010
"1832","Asellus aquaticus",51.892457,4.378738,2010-06-28,2010
"1833","Asellus aquaticus",53.143317,6.521092,2010-05-26,2010
"1834","Asellus aquaticus",53.148574,6.487299,2007-05-07,2007
"1835","Asellus aquaticus",53.03857,6.427856,2000-04-06,2000
"1836","Asellus aquaticus",53.123794,6.44484,2010-04-27,2010
"1837","Asellus aquaticus",51.22381,5.904256,2009-04-20,2009
"1838","Asellus aquaticus",51.230802,5.949148,2009-05-06,2009
"1839","Asellus aquaticus",51.46023,6.108564,2010-07-06,2010
"1840","Asellus aquaticus",51.332499,6.1477,2002-07-02,2002
"1841","Asellus aquaticus",52.314231,6.563454,2010-05-12,2010
"1842","Asellus aquaticus",52.395114,6.470597,2010-05-11,2010
"1843","Asellus aquaticus",52.293383,6.473686,2007-04-10,2007
"1844","Asellus aquaticus",52.306772,6.585736,2007-05-01,2007
"1845","Asellus aquaticus",52.444654,6.814471,2010-04-01,2010
"1846","Asellus aquaticus",52.433235,6.715851,2008-04-23,2008
"1847","Asellus aquaticus",52.439325,6.706576,2008-04-23,2008
"1848","Asellus aquaticus",52.43754,6.567378,2008-10-06,2008
"1849","Asellus aquaticus",52.32201,6.595169,2010-05-26,2010
"1850","Asellus aquaticus",52.322712,6.686665,2003-05-21,2003
"1851","Asellus aquaticus",52.288744,6.763668,2008-04-09,2008
"1852","Asellus aquaticus",52.331245,6.729097,2008-04-16,2008
"1853","Asellus aquaticus",52.195328,6.602718,2010-04-08,2010
"1854","Asellus aquaticus",52.237196,6.726569,2006-10-09,2006
"1855","Asellus aquaticus",52.265738,6.879416,2008-06-04,2008
"1856","Asellus aquaticus",52.287437,6.89363,2003-09-04,2003
"1857","Asellus aquaticus",52.378648,6.927869,2001-06-14,2001
"1858","Asellus aquaticus",52.372405,6.989174,2009-06-02,2009
"1859","Asellus aquaticus",52.216006,6.979535,2009-10-12,2009
"1860","Asellus aquaticus",52.161859,6.322058,2007-07-27,2007
"1861","Asellus aquaticus",51.865906,6.109715,2009-06-18,2009
"1862","Asellus aquaticus",52.077472,6.242029,2010-04-26,2010
"1863","Asellus aquaticus",50.817955,5.669031,2008-06-11,2008
"1864","Asellus aquaticus",50.817955,5.669031,2009-06-03,2009
"1865","Asellus aquaticus",52.858877,6.228469,2000-04-26,2000
"1866","Asellus aquaticus",52.838433,6.234606,2006-09-14,2006
"1867","Asellus aquaticus",52.68642,6.214663,2005-04-28,2005
"1868","Asellus aquaticus",52.879421,6.65878,2007-09-25,2007
"1869","Asellus aquaticus",51.49956,5.513073,2005-09-22,2005
"1870","Asellus aquaticus",51.273678,5.371784,2008-09-22,2008
"1871","Asellus aquaticus",51.35771,5.420253,2007-05-31,2007
"1872","Asellus aquaticus",51.58391,5.289539,2008-05-06,2008
"1873","Asellus aquaticus",51.630344,5.244565,2010-04-29,2010
"1874","Asellus aquaticus",51.427511,5.15283,2004-04-21,2004
"1875","Asellus aquaticus",51.859101,4.720549,2009-06-09,2009
"1876","Asellus aquaticus",51.887452,4.644216,2009-08-04,2009
"1877","Asellus aquaticus",51.924781,5.25564,2002-08-06,2002
"1878","Asellus aquaticus",51.909423,5.691577,2008-06-11,2008
"1879","Asellus aquaticus",51.940947,5.672507,2008-06-04,2008
"1880","Asellus aquaticus",51.949956,5.527223,2010-06-02,2010
"1881","Asellus aquaticus",51.840598,5.908857,2009-09-21,2009
"1882","Asellus aquaticus",51.779275,5.738228,2006-09-11,2006
"1883","Asellus aquaticus",51.787373,5.729494,2009-08-10,2009
"1884","Asellus aquaticus",51.821778,5.697947,2006-05-15,2006
"1885","Asellus aquaticus",51.567913,3.567158,2001-09-27,2001
"1886","Asellus aquaticus",51.456829,3.751916,2000-03-23,2000
"1887","Asellus aquaticus",51.327832,3.576582,2009-06-15,2009
"1888","Asellus aquaticus",52.352326,5.941285,2005-08-29,2005
"1889","Asellus aquaticus",52.346034,5.960285,2003-06-11,2003
"1890","Asellus aquaticus",52.198379,5.937907,2001-05-02,2001
"1891","Asellus aquaticus",52.393861,6.028044,2006-04-12,2006
"1892","Asellus aquaticus",52.238374,5.957288,2004-10-20,2004
"1893","Asellus aquaticus",52.229706,6.126386,2009-04-16,2009
"1894","Asellus aquaticus",52.303484,5.74644,2010-04-08,2010
"1895","Asellus aquaticus",52.281796,5.546205,2002-05-14,2002
"1896","Asellus aquaticus",52.04937,5.718128,2005-05-30,2005
"1897","Asellus aquaticus",52.008034,5.596499,2006-05-03,2006
"1898","Asellus aquaticus",52.04889,5.491292,2001-06-11,2001
"1899","Asellus aquaticus",52.067058,5.476605,2001-10-10,2001
"1900","Asellus aquaticus",52.204779,5.34332,2006-05-08,2006
"1901","Asellus aquaticus",52.221154,5.24862,2002-05-30,2002
"1902","Asellus aquaticus",52.737475,6.652485,2010-09-30,2010
"1903","Asellus aquaticus",52.651688,6.77781,2007-05-03,2007
"1904","Asellus aquaticus",52.709495,7.037011,2004-05-25,2004
"1905","Asellus aquaticus",52.713879,7.031344,2007-10-03,2007
"1906","Asellus aquaticus",52.787898,5.796924,2000-09-20,2000
