"","species","decimalLatitude","decimalLongitude","eventDate","year"
"1","Asellus aquaticus",52.92256,5.880712,2004-04-19,2004
"2","Asellus aquaticus",53.04031,6.059323,2008-04-01,2008
"3","Asellus aquaticus",53.092398,5.89854,2004-04-28,2004
"4","Asellus aquaticus",52.518152,6.370627,2004-09-16,2004
"5","Asellus aquaticus",52.528958,5.874241,2008-09-30,2008
"6","Asellus aquaticus",52.618654,5.973135,2001-09-12,2001
"7","Asellus aquaticus",52.455272,6.199889,2009-10-08,2009
"8","Asellus aquaticus",52.297963,6.148925,2001-05-01,2001
"9","Asellus aquaticus",52.299171,6.183691,2003-10-15,2003
"10","Asellus aquaticus",52.366709,6.336946,2007-09-27,2007
"11","Asellus aquaticus",52.500843,6.071127,2003-05-15,2003
"12","Asellus aquaticus",53.021552,7.095478,2010-04-12,2010
"13","Asellus aquaticus",53.040099,6.693449,2005-09-16,2005
"14","Asellus aquaticus",53.039824,6.815785,2002-04-12,2002
"15","Asellus aquaticus",53.04978,6.779348,2003-04-15,2003
"16","Asellus aquaticus",53.298679,7.073369,2003-05-01,2003
"17","Asellus aquaticus",51.856379,4.202022,2009-04-29,2009
"18","Asellus aquaticus",51.833518,4.274401,2010-04-26,2010
"19","Asellus aquaticus",51.914877,4.167469,2009-05-26,2009
"20","Asellus aquaticus",51.767755,4.739167,2003-08-18,2003
"21","Asellus aquaticus",51.806917,4.777348,2003-08-25,2003
"22","Asellus aquaticus",51.685397,4.2121,2009-09-16,2009
"23","Asellus aquaticus",51.727996,4.060431,2008-08-11,2008
"24","Asellus aquaticus",51.825899,4.028084,2010-09-27,2010
"25","Asellus aquaticus",51.822424,4.41274,2005-06-13,2005
"26","Asellus aquaticus",51.786213,4.457757,2010-06-22,2010
"27","Asellus aquaticus",51.750814,4.600006,2002-09-19,2002
"28","Asellus aquaticus",51.738118,4.577062,2008-09-29,2008
"29","Asellus aquaticus",51.82745,4.541641,2000-08-28,2000
"30","Asellus aquaticus",51.832185,4.213236,2010-06-16,2010
"31","Asellus aquaticus",51.851278,4.268476,2005-09-19,2005
"32","Asellus aquaticus",51.82832,4.628058,2008-06-24,2008
"33","Asellus aquaticus",51.866638,4.58866,2008-08-26,2008
"34","Asellus aquaticus",51.866767,4.581253,2000-07-06,2000
"35","Asellus aquaticus",51.818449,4.627949,2010-05-26,2010
"36","Asellus aquaticus",53.304468,6.449269,2005-05-30,2005
"37","Asellus aquaticus",53.152036,6.520872,2000-08-28,2000
"38","Asellus aquaticus",51.494941,6.088637,2001-06-20,2001
"39","Asellus aquaticus",51.718067,5.969669,2008-07-02,2008
"40","Asellus aquaticus",51.558685,5.895088,2004-07-05,2004
"41","Asellus aquaticus",51.447488,5.87529,2004-06-17,2004
"42","Asellus aquaticus",51.356933,6.085726,2005-07-08,2005
"43","Asellus aquaticus",51.240975,5.924928,2001-06-25,2001
"44","Asellus aquaticus",51.169857,5.769961,2009-04-20,2009
"45","Asellus aquaticus",52.482411,6.524911,2007-06-11,2007
"46","Asellus aquaticus",52.412682,6.524706,2010-04-15,2010
"47","Asellus aquaticus",52.318155,6.544754,2007-05-09,2007
"48","Asellus aquaticus",52.435878,6.709371,2007-05-14,2007
"49","Asellus aquaticus",52.326208,6.785941,2004-05-18,2004
"50","Asellus aquaticus",52.331245,6.729097,2003-09-22,2003
"51","Asellus aquaticus",52.213843,6.847853,2009-06-08,2009
"52","Asellus aquaticus",52.21605,6.723035,2010-10-11,2010
"53","Asellus aquaticus",52.427279,6.504849,2008-05-05,2008
"54","Asellus aquaticus",52.367958,6.972977,2004-05-04,2004
"55","Asellus aquaticus",52.394631,6.964013,2003-08-20,2003
"56","Asellus aquaticus",51.945634,6.614788,2009-05-25,2009
"57","Asellus aquaticus",52.008017,6.667974,2004-10-19,2004
"58","Asellus aquaticus",52.019823,6.195764,2010-06-01,2010
"59","Asellus aquaticus",51.941952,6.059251,2010-06-14,2010
"60","Asellus aquaticus",50.874089,5.690654,2000-07-03,2000
"61","Asellus aquaticus",52.879763,6.428823,2010-09-06,2010
"62","Asellus aquaticus",52.782079,6.284354,2009-05-15,2009
"63","Asellus aquaticus",52.667225,6.283783,2010-09-06,2010
"64","Asellus aquaticus",51.327396,5.394807,2009-09-15,2009
"65","Asellus aquaticus",51.564232,5.42597,2004-09-22,2004
"66","Asellus aquaticus",51.330556,5.651684,2008-05-15,2008
"67","Asellus aquaticus",51.647984,5.319758,2006-08-22,2006
"68","Asellus aquaticus",51.444605,5.17511,2009-05-12,2009
"69","Asellus aquaticus",51.429961,5.217942,2007-05-01,2007
"70","Asellus aquaticus",51.861266,4.747722,2007-09-03,2007
"71","Asellus aquaticus",51.762258,5.069717,2006-06-15,2006
"72","Asellus aquaticus",51.913187,5.233815,2004-05-11,2004
"73","Asellus aquaticus",51.832115,5.053383,2004-05-24,2004
"74","Asellus aquaticus",51.898794,5.302674,2008-05-21,2008
"75","Asellus aquaticus",51.962776,5.886444,2005-06-21,2005
"76","Asellus aquaticus",51.898363,5.772546,2005-06-30,2005
"77","Asellus aquaticus",51.803159,5.179878,2009-10-05,2009
"78","Asellus aquaticus",51.837232,5.959834,2010-04-27,2010
"79","Asellus aquaticus",51.848685,6.035653,2004-06-10,2004
"80","Asellus aquaticus",51.530959,3.814543,2008-03-28,2008
"81","Asellus aquaticus",51.703342,3.738088,2009-03-17,2009
"82","Asellus aquaticus",51.472657,3.57628,2010-04-12,2010
"83","Asellus aquaticus",51.444505,3.822866,2007-08-29,2007
"84","Asellus aquaticus",51.465563,3.807706,2010-08-24,2010
"85","Asellus aquaticus",51.569857,3.720969,2006-04-03,2006
"86","Asellus aquaticus",51.457045,3.804102,2007-04-20,2007
"87","Asellus aquaticus",51.242863,3.857814,2003-06-17,2003
"88","Asellus aquaticus",51.250862,3.864566,2005-05-20,2005
"89","Asellus aquaticus",51.268838,3.94895,2008-08-06,2008
"90","Asellus aquaticus",52.29282,5.995614,2009-04-22,2009
"91","Asellus aquaticus",52.37446,6.042155,2009-09-23,2009
"92","Asellus aquaticus",52.369382,6.017412,2009-09-23,2009
"93","Asellus aquaticus",52.378397,6.012253,2009-09-16,2009
"94","Asellus aquaticus",52.121677,6.153071,2005-04-14,2005
"95","Asellus aquaticus",52.330813,6.052206,2005-09-13,2005
"96","Asellus aquaticus",52.250706,5.433628,2009-05-18,2009
"97","Asellus aquaticus",52.069578,5.484194,2008-05-15,2008
"98","Asellus aquaticus",51.97306,5.748418,2009-09-29,2009
"99","Asellus aquaticus",52.14241,5.403421,2002-10-07,2002
"100","Asellus aquaticus",52.178706,5.324339,2002-05-21,2002
"101","Asellus aquaticus",52.248965,5.287266,2003-05-19,2003
"102","Asellus aquaticus",52.744959,6.651028,2009-10-13,2009
"103","Asellus aquaticus",52.695155,6.898574,2002-09-10,2002
"104","Asellus aquaticus",52.531456,6.429286,2003-10-17,2003
"105","Asellus aquaticus",52.531433,6.639896,2000-05-08,2000
"106","Asellus aquaticus",52.513373,6.613454,2000-10-02,2000
"107","Asellus aquaticus",52.721623,5.883512,2001-10-03,2001
"108","Asellus aquaticus",52.504246,5.498698,2007-06-04,2007
"109","Asellus aquaticus",52.527503,5.726969,2006-06-20,2006
"110","Asellus aquaticus",52.665986,5.810864,2000-10-03,2000
"111","Asellus aquaticus",52.403297,5.281878,2008-05-26,2008
"112","Asellus aquaticus",52.41447,5.588086,2007-06-11,2007
"113","Asellus aquaticus",52.335975,4.980379,2009-04-20,2009
"114","Asellus aquaticus",52.051097,5.244773,2010-06-29,2010
"115","Asellus aquaticus",52.0452,5.173074,2010-09-02,2010
"116","Asellus aquaticus",52.079514,5.234383,2010-08-31,2010
"117","Asellus aquaticus",52.067791,5.169904,2006-10-03,2006
"118","Asellus aquaticus",52.048701,4.895464,2007-07-17,2007
"119","Asellus aquaticus",52.146134,5.01333,2007-07-23,2007
"120","Asellus aquaticus",52.085586,4.837895,2006-08-30,2006
"121","Asellus aquaticus",52.089916,5.128196,2010-08-02,2010
"122","Asellus aquaticus",52.130939,4.951679,2007-06-25,2007
"123","Asellus aquaticus",52.088308,4.786063,2010-07-13,2010
"124","Asellus aquaticus",51.959504,4.181054,2008-05-08,2008
"125","Asellus aquaticus",52.082347,4.27608,2006-05-29,2006
"126","Asellus aquaticus",52.050984,4.325613,2010-07-22,2010
"127","Asellus aquaticus",51.991294,4.454529,2001-09-10,2001
"128","Asellus aquaticus",52.020177,4.447998,2009-07-13,2009
"129","Asellus aquaticus",52.045611,4.439767,2008-08-04,2008
"130","Asellus aquaticus",52.028612,4.337728,2004-07-29,2004
"131","Asellus aquaticus",52.081271,4.343204,2004-08-10,2004
"132","Asellus aquaticus",52.464453,4.765007,2001-04-23,2001
"133","Asellus aquaticus",52.739122,4.928997,2009-06-02,2009
"134","Asellus aquaticus",52.69506,4.891279,2002-04-22,2002
"135","Asellus aquaticus",52.865016,4.73536,2000-08-28,2000
"136","Asellus aquaticus",52.846056,4.778347,2002-08-21,2002
"137","Asellus aquaticus",52.764331,4.764726,2001-08-29,2001
"138","Asellus aquaticus",52.709277,4.764841,2002-08-26,2002
"139","Asellus aquaticus",52.727477,4.699759,2003-05-07,2003
"140","Asellus aquaticus",52.71152,4.765845,2002-08-28,2002
"141","Asellus aquaticus",52.630101,4.710763,2005-05-24,2005
"142","Asellus aquaticus",52.606929,4.759511,2000-06-07,2000
"143","Asellus aquaticus",52.582203,4.676191,2001-09-19,2001
"144","Asellus aquaticus",52.533242,4.713737,2008-04-24,2008
"145","Asellus aquaticus",52.589775,4.88693,2001-05-17,2001
"146","Asellus aquaticus",52.505689,5.069486,2000-08-28,2000
"147","Asellus aquaticus",52.515386,4.863819,2005-06-16,2005
"148","Asellus aquaticus",52.46988,5.027433,2004-06-14,2004
"149","Asellus aquaticus",52.442656,5.001386,2004-08-29,2004
"150","Asellus aquaticus",52.722257,5.139365,2006-09-18,2006
"151","Asellus aquaticus",52.281223,4.523867,2009-06-24,2009
"152","Asellus aquaticus",52.122815,4.452281,2004-07-08,2004
"153","Asellus aquaticus",52.199912,4.528354,2009-07-02,2009
"154","Asellus aquaticus",51.998705,4.617952,2010-08-02,2010
"155","Asellus aquaticus",52.018892,4.673433,2000-08-14,2000
"156","Asellus aquaticus",51.96625,4.509226,2010-07-05,2010
"157","Asellus aquaticus",52.298484,5.11395,2000-06-08,2000
"158","Asellus aquaticus",52.308433,5.102158,2004-09-20,2004
"159","Asellus aquaticus",52.640441,5.505396,2004-10-01,2004
"160","Asellus aquaticus",50.779504,5.699109,2000-08-23,2000
"161","Asellus aquaticus",51.46327,5.690531,2004-08-24,2004
"162","Asellus aquaticus",51.367722,5.77462,2007-06-11,2007
"163","Asellus aquaticus",51.685979,5.922243,2010-09-28,2010
"164","Asellus aquaticus",51.752222,5.364005,2002-05-28,2002
"165","Asellus aquaticus",51.717592,5.119492,2003-08-14,2003
"166","Asellus aquaticus",51.818608,5.556299,2003-08-13,2003
"167","Asellus aquaticus",51.590308,6.008549,2009-09-02,2009
"168","Asellus aquaticus",51.623926,4.627021,2007-04-23,2007
"169","Asellus aquaticus",51.669054,4.398869,2005-04-29,2005
"170","Asellus aquaticus",51.514232,4.848123,2007-04-11,2007
"171","Asellus aquaticus",51.547904,4.445191,2002-09-23,2002
"172","Asellus aquaticus",51.687935,4.920388,2003-05-02,2003
"173","Asellus aquaticus",51.675999,4.617472,2008-04-21,2008
"174","Asellus aquaticus",51.663683,4.46779,2001-09-30,2001
"175","Asellus aquaticus",53.235227,6.145146,2004-05-17,2004
"176","Asellus aquaticus",52.898258,6.145113,2006-04-26,2006
"177","Asellus aquaticus",53.130414,6.685561,2007-04-20,2007
"178","Asellus aquaticus",53.171133,7.029285,2007-04-18,2007
"179","Asellus aquaticus",52.315959,6.145713,2003-10-13,2003
"180","Asellus aquaticus",51.91079,4.120168,2009-04-24,2009
"181","Asellus aquaticus",52.267151,6.21315,2003-10-20,2003
"182","Asellus aquaticus",52.395488,6.334845,2007-09-27,2007
"183","Asellus aquaticus",51.928023,4.139588,2007-06-04,2007
"184","Asellus aquaticus",51.862719,4.235771,2010-05-18,2010
"185","Asellus aquaticus",52.956246,6.539079,2009-09-11,2009
"186","Asellus aquaticus",53.038796,6.815379,2005-04-14,2005
"187","Asellus aquaticus",52.915531,6.796621,2006-04-20,2006
"188","Asellus aquaticus",51.830836,4.324522,2007-07-16,2007
"189","Asellus aquaticus",53.114946,6.703022,2007-04-17,2007
"190","Asellus aquaticus",53.215455,6.809982,2003-04-23,2003
"191","Asellus aquaticus",51.768394,4.643858,2005-08-30,2005
"192","Asellus aquaticus",51.778751,4.683465,2010-07-12,2010
"193","Asellus aquaticus",51.875333,4.175236,2010-05-10,2010
"194","Asellus aquaticus",51.868631,4.215451,2001-09-17,2001
"195","Asellus aquaticus",51.844475,4.221536,2007-06-11,2007
"196","Asellus aquaticus",51.735099,4.169864,2006-05-15,2006
"197","Asellus aquaticus",51.821546,3.906117,2010-05-06,2010
"198","Asellus aquaticus",51.818173,4.339803,2006-08-14,2006
"199","Asellus aquaticus",51.914877,4.167469,2006-07-13,2006
"200","Asellus aquaticus",51.767755,4.739167,2005-05-10,2005
"201","Asellus aquaticus",51.761338,4.165405,2007-07-28,2007
"202","Asellus aquaticus",51.786213,4.457757,2002-09-23,2002
"203","Asellus aquaticus",51.771114,4.528773,2010-06-14,2010
"204","Asellus aquaticus",51.676862,4.302041,2010-08-03,2010
"205","Asellus aquaticus",51.783659,4.499404,2003-08-12,2003
"206","Asellus aquaticus",51.787671,4.542344,2003-08-12,2003
"207","Asellus aquaticus",51.763404,4.1731,2008-10-13,2008
"208","Asellus aquaticus",51.830812,3.944146,2001-06-25,2001
"209","Asellus aquaticus",51.803613,4.090788,2005-04-25,2005
"210","Asellus aquaticus",51.847609,4.555051,2010-07-19,2010
"211","Asellus aquaticus",51.75517,4.318003,2009-05-14,2009
"212","Asellus aquaticus",51.769609,4.330252,2008-09-10,2008
"213","Asellus aquaticus",51.887199,4.475543,2009-07-06,2009
"214","Asellus aquaticus",51.858298,4.358961,2009-06-30,2009
"215","Asellus aquaticus",51.846714,4.378892,2007-07-23,2007
"216","Asellus aquaticus",53.349022,6.377536,2002-09-10,2002
"217","Asellus aquaticus",53.328455,6.429447,2006-06-26,2006
"218","Asellus aquaticus",53.30291,6.411428,2005-09-19,2005
"219","Asellus aquaticus",51.776906,4.583785,2004-07-15,2004
"220","Asellus aquaticus",51.796377,4.606575,2009-06-22,2009
"221","Asellus aquaticus",53.03857,6.427856,2010-05-11,2010
"222","Asellus aquaticus",53.321069,6.800561,2006-06-13,2006
"223","Asellus aquaticus",51.850868,4.616328,2007-08-07,2007
"224","Asellus aquaticus",51.850818,4.537414,2010-06-01,2010
"225","Asellus aquaticus",51.438961,6.058966,2008-06-08,2008
"226","Asellus aquaticus",51.867327,4.38537,2003-09-04,2003
"227","Asellus aquaticus",51.389569,5.919438,2009-06-22,2009
"228","Asellus aquaticus",51.881935,4.59504,2008-08-26,2008
"229","Asellus aquaticus",51.881935,4.59504,2010-06-08,2010
"230","Asellus aquaticus",51.882836,4.594051,2001-09-17,2001
"231","Asellus aquaticus",51.335595,6.05314,2010-05-17,2010
"232","Asellus aquaticus",51.550624,5.966078,2007-07-02,2007
"233","Asellus aquaticus",51.257354,5.994026,2009-06-02,2009
"234","Asellus aquaticus",51.321342,5.667511,2000-05-22,2000
"235","Asellus aquaticus",51.859909,4.605213,2000-07-13,2000
"236","Asellus aquaticus",51.863283,4.547081,2010-07-12,2010
"237","Asellus aquaticus",51.278424,6.098788,2008-05-15,2008
"238","Asellus aquaticus",51.157492,5.87878,2001-06-11,2001
"239","Asellus aquaticus",53.304468,6.449269,2001-05-28,2001
"240","Asellus aquaticus",52.508739,6.434922,2007-06-05,2007
"241","Asellus aquaticus",52.314231,6.563454,2010-05-12,2010
"242","Asellus aquaticus",52.298324,6.60228,2007-04-25,2007
"243","Asellus aquaticus",52.423519,6.719749,2000-11-07,2000
"244","Asellus aquaticus",52.399408,6.746959,2000-10-10,2000
"245","Asellus aquaticus",52.340205,6.724482,2004-11-30,2004
"246","Asellus aquaticus",51.600562,6.041772,2008-06-17,2008
"247","Asellus aquaticus",52.311016,6.764637,2003-09-16,2003
"248","Asellus aquaticus",52.195328,6.602718,2007-04-02,2007
"249","Asellus aquaticus",51.282138,5.906492,2009-05-11,2009
"250","Asellus aquaticus",52.424197,6.958538,2000-10-10,2000
"251","Asellus aquaticus",51.213691,5.752007,2005-06-09,2005
"252","Asellus aquaticus",52.382197,6.951305,2006-05-08,2006
"253","Asellus aquaticus",52.465088,6.441569,2007-11-13,2007
"254","Asellus aquaticus",52.335063,7.01556,2009-04-22,2009
"255","Asellus aquaticus",51.941192,6.147067,2007-07-11,2007
"256","Asellus aquaticus",51.865906,6.109715,2009-06-18,2009
"257","Asellus aquaticus",52.156492,6.87807,2009-10-19,2009
"258","Asellus aquaticus",52.165197,6.795097,2006-04-03,2006
"259","Asellus aquaticus",50.943739,5.858562,2005-05-26,2005
"260","Asellus aquaticus",52.005568,6.253765,2005-05-31,2005
"261","Asellus aquaticus",52.858877,6.228469,2000-09-06,2000
"262","Asellus aquaticus",51.855159,6.10185,2009-06-12,2009
"263","Asellus aquaticus",52.716223,6.124207,2002-09-12,2002
"264","Asellus aquaticus",51.948562,6.443801,2007-06-07,2007
"265","Asellus aquaticus",51.963115,6.741866,2002-04-10,2002
"266","Asellus aquaticus",52.695822,5.99724,2008-05-20,2008
"267","Asellus aquaticus",52.656459,6.079163,2008-10-02,2008
"268","Asellus aquaticus",52.662127,6.030178,2004-05-06,2004
"269","Asellus aquaticus",50.758431,5.934439,2009-05-18,2009
"270","Asellus aquaticus",50.891178,5.725884,2003-06-02,2003
"271","Asellus aquaticus",52.855035,6.499945,2007-05-14,2007
"272","Asellus aquaticus",51.3966,5.38512,2007-05-08,2007
"273","Asellus aquaticus",51.637624,5.348187,2010-08-16,2010
"274","Asellus aquaticus",51.30294,5.486433,2010-04-27,2010
"275","Asellus aquaticus",52.713604,6.033744,2008-09-22,2008
"276","Asellus aquaticus",51.782202,4.984554,2007-06-28,2007
"277","Asellus aquaticus",52.75597,5.956009,2003-09-25,2003
"278","Asellus aquaticus",51.954745,4.982222,2010-06-28,2010
"279","Asellus aquaticus",51.909423,5.691577,2008-06-11,2008
"280","Asellus aquaticus",51.949956,5.527223,2010-06-02,2010
"281","Asellus aquaticus",51.929826,5.684431,2005-05-23,2005
"282","Asellus aquaticus",51.313938,5.491176,2009-09-08,2009
"283","Asellus aquaticus",51.561452,5.385675,2009-06-05,2009
"284","Asellus aquaticus",51.385276,5.286387,2009-06-25,2009
"285","Asellus aquaticus",51.553987,5.270023,2009-09-15,2009
"286","Asellus aquaticus",51.548296,5.117261,2000-05-24,2000
"287","Asellus aquaticus",51.556407,5.271848,2002-04-22,2002
"288","Asellus aquaticus",51.584347,5.296695,2010-07-27,2010
"289","Asellus aquaticus",51.88808,4.636942,2007-05-15,2007
"290","Asellus aquaticus",51.567913,3.567158,2001-05-04,2001
"291","Asellus aquaticus",51.452571,3.82833,2008-08-18,2008
"292","Asellus aquaticus",51.487047,3.977467,2007-09-21,2007
"293","Asellus aquaticus",51.95226,5.075197,2010-06-21,2010
"294","Asellus aquaticus",51.575842,3.556148,2005-09-29,2005
"295","Asellus aquaticus",51.870447,5.096005,2007-06-18,2007
"296","Asellus aquaticus",51.93643,5.71587,2009-06-29,2009
"297","Asellus aquaticus",51.933455,5.699127,2005-05-23,2005
"298","Asellus aquaticus",51.928791,5.39116,2008-05-19,2008
"299","Asellus aquaticus",51.765885,5.213817,2010-08-02,2010
"300","Asellus aquaticus",51.800866,5.164884,2006-08-07,2006
"301","Asellus aquaticus",51.763688,5.956105,2000-05-10,2000
"302","Asellus aquaticus",51.837028,6.005363,2000-09-11,2000
"303","Asellus aquaticus",52.238374,5.957288,2001-10-19,2001
"304","Asellus aquaticus",52.284125,5.989369,2002-03-28,2002
"305","Asellus aquaticus",52.434173,6.083478,2009-04-14,2009
"306","Asellus aquaticus",52.490539,5.871343,2005-09-16,2005
"307","Asellus aquaticus",51.503537,3.595953,2001-04-05,2001
"308","Asellus aquaticus",51.436687,3.872169,2002-08-19,2002
"309","Asellus aquaticus",51.542664,3.570952,2005-08-29,2005
"310","Asellus aquaticus",52.422776,5.799243,2010-05-10,2010
"311","Asellus aquaticus",52.163252,5.43836,2009-04-20,2009
"312","Asellus aquaticus",52.154399,5.455884,2007-05-07,2007
"313","Asellus aquaticus",52.117389,5.479187,2008-10-13,2008
"314","Asellus aquaticus",52.004637,5.605658,2001-05-14,2001
"315","Asellus aquaticus",52.133386,5.481411,2009-09-01,2009
"316","Asellus aquaticus",52.175378,5.547287,2009-04-20,2009
"317","Asellus aquaticus",52.341881,5.92604,2003-09-18,2003
"318","Asellus aquaticus",52.37446,6.042155,2006-09-06,2006
"319","Asellus aquaticus",52.754165,6.673454,2009-04-14,2009
"320","Asellus aquaticus",52.744959,6.651028,2008-06-05,2008
"321","Asellus aquaticus",52.761506,6.839373,2009-09-07,2009
"322","Asellus aquaticus",52.57858,6.668974,2008-09-15,2008
"323","Asellus aquaticus",52.693525,6.592742,2000-08-31,2000
"324","Asellus aquaticus",52.410951,5.777235,2010-09-02,2010
"325","Asellus aquaticus",52.535136,6.558933,2005-09-26,2005
"326","Asellus aquaticus",52.713879,7.031344,2004-05-25,2004
"327","Asellus aquaticus",52.006324,5.59751,2008-09-10,2008
"328","Asellus aquaticus",51.978133,5.759026,2009-09-28,2009
"329","Asellus aquaticus",51.97306,5.748418,2009-04-07,2009
"330","Asellus aquaticus",51.977648,5.826469,2000-04-19,2000
"331","Asellus aquaticus",52.741429,5.772205,2010-05-06,2010
"332","Asellus aquaticus",52.736446,5.767926,2009-06-09,2009
"333","Asellus aquaticus",52.079225,5.404274,2000-10-30,2000
"334","Asellus aquaticus",52.165555,5.380556,2000-05-29,2000
"335","Asellus aquaticus",52.525278,5.497278,2010-05-04,2010
"336","Asellus aquaticus",52.51926,5.471097,2010-05-31,2010
"337","Asellus aquaticus",52.700326,5.813341,2006-05-30,2006
"338","Asellus aquaticus",52.687057,5.866483,2009-05-18,2009
"339","Asellus aquaticus",52.221154,5.24862,2000-05-10,2000
"340","Asellus aquaticus",52.221154,5.24862,2000-09-06,2000
"341","Asellus aquaticus",52.685451,6.733768,2006-05-09,2006
"342","Asellus aquaticus",52.426586,5.499105,2003-09-01,2003
"343","Asellus aquaticus",52.582156,6.640438,2005-04-18,2005
"344","Asellus aquaticus",52.584708,6.526312,2000-06-20,2000
"345","Asellus aquaticus",52.604601,5.637991,2005-09-06,2005
"346","Asellus aquaticus",52.665986,5.810864,2006-05-22,2006
"347","Asellus aquaticus",52.683223,5.858811,2010-04-26,2010
"348","Asellus aquaticus",52.618245,5.840675,2001-09-12,2001
"349","Asellus aquaticus",52.636568,5.794036,2010-04-26,2010
"350","Asellus aquaticus",52.21065,4.950725,2009-04-21,2009
"351","Asellus aquaticus",52.4228,5.407553,2009-06-15,2009
"352","Asellus aquaticus",52.154471,4.865454,2009-04-14,2009
"353","Asellus aquaticus",52.421836,5.717734,2002-08-14,2002
"354","Asellus aquaticus",52.302249,5.109528,2010-05-18,2010
"355","Asellus aquaticus",52.290037,4.903556,2009-09-08,2009
"356","Asellus aquaticus",52.271884,4.904222,2008-06-16,2008
"357","Asellus aquaticus",52.204552,5.041776,2010-04-19,2010
"358","Asellus aquaticus",52.00546,5.320373,2005-08-23,2005
"359","Asellus aquaticus",52.001967,5.163291,2006-10-03,2006
"360","Asellus aquaticus",51.985689,4.911906,2007-07-12,2007
"361","Asellus aquaticus",52.002198,5.381381,2006-08-07,2006
"362","Asellus aquaticus",52.010702,4.298701,2003-08-06,2003
"363","Asellus aquaticus",51.930965,4.303004,2010-06-30,2010
"364","Asellus aquaticus",51.978975,4.409734,2001-08-21,2001
"365","Asellus aquaticus",51.976368,4.448289,2001-05-31,2001
"366","Asellus aquaticus",51.947246,4.394817,2005-08-01,2005
"367","Asellus aquaticus",52.007419,4.4069,2008-06-24,2008
"368","Asellus aquaticus",52.005087,4.378754,2000-08-03,2000
"369","Asellus aquaticus",52.011631,4.146409,2006-08-07,2006
"370","Asellus aquaticus",52.739122,4.928997,2007-05-14,2007
"371","Asellus aquaticus",52.764893,4.928224,2004-08-29,2004
"372","Asellus aquaticus",52.708756,4.775354,2005-05-19,2005
"373","Asellus aquaticus",52.681217,4.718154,2006-08-28,2006
"374","Asellus aquaticus",52.640188,4.67586,2009-06-17,2009
"375","Asellus aquaticus",52.641344,4.746433,2000-08-16,2000
"376","Asellus aquaticus",52.622635,4.856357,2009-06-28,2009
"377","Asellus aquaticus",52.510386,4.879684,2000-06-05,2000
"378","Asellus aquaticus",52.490385,5.056904,2003-06-10,2003
"379","Asellus aquaticus",52.663902,4.9559,2005-06-08,2005
"380","Asellus aquaticus",52.64855,4.935925,2003-09-03,2003
"381","Asellus aquaticus",52.679939,4.898798,2007-07-09,2007
"382","Asellus aquaticus",52.751714,4.986837,2000-05-18,2000
"383","Asellus aquaticus",52.740227,5.125108,2005-06-21,2005
"384","Asellus aquaticus",52.121689,4.404437,2004-06-14,2004
"385","Asellus aquaticus",52.183039,4.425604,2010-08-05,2010
"386","Asellus aquaticus",52.231712,4.699989,2010-08-18,2010
"387","Asellus aquaticus",52.082657,4.638875,2002-06-17,2002
"388","Asellus aquaticus",52.300159,4.635435,2001-05-14,2001
"389","Asellus aquaticus",51.927113,4.584605,2000-08-28,2000
"390","Asellus aquaticus",51.976606,4.476201,2005-08-11,2005
"391","Asellus aquaticus",52.00149,4.54423,2008-06-04,2008
"392","Asellus aquaticus",52.027492,4.659963,2008-06-09,2008
"393","Asellus aquaticus",51.990842,4.713598,2008-06-17,2008
"394","Asellus aquaticus",51.918145,4.594242,2009-07-15,2009
"395","Asellus aquaticus",51.748463,4.807389,2007-10-08,2007
"396","Asellus aquaticus",51.657476,5.404142,2007-08-13,2007
"397","Asellus aquaticus",51.41892,5.700572,2003-08-21,2003
"398","Asellus aquaticus",51.741918,5.35108,2005-06-09,2005
"399","Asellus aquaticus",51.73886,5.344742,2010-06-03,2010
"400","Asellus aquaticus",51.797108,5.512599,2003-05-20,2003
"401","Asellus aquaticus",51.724173,5.717639,2003-08-11,2003
"402","Asellus aquaticus",51.707175,5.090026,2001-05-30,2001
"403","Asellus aquaticus",51.687706,5.249822,2010-10-14,2010
"404","Asellus aquaticus",51.61775,5.580023,2006-08-21,2006
"405","Asellus aquaticus",51.552052,5.615126,2009-08-25,2009
"406","Asellus aquaticus",51.580786,5.995361,2007-06-14,2007
"407","Asellus aquaticus",51.599272,4.983652,2001-10-10,2001
"408","Asellus aquaticus",51.407097,4.870661,2010-10-05,2010
"409","Asellus aquaticus",51.48242,4.473757,2007-05-23,2007
"410","Asellus aquaticus",51.655029,4.511465,2001-09-30,2001
"411","Asellus aquaticus",53.066139,6.157291,2009-04-06,2009
"412","Asellus aquaticus",53.043095,5.654281,2008-06-09,2008
"413","Asellus aquaticus",52.637546,6.085956,2006-10-18,2006
"414","Asellus aquaticus",52.605816,6.131216,2002-04-04,2002
"415","Asellus aquaticus",52.667674,6.127237,2005-04-25,2005
"416","Asellus aquaticus",52.621946,6.193514,2006-09-25,2006
"417","Asellus aquaticus",52.538939,5.894397,2008-10-20,2008
"418","Asellus aquaticus",52.589628,5.934676,2001-09-18,2001
"419","Asellus aquaticus",52.500262,6.165371,2003-08-25,2003
"420","Asellus aquaticus",52.504131,6.136866,2010-05-27,2010
"421","Asellus aquaticus",52.280316,6.180862,2004-10-05,2004
"422","Asellus aquaticus",52.290826,6.20802,2004-05-12,2004
"423","Asellus aquaticus",52.279525,6.242688,2000-09-07,2000
