Date,Prefecture,HSAD
01/06/2015,Hokkaido,5
02/06/2015,Hokkaido,1
03/06/2015,Hokkaido,1
04/06/2015,Hokkaido,0
05/06/2015,Hokkaido,0
06/06/2015,Hokkaido,0
07/06/2015,Hokkaido,2
08/06/2015,Hokkaido,0
09/06/2015,Hokkaido,0
10/06/2015,Hokkaido,1
11/06/2015,Hokkaido,0
12/06/2015,Hokkaido,4
13/06/2015,Hokkaido,1
14/06/2015,Hokkaido,9
15/06/2015,Hokkaido,2
16/06/2015,Hokkaido,12
17/06/2015,Hokkaido,6
18/06/2015,Hokkaido,0
19/06/2015,Hokkaido,5
20/06/2015,Hokkaido,1
21/06/2015,Hokkaido,6
22/06/2015,Hokkaido,0
23/06/2015,Hokkaido,1
24/06/2015,Hokkaido,0
25/06/2015,Hokkaido,0
26/06/2015,Hokkaido,5
27/06/2015,Hokkaido,0
28/06/2015,Hokkaido,0
29/06/2015,Hokkaido,1
30/06/2015,Hokkaido,0
01/07/2015,Hokkaido,1
02/07/2015,Hokkaido,2
03/07/2015,Hokkaido,0
04/07/2015,Hokkaido,0
05/07/2015,Hokkaido,1
06/07/2015,Hokkaido,0
07/07/2015,Hokkaido,2
08/07/2015,Hokkaido,1
09/07/2015,Hokkaido,5
10/07/2015,Hokkaido,17
11/07/2015,Hokkaido,29
12/07/2015,Hokkaido,73
13/07/2015,Hokkaido,7
14/07/2015,Hokkaido,27
15/07/2015,Hokkaido,7
16/07/2015,Hokkaido,5
17/07/2015,Hokkaido,12
18/07/2015,Hokkaido,5
19/07/2015,Hokkaido,11
20/07/2015,Hokkaido,19
21/07/2015,Hokkaido,8
22/07/2015,Hokkaido,7
23/07/2015,Hokkaido,20
24/07/2015,Hokkaido,33
25/07/2015,Hokkaido,6
26/07/2015,Hokkaido,7
27/07/2015,Hokkaido,35
28/07/2015,Hokkaido,20
29/07/2015,Hokkaido,20
30/07/2015,Hokkaido,21
01/08/2015,Hokkaido,14
02/08/2015,Hokkaido,23
03/08/2015,Hokkaido,26
04/08/2015,Hokkaido,32
05/08/2015,Hokkaido,75
06/08/2015,Hokkaido,32
07/08/2015,Hokkaido,17
08/08/2015,Hokkaido,10
09/08/2015,Hokkaido,16
10/08/2015,Hokkaido,20
11/08/2015,Hokkaido,15
12/08/2015,Hokkaido,8
13/08/2015,Hokkaido,10
14/08/2015,Hokkaido,5
15/08/2015,Hokkaido,6
16/08/2015,Hokkaido,10
17/08/2015,Hokkaido,10
18/08/2015,Hokkaido,0
19/08/2015,Hokkaido,4
20/08/2015,Hokkaido,4
21/08/2015,Hokkaido,13
22/08/2015,Hokkaido,3
23/08/2015,Hokkaido,5
24/08/2015,Hokkaido,1
25/08/2015,Hokkaido,1
26/08/2015,Hokkaido,1
27/08/2015,Hokkaido,0
28/08/2015,Hokkaido,1
29/08/2015,Hokkaido,1
30/08/2015,Hokkaido,4
01/09/2015,Hokkaido,3
02/09/2015,Hokkaido,1
03/09/2015,Hokkaido,4
04/09/2015,Hokkaido,0
05/09/2015,Hokkaido,1
06/09/2015,Hokkaido,0
07/09/2015,Hokkaido,1
08/09/2015,Hokkaido,0
09/09/2015,Hokkaido,0
10/09/2015,Hokkaido,0
11/09/2015,Hokkaido,0
12/09/2015,Hokkaido,0
13/09/2015,Hokkaido,0
14/09/2015,Hokkaido,0
15/09/2015,Hokkaido,2
16/09/2015,Hokkaido,1
17/09/2015,Hokkaido,0
18/09/2015,Hokkaido,0
19/09/2015,Hokkaido,0
20/09/2015,Hokkaido,1
21/09/2015,Hokkaido,1
22/09/2015,Hokkaido,2
23/09/2015,Hokkaido,2
24/09/2015,Hokkaido,1
25/09/2015,Hokkaido,0
26/09/2015,Hokkaido,1
27/09/2015,Hokkaido,1
28/09/2015,Hokkaido,1
29/09/2015,Hokkaido,0
30/09/2015,Hokkaido,0
01/06/2016,Hokkaido,0
02/06/2016,Hokkaido,0
03/06/2016,Hokkaido,0
04/06/2016,Hokkaido,0
05/06/2016,Hokkaido,2
06/06/2016,Hokkaido,0
07/06/2016,Hokkaido,5
08/06/2016,Hokkaido,1
09/06/2016,Hokkaido,1
10/06/2016,Hokkaido,0
11/06/2016,Hokkaido,2
12/06/2016,Hokkaido,5
13/06/2016,Hokkaido,0
14/06/2016,Hokkaido,0
15/06/2016,Hokkaido,1
16/06/2016,Hokkaido,0
17/06/2016,Hokkaido,0
18/06/2016,Hokkaido,1
19/06/2016,Hokkaido,5
20/06/2016,Hokkaido,0
21/06/2016,Hokkaido,2
22/06/2016,Hokkaido,1
23/06/2016,Hokkaido,3
24/06/2016,Hokkaido,0
25/06/2016,Hokkaido,2
26/06/2016,Hokkaido,0
27/06/2016,Hokkaido,3
28/06/2016,Hokkaido,11
29/06/2016,Hokkaido,12
30/06/2016,Hokkaido,14
01/07/2016,Hokkaido,21
02/07/2016,Hokkaido,2
03/07/2016,Hokkaido,5
04/07/2016,Hokkaido,0
05/07/2016,Hokkaido,0
06/07/2016,Hokkaido,2
07/07/2016,Hokkaido,4
08/07/2016,Hokkaido,11
09/07/2016,Hokkaido,2
10/07/2016,Hokkaido,5
11/07/2016,Hokkaido,3
12/07/2016,Hokkaido,12
13/07/2016,Hokkaido,3
14/07/2016,Hokkaido,2
15/07/2016,Hokkaido,3
16/07/2016,Hokkaido,17
17/07/2016,Hokkaido,1
18/07/2016,Hokkaido,3
19/07/2016,Hokkaido,0
20/07/2016,Hokkaido,5
21/07/2016,Hokkaido,10
22/07/2016,Hokkaido,7
23/07/2016,Hokkaido,10
24/07/2016,Hokkaido,12
25/07/2016,Hokkaido,4
26/07/2016,Hokkaido,4
27/07/2016,Hokkaido,3
28/07/2016,Hokkaido,3
29/07/2016,Hokkaido,6
30/07/2016,Hokkaido,23
01/08/2016,Hokkaido,27
02/08/2016,Hokkaido,46
03/08/2016,Hokkaido,26
04/08/2016,Hokkaido,31
05/08/2016,Hokkaido,17
06/08/2016,Hokkaido,23
07/08/2016,Hokkaido,40
08/08/2016,Hokkaido,59
09/08/2016,Hokkaido,11
10/08/2016,Hokkaido,12
11/08/2016,Hokkaido,21
12/08/2016,Hokkaido,23
13/08/2016,Hokkaido,14
14/08/2016,Hokkaido,15
15/08/2016,Hokkaido,10
16/08/2016,Hokkaido,7
17/08/2016,Hokkaido,2
18/08/2016,Hokkaido,13
19/08/2016,Hokkaido,8
20/08/2016,Hokkaido,4
21/08/2016,Hokkaido,4
22/08/2016,Hokkaido,1
23/08/2016,Hokkaido,10
24/08/2016,Hokkaido,11
25/08/2016,Hokkaido,5
26/08/2016,Hokkaido,3
27/08/2016,Hokkaido,2
28/08/2016,Hokkaido,2
29/08/2016,Hokkaido,18
30/08/2016,Hokkaido,19
01/09/2016,Hokkaido,17
02/09/2016,Hokkaido,6
03/09/2016,Hokkaido,3
04/09/2016,Hokkaido,0
05/09/2016,Hokkaido,2
06/09/2016,Hokkaido,1
07/09/2016,Hokkaido,7
08/09/2016,Hokkaido,0
09/09/2016,Hokkaido,0
10/09/2016,Hokkaido,0
11/09/2016,Hokkaido,2
12/09/2016,Hokkaido,2
13/09/2016,Hokkaido,0
14/09/2016,Hokkaido,0
15/09/2016,Hokkaido,3
16/09/2016,Hokkaido,1
17/09/2016,Hokkaido,0
18/09/2016,Hokkaido,0
19/09/2016,Hokkaido,0
20/09/2016,Hokkaido,1
21/09/2016,Hokkaido,1
22/09/2016,Hokkaido,0
23/09/2016,Hokkaido,1
24/09/2016,Hokkaido,1
25/09/2016,Hokkaido,1
26/09/2016,Hokkaido,1
27/09/2016,Hokkaido,0
28/09/2016,Hokkaido,0
29/09/2016,Hokkaido,0
30/09/2016,Hokkaido,0
01/06/2017,Hokkaido,2
02/06/2017,Hokkaido,0
03/06/2017,Hokkaido,0
04/06/2017,Hokkaido,0
05/06/2017,Hokkaido,1
06/06/2017,Hokkaido,3
07/06/2017,Hokkaido,1
08/06/2017,Hokkaido,1
09/06/2017,Hokkaido,7
10/06/2017,Hokkaido,0
11/06/2017,Hokkaido,2
12/06/2017,Hokkaido,3
13/06/2017,Hokkaido,1
14/06/2017,Hokkaido,4
15/06/2017,Hokkaido,0
16/06/2017,Hokkaido,0
17/06/2017,Hokkaido,6
18/06/2017,Hokkaido,10
19/06/2017,Hokkaido,4
20/06/2017,Hokkaido,1
21/06/2017,Hokkaido,1
22/06/2017,Hokkaido,0
23/06/2017,Hokkaido,2
24/06/2017,Hokkaido,0
25/06/2017,Hokkaido,1
26/06/2017,Hokkaido,0
27/06/2017,Hokkaido,1
28/06/2017,Hokkaido,5
29/06/2017,Hokkaido,5
30/06/2017,Hokkaido,13
01/07/2017,Hokkaido,20
02/07/2017,Hokkaido,17
03/07/2017,Hokkaido,2
04/07/2017,Hokkaido,0
05/07/2017,Hokkaido,10
06/07/2017,Hokkaido,16
07/07/2017,Hokkaido,70
08/07/2017,Hokkaido,66
09/07/2017,Hokkaido,88
10/07/2017,Hokkaido,69
11/07/2017,Hokkaido,31
12/07/2017,Hokkaido,36
13/07/2017,Hokkaido,87
14/07/2017,Hokkaido,92
15/07/2017,Hokkaido,98
16/07/2017,Hokkaido,40
17/07/2017,Hokkaido,19
18/07/2017,Hokkaido,4
19/07/2017,Hokkaido,5
20/07/2017,Hokkaido,7
21/07/2017,Hokkaido,22
22/07/2017,Hokkaido,15
23/07/2017,Hokkaido,25
24/07/2017,Hokkaido,9
25/07/2017,Hokkaido,9
26/07/2017,Hokkaido,12
27/07/2017,Hokkaido,2
28/07/2017,Hokkaido,0
29/07/2017,Hokkaido,8
30/07/2017,Hokkaido,19
01/08/2017,Hokkaido,1
02/08/2017,Hokkaido,9
03/08/2017,Hokkaido,4
04/08/2017,Hokkaido,3
05/08/2017,Hokkaido,3
06/08/2017,Hokkaido,13
07/08/2017,Hokkaido,9
08/08/2017,Hokkaido,8
09/08/2017,Hokkaido,1
10/08/2017,Hokkaido,2
11/08/2017,Hokkaido,2
12/08/2017,Hokkaido,0
13/08/2017,Hokkaido,0
14/08/2017,Hokkaido,4
15/08/2017,Hokkaido,0
16/08/2017,Hokkaido,4
17/08/2017,Hokkaido,1
18/08/2017,Hokkaido,1
19/08/2017,Hokkaido,3
20/08/2017,Hokkaido,9
21/08/2017,Hokkaido,10
22/08/2017,Hokkaido,2
23/08/2017,Hokkaido,9
24/08/2017,Hokkaido,2
25/08/2017,Hokkaido,2
26/08/2017,Hokkaido,2
27/08/2017,Hokkaido,2
28/08/2017,Hokkaido,0
29/08/2017,Hokkaido,0
30/08/2017,Hokkaido,1
01/09/2017,Hokkaido,1
02/09/2017,Hokkaido,1
03/09/2017,Hokkaido,2
04/09/2017,Hokkaido,1
05/09/2017,Hokkaido,2
06/09/2017,Hokkaido,2
07/09/2017,Hokkaido,3
08/09/2017,Hokkaido,0
09/09/2017,Hokkaido,3
10/09/2017,Hokkaido,3
11/09/2017,Hokkaido,1
12/09/2017,Hokkaido,0
13/09/2017,Hokkaido,0
14/09/2017,Hokkaido,0
15/09/2017,Hokkaido,0
16/09/2017,Hokkaido,1
17/09/2017,Hokkaido,0
18/09/2017,Hokkaido,0
19/09/2017,Hokkaido,0
20/09/2017,Hokkaido,0
21/09/2017,Hokkaido,1
22/09/2017,Hokkaido,2
23/09/2017,Hokkaido,1
24/09/2017,Hokkaido,2
25/09/2017,Hokkaido,0
26/09/2017,Hokkaido,0
27/09/2017,Hokkaido,0
28/09/2017,Hokkaido,0
29/09/2017,Hokkaido,0
30/09/2017,Hokkaido,0
01/06/2018,Hokkaido,1
02/06/2018,Hokkaido,2
03/06/2018,Hokkaido,5
04/06/2018,Hokkaido,27
05/06/2018,Hokkaido,7
06/06/2018,Hokkaido,13
07/06/2018,Hokkaido,5
08/06/2018,Hokkaido,0
09/06/2018,Hokkaido,0
10/06/2018,Hokkaido,1
11/06/2018,Hokkaido,0
12/06/2018,Hokkaido,1
13/06/2018,Hokkaido,0
14/06/2018,Hokkaido,0
15/06/2018,Hokkaido,0
16/06/2018,Hokkaido,1
17/06/2018,Hokkaido,0
18/06/2018,Hokkaido,0
19/06/2018,Hokkaido,6
20/06/2018,Hokkaido,2
21/06/2018,Hokkaido,0
22/06/2018,Hokkaido,3
23/06/2018,Hokkaido,2
24/06/2018,Hokkaido,3
25/06/2018,Hokkaido,2
26/06/2018,Hokkaido,0
27/06/2018,Hokkaido,0
28/06/2018,Hokkaido,6
29/06/2018,Hokkaido,1
30/06/2018,Hokkaido,17
01/07/2018,Hokkaido,4
02/07/2018,Hokkaido,7
03/07/2018,Hokkaido,4
04/07/2018,Hokkaido,4
05/07/2018,Hokkaido,0
06/07/2018,Hokkaido,0
07/07/2018,Hokkaido,0
08/07/2018,Hokkaido,4
09/07/2018,Hokkaido,0
10/07/2018,Hokkaido,3
11/07/2018,Hokkaido,4
12/07/2018,Hokkaido,6
13/07/2018,Hokkaido,4
14/07/2018,Hokkaido,19
15/07/2018,Hokkaido,3
16/07/2018,Hokkaido,13
17/07/2018,Hokkaido,7
18/07/2018,Hokkaido,8
19/07/2018,Hokkaido,32
20/07/2018,Hokkaido,58
21/07/2018,Hokkaido,51
22/07/2018,Hokkaido,23
23/07/2018,Hokkaido,10
24/07/2018,Hokkaido,26
25/07/2018,Hokkaido,37
26/07/2018,Hokkaido,53
27/07/2018,Hokkaido,53
28/07/2018,Hokkaido,45
29/07/2018,Hokkaido,116
30/07/2018,Hokkaido,103
01/08/2018,Hokkaido,83
02/08/2018,Hokkaido,49
03/08/2018,Hokkaido,28
04/08/2018,Hokkaido,13
05/08/2018,Hokkaido,11
06/08/2018,Hokkaido,11
07/08/2018,Hokkaido,8
08/08/2018,Hokkaido,10
09/08/2018,Hokkaido,3
10/08/2018,Hokkaido,8
11/08/2018,Hokkaido,2
12/08/2018,Hokkaido,11
13/08/2018,Hokkaido,13
14/08/2018,Hokkaido,1
15/08/2018,Hokkaido,0
16/08/2018,Hokkaido,2
17/08/2018,Hokkaido,0
18/08/2018,Hokkaido,0
19/08/2018,Hokkaido,1
20/08/2018,Hokkaido,21
21/08/2018,Hokkaido,2
22/08/2018,Hokkaido,12
23/08/2018,Hokkaido,10
24/08/2018,Hokkaido,8
25/08/2018,Hokkaido,0
26/08/2018,Hokkaido,3
27/08/2018,Hokkaido,3
28/08/2018,Hokkaido,2
29/08/2018,Hokkaido,1
30/08/2018,Hokkaido,0
01/09/2018,Hokkaido,1
02/09/2018,Hokkaido,6
03/09/2018,Hokkaido,0
04/09/2018,Hokkaido,6
05/09/2018,Hokkaido,3
06/09/2018,Hokkaido,12
07/09/2018,Hokkaido,1
08/09/2018,Hokkaido,1
09/09/2018,Hokkaido,0
10/09/2018,Hokkaido,0
11/09/2018,Hokkaido,0
12/09/2018,Hokkaido,0
13/09/2018,Hokkaido,0
14/09/2018,Hokkaido,3
15/09/2018,Hokkaido,8
16/09/2018,Hokkaido,2
17/09/2018,Hokkaido,1
18/09/2018,Hokkaido,1
19/09/2018,Hokkaido,0
20/09/2018,Hokkaido,0
21/09/2018,Hokkaido,4
22/09/2018,Hokkaido,0
23/09/2018,Hokkaido,0
24/09/2018,Hokkaido,1
25/09/2018,Hokkaido,0
26/09/2018,Hokkaido,0
27/09/2018,Hokkaido,0
28/09/2018,Hokkaido,0
29/09/2018,Hokkaido,0
30/09/2018,Hokkaido,0
01/06/2019,Hokkaido,1
02/06/2019,Hokkaido,8
03/06/2019,Hokkaido,9
04/06/2019,Hokkaido,1
05/06/2019,Hokkaido,0
06/06/2019,Hokkaido,3
07/06/2019,Hokkaido,0
08/06/2019,Hokkaido,5
09/06/2019,Hokkaido,1
10/06/2019,Hokkaido,4
11/06/2019,Hokkaido,2
12/06/2019,Hokkaido,2
13/06/2019,Hokkaido,0
14/06/2019,Hokkaido,3
15/06/2019,Hokkaido,3
16/06/2019,Hokkaido,0
17/06/2019,Hokkaido,0
18/06/2019,Hokkaido,2
19/06/2019,Hokkaido,0
20/06/2019,Hokkaido,3
21/06/2019,Hokkaido,1
22/06/2019,Hokkaido,0
23/06/2019,Hokkaido,2
24/06/2019,Hokkaido,4
25/06/2019,Hokkaido,6
26/06/2019,Hokkaido,9
27/06/2019,Hokkaido,6
28/06/2019,Hokkaido,0
29/06/2019,Hokkaido,1
30/06/2019,Hokkaido,3
01/07/2019,Hokkaido,0
02/07/2019,Hokkaido,1
03/07/2019,Hokkaido,1
04/07/2019,Hokkaido,0
05/07/2019,Hokkaido,1
06/07/2019,Hokkaido,6
07/07/2019,Hokkaido,4
08/07/2019,Hokkaido,4
09/07/2019,Hokkaido,4
10/07/2019,Hokkaido,4
11/07/2019,Hokkaido,1
12/07/2019,Hokkaido,0
13/07/2019,Hokkaido,2
14/07/2019,Hokkaido,8
15/07/2019,Hokkaido,1
16/07/2019,Hokkaido,4
17/07/2019,Hokkaido,5
18/07/2019,Hokkaido,3
19/07/2019,Hokkaido,3
20/07/2019,Hokkaido,10
21/07/2019,Hokkaido,12
22/07/2019,Hokkaido,4
23/07/2019,Hokkaido,2
24/07/2019,Hokkaido,5
25/07/2019,Hokkaido,18
26/07/2019,Hokkaido,1
27/07/2019,Hokkaido,10
28/07/2019,Hokkaido,74
29/07/2019,Hokkaido,42
30/07/2019,Hokkaido,124
01/08/2019,Hokkaido,124
02/08/2019,Hokkaido,139
03/08/2019,Hokkaido,130
04/08/2019,Hokkaido,53
05/08/2019,Hokkaido,58
06/08/2019,Hokkaido,70
07/08/2019,Hokkaido,33
08/08/2019,Hokkaido,10
09/08/2019,Hokkaido,8
10/08/2019,Hokkaido,1
11/08/2019,Hokkaido,6
12/08/2019,Hokkaido,4
13/08/2019,Hokkaido,13
14/08/2019,Hokkaido,5
15/08/2019,Hokkaido,5
16/08/2019,Hokkaido,8
17/08/2019,Hokkaido,28
18/08/2019,Hokkaido,15
19/08/2019,Hokkaido,1
20/08/2019,Hokkaido,1
21/08/2019,Hokkaido,2
22/08/2019,Hokkaido,1
23/08/2019,Hokkaido,1
24/08/2019,Hokkaido,1
25/08/2019,Hokkaido,1
26/08/2019,Hokkaido,3
27/08/2019,Hokkaido,4
28/08/2019,Hokkaido,0
29/08/2019,Hokkaido,1
30/08/2019,Hokkaido,4
01/09/2019,Hokkaido,7
02/09/2019,Hokkaido,3
03/09/2019,Hokkaido,5
04/09/2019,Hokkaido,4
05/09/2019,Hokkaido,1
06/09/2019,Hokkaido,5
07/09/2019,Hokkaido,8
08/09/2019,Hokkaido,41
09/09/2019,Hokkaido,39
10/09/2019,Hokkaido,17
11/09/2019,Hokkaido,0
12/09/2019,Hokkaido,1
13/09/2019,Hokkaido,1
14/09/2019,Hokkaido,1
15/09/2019,Hokkaido,3
16/09/2019,Hokkaido,0
17/09/2019,Hokkaido,2
18/09/2019,Hokkaido,0
19/09/2019,Hokkaido,0
20/09/2019,Hokkaido,1
21/09/2019,Hokkaido,0
22/09/2019,Hokkaido,0
23/09/2019,Hokkaido,0
24/09/2019,Hokkaido,0
25/09/2019,Hokkaido,0
26/09/2019,Hokkaido,1
27/09/2019,Hokkaido,0
28/09/2019,Hokkaido,0
29/09/2019,Hokkaido,1
30/09/2019,Hokkaido,1
01/06/2015,Aomori,4
02/06/2015,Aomori,2
03/06/2015,Aomori,0
04/06/2015,Aomori,0
05/06/2015,Aomori,0
06/06/2015,Aomori,1
07/06/2015,Aomori,3
08/06/2015,Aomori,0
09/06/2015,Aomori,0
10/06/2015,Aomori,0
11/06/2015,Aomori,1
12/06/2015,Aomori,0
13/06/2015,Aomori,1
14/06/2015,Aomori,0
15/06/2015,Aomori,1
16/06/2015,Aomori,1
17/06/2015,Aomori,0
18/06/2015,Aomori,1
19/06/2015,Aomori,0
20/06/2015,Aomori,1
21/06/2015,Aomori,4
22/06/2015,Aomori,0
23/06/2015,Aomori,0
24/06/2015,Aomori,0
25/06/2015,Aomori,0
26/06/2015,Aomori,1
27/06/2015,Aomori,0
28/06/2015,Aomori,0
29/06/2015,Aomori,1
30/06/2015,Aomori,1
01/07/2015,Aomori,0
02/07/2015,Aomori,0
03/07/2015,Aomori,1
04/07/2015,Aomori,1
05/07/2015,Aomori,3
06/07/2015,Aomori,1
07/07/2015,Aomori,2
08/07/2015,Aomori,1
09/07/2015,Aomori,2
10/07/2015,Aomori,2
11/07/2015,Aomori,6
12/07/2015,Aomori,10
13/07/2015,Aomori,11
14/07/2015,Aomori,10
15/07/2015,Aomori,6
16/07/2015,Aomori,1
17/07/2015,Aomori,0
18/07/2015,Aomori,2
19/07/2015,Aomori,1
20/07/2015,Aomori,0
21/07/2015,Aomori,10
22/07/2015,Aomori,23
23/07/2015,Aomori,6
24/07/2015,Aomori,7
25/07/2015,Aomori,3
26/07/2015,Aomori,5
27/07/2015,Aomori,7
28/07/2015,Aomori,3
29/07/2015,Aomori,10
30/07/2015,Aomori,12
01/08/2015,Aomori,15
02/08/2015,Aomori,5
03/08/2015,Aomori,9
04/08/2015,Aomori,9
05/08/2015,Aomori,23
06/08/2015,Aomori,22
07/08/2015,Aomori,8
08/08/2015,Aomori,3
09/08/2015,Aomori,6
10/08/2015,Aomori,8
11/08/2015,Aomori,5
12/08/2015,Aomori,7
13/08/2015,Aomori,3
14/08/2015,Aomori,0
15/08/2015,Aomori,2
16/08/2015,Aomori,3
17/08/2015,Aomori,2
18/08/2015,Aomori,1
19/08/2015,Aomori,3
20/08/2015,Aomori,1
21/08/2015,Aomori,2
22/08/2015,Aomori,1
23/08/2015,Aomori,0
24/08/2015,Aomori,0
25/08/2015,Aomori,1
26/08/2015,Aomori,0
27/08/2015,Aomori,0
28/08/2015,Aomori,0
29/08/2015,Aomori,0
30/08/2015,Aomori,1
01/09/2015,Aomori,1
02/09/2015,Aomori,0
03/09/2015,Aomori,0
04/09/2015,Aomori,0
05/09/2015,Aomori,0
06/09/2015,Aomori,0
07/09/2015,Aomori,0
08/09/2015,Aomori,0
09/09/2015,Aomori,0
10/09/2015,Aomori,0
11/09/2015,Aomori,0
12/09/2015,Aomori,0
13/09/2015,Aomori,0
14/09/2015,Aomori,0
15/09/2015,Aomori,1
16/09/2015,Aomori,0
17/09/2015,Aomori,0
18/09/2015,Aomori,0
19/09/2015,Aomori,0
20/09/2015,Aomori,0
21/09/2015,Aomori,0
22/09/2015,Aomori,0
23/09/2015,Aomori,0
24/09/2015,Aomori,0
25/09/2015,Aomori,0
26/09/2015,Aomori,0
27/09/2015,Aomori,1
28/09/2015,Aomori,0
29/09/2015,Aomori,0
30/09/2015,Aomori,0
01/06/2016,Aomori,1
02/06/2016,Aomori,0
03/06/2016,Aomori,0
04/06/2016,Aomori,0
05/06/2016,Aomori,0
06/06/2016,Aomori,0
07/06/2016,Aomori,2
08/06/2016,Aomori,1
09/06/2016,Aomori,0
10/06/2016,Aomori,2
11/06/2016,Aomori,0
12/06/2016,Aomori,1
13/06/2016,Aomori,1
14/06/2016,Aomori,0
15/06/2016,Aomori,0
16/06/2016,Aomori,0
17/06/2016,Aomori,0
18/06/2016,Aomori,2
19/06/2016,Aomori,0
20/06/2016,Aomori,1
21/06/2016,Aomori,0
22/06/2016,Aomori,0
23/06/2016,Aomori,0
24/06/2016,Aomori,0
25/06/2016,Aomori,1
26/06/2016,Aomori,0
27/06/2016,Aomori,0
28/06/2016,Aomori,1
29/06/2016,Aomori,0
30/06/2016,Aomori,2
01/07/2016,Aomori,3
02/07/2016,Aomori,1
03/07/2016,Aomori,3
04/07/2016,Aomori,2
05/07/2016,Aomori,0
06/07/2016,Aomori,0
07/07/2016,Aomori,0
08/07/2016,Aomori,1
09/07/2016,Aomori,1
10/07/2016,Aomori,2
11/07/2016,Aomori,2
12/07/2016,Aomori,2
13/07/2016,Aomori,7
14/07/2016,Aomori,0
15/07/2016,Aomori,0
16/07/2016,Aomori,5
17/07/2016,Aomori,1
18/07/2016,Aomori,2
19/07/2016,Aomori,1
20/07/2016,Aomori,0
21/07/2016,Aomori,2
22/07/2016,Aomori,2
23/07/2016,Aomori,1
24/07/2016,Aomori,2
25/07/2016,Aomori,1
26/07/2016,Aomori,4
27/07/2016,Aomori,2
28/07/2016,Aomori,5
29/07/2016,Aomori,33
30/07/2016,Aomori,20
01/08/2016,Aomori,13
02/08/2016,Aomori,9
03/08/2016,Aomori,5
04/08/2016,Aomori,5
05/08/2016,Aomori,12
06/08/2016,Aomori,16
07/08/2016,Aomori,39
08/08/2016,Aomori,21
09/08/2016,Aomori,6
10/08/2016,Aomori,3
11/08/2016,Aomori,5
12/08/2016,Aomori,8
13/08/2016,Aomori,4
14/08/2016,Aomori,5
15/08/2016,Aomori,2
16/08/2016,Aomori,6
17/08/2016,Aomori,0
18/08/2016,Aomori,11
19/08/2016,Aomori,4
20/08/2016,Aomori,16
21/08/2016,Aomori,4
22/08/2016,Aomori,5
23/08/2016,Aomori,3
24/08/2016,Aomori,4
25/08/2016,Aomori,8
26/08/2016,Aomori,1
27/08/2016,Aomori,1
28/08/2016,Aomori,0
29/08/2016,Aomori,1
30/08/2016,Aomori,0
01/09/2016,Aomori,3
02/09/2016,Aomori,1
03/09/2016,Aomori,2
04/09/2016,Aomori,3
05/09/2016,Aomori,0
06/09/2016,Aomori,1
07/09/2016,Aomori,1
08/09/2016,Aomori,0
09/09/2016,Aomori,0
10/09/2016,Aomori,0
11/09/2016,Aomori,0
12/09/2016,Aomori,0
13/09/2016,Aomori,0
14/09/2016,Aomori,0
15/09/2016,Aomori,1
16/09/2016,Aomori,0
17/09/2016,Aomori,0
18/09/2016,Aomori,0
19/09/2016,Aomori,0
20/09/2016,Aomori,1
21/09/2016,Aomori,0
22/09/2016,Aomori,0
23/09/2016,Aomori,0
24/09/2016,Aomori,0
25/09/2016,Aomori,1
26/09/2016,Aomori,0
27/09/2016,Aomori,0
28/09/2016,Aomori,0
29/09/2016,Aomori,0
30/09/2016,Aomori,0
01/06/2017,Aomori,0
02/06/2017,Aomori,0
03/06/2017,Aomori,0
04/06/2017,Aomori,0
05/06/2017,Aomori,0
06/06/2017,Aomori,0
07/06/2017,Aomori,2
08/06/2017,Aomori,2
09/06/2017,Aomori,0
10/06/2017,Aomori,0
11/06/2017,Aomori,0
12/06/2017,Aomori,0
13/06/2017,Aomori,0
14/06/2017,Aomori,2
15/06/2017,Aomori,0
16/06/2017,Aomori,0
17/06/2017,Aomori,1
18/06/2017,Aomori,0
19/06/2017,Aomori,1
20/06/2017,Aomori,0
21/06/2017,Aomori,0
22/06/2017,Aomori,0
23/06/2017,Aomori,2
24/06/2017,Aomori,6
25/06/2017,Aomori,5
26/06/2017,Aomori,0
27/06/2017,Aomori,0
28/06/2017,Aomori,0
29/06/2017,Aomori,0
30/06/2017,Aomori,4
01/07/2017,Aomori,5
02/07/2017,Aomori,13
03/07/2017,Aomori,3
04/07/2017,Aomori,1
05/07/2017,Aomori,2
06/07/2017,Aomori,4
07/07/2017,Aomori,6
08/07/2017,Aomori,9
09/07/2017,Aomori,23
10/07/2017,Aomori,9
11/07/2017,Aomori,25
12/07/2017,Aomori,15
13/07/2017,Aomori,13
14/07/2017,Aomori,24
15/07/2017,Aomori,28
16/07/2017,Aomori,6
17/07/2017,Aomori,7
18/07/2017,Aomori,6
19/07/2017,Aomori,0
20/07/2017,Aomori,11
21/07/2017,Aomori,38
22/07/2017,Aomori,6
23/07/2017,Aomori,0
24/07/2017,Aomori,10
25/07/2017,Aomori,1
26/07/2017,Aomori,6
27/07/2017,Aomori,0
28/07/2017,Aomori,0
29/07/2017,Aomori,4
30/07/2017,Aomori,2
01/08/2017,Aomori,2
02/08/2017,Aomori,3
03/08/2017,Aomori,2
04/08/2017,Aomori,2
05/08/2017,Aomori,6
06/08/2017,Aomori,2
07/08/2017,Aomori,3
08/08/2017,Aomori,0
09/08/2017,Aomori,0
10/08/2017,Aomori,0
11/08/2017,Aomori,0
12/08/2017,Aomori,0
13/08/2017,Aomori,0
