Date,Prefecture,HSAD
10/07/2015,Yamanashi,7
11/07/2015,Yamanashi,8
12/07/2015,Yamanashi,15
13/07/2015,Yamanashi,20
14/07/2015,Yamanashi,6
15/07/2015,Yamanashi,8
16/07/2015,Yamanashi,0
17/07/2015,Yamanashi,0
18/07/2015,Yamanashi,2
19/07/2015,Yamanashi,12
20/07/2015,Yamanashi,16
21/07/2015,Yamanashi,14
22/07/2015,Yamanashi,5
23/07/2015,Yamanashi,2
24/07/2015,Yamanashi,12
25/07/2015,Yamanashi,17
26/07/2015,Yamanashi,21
27/07/2015,Yamanashi,18
28/07/2015,Yamanashi,13
29/07/2015,Yamanashi,8
30/07/2015,Yamanashi,7
01/08/2015,Yamanashi,11
02/08/2015,Yamanashi,5
03/08/2015,Yamanashi,8
04/08/2015,Yamanashi,13
05/08/2015,Yamanashi,9
06/08/2015,Yamanashi,13
07/08/2015,Yamanashi,13
08/08/2015,Yamanashi,11
09/08/2015,Yamanashi,5
10/08/2015,Yamanashi,8
11/08/2015,Yamanashi,9
12/08/2015,Yamanashi,10
13/08/2015,Yamanashi,2
14/08/2015,Yamanashi,4
15/08/2015,Yamanashi,4
16/08/2015,Yamanashi,3
17/08/2015,Yamanashi,1
18/08/2015,Yamanashi,2
19/08/2015,Yamanashi,4
20/08/2015,Yamanashi,0
21/08/2015,Yamanashi,0
22/08/2015,Yamanashi,7
23/08/2015,Yamanashi,3
24/08/2015,Yamanashi,2
25/08/2015,Yamanashi,0
26/08/2015,Yamanashi,0
27/08/2015,Yamanashi,1
28/08/2015,Yamanashi,2
29/08/2015,Yamanashi,1
30/08/2015,Yamanashi,0
01/09/2015,Yamanashi,0
02/09/2015,Yamanashi,3
03/09/2015,Yamanashi,0
04/09/2015,Yamanashi,1
05/09/2015,Yamanashi,3
06/09/2015,Yamanashi,0
07/09/2015,Yamanashi,1
08/09/2015,Yamanashi,0
09/09/2015,Yamanashi,0
10/09/2015,Yamanashi,0
11/09/2015,Yamanashi,2
12/09/2015,Yamanashi,3
13/09/2015,Yamanashi,0
14/09/2015,Yamanashi,0
15/09/2015,Yamanashi,0
16/09/2015,Yamanashi,0
17/09/2015,Yamanashi,0
18/09/2015,Yamanashi,0
19/09/2015,Yamanashi,0
20/09/2015,Yamanashi,1
21/09/2015,Yamanashi,0
22/09/2015,Yamanashi,1
23/09/2015,Yamanashi,0
24/09/2015,Yamanashi,0
25/09/2015,Yamanashi,0
26/09/2015,Yamanashi,0
27/09/2015,Yamanashi,1
28/09/2015,Yamanashi,0
29/09/2015,Yamanashi,1
30/09/2015,Yamanashi,0
01/06/2016,Yamanashi,0
02/06/2016,Yamanashi,0
03/06/2016,Yamanashi,0
04/06/2016,Yamanashi,0
05/06/2016,Yamanashi,1
06/06/2016,Yamanashi,0
07/06/2016,Yamanashi,1
08/06/2016,Yamanashi,0
09/06/2016,Yamanashi,0
10/06/2016,Yamanashi,1
11/06/2016,Yamanashi,0
12/06/2016,Yamanashi,0
13/06/2016,Yamanashi,0
14/06/2016,Yamanashi,0
15/06/2016,Yamanashi,1
16/06/2016,Yamanashi,1
17/06/2016,Yamanashi,1
18/06/2016,Yamanashi,2
19/06/2016,Yamanashi,0
20/06/2016,Yamanashi,1
21/06/2016,Yamanashi,1
22/06/2016,Yamanashi,0
23/06/2016,Yamanashi,0
24/06/2016,Yamanashi,0
25/06/2016,Yamanashi,2
26/06/2016,Yamanashi,3
27/06/2016,Yamanashi,0
28/06/2016,Yamanashi,0
29/06/2016,Yamanashi,0
30/06/2016,Yamanashi,1
01/07/2016,Yamanashi,4
02/07/2016,Yamanashi,2
03/07/2016,Yamanashi,7
04/07/2016,Yamanashi,15
05/07/2016,Yamanashi,1
06/07/2016,Yamanashi,9
07/07/2016,Yamanashi,7
08/07/2016,Yamanashi,0
09/07/2016,Yamanashi,2
10/07/2016,Yamanashi,4
11/07/2016,Yamanashi,10
12/07/2016,Yamanashi,7
13/07/2016,Yamanashi,0
14/07/2016,Yamanashi,2
15/07/2016,Yamanashi,1
16/07/2016,Yamanashi,4
17/07/2016,Yamanashi,6
18/07/2016,Yamanashi,4
19/07/2016,Yamanashi,8
20/07/2016,Yamanashi,4
21/07/2016,Yamanashi,3
22/07/2016,Yamanashi,0
23/07/2016,Yamanashi,2
24/07/2016,Yamanashi,6
25/07/2016,Yamanashi,1
26/07/2016,Yamanashi,0
27/07/2016,Yamanashi,1
28/07/2016,Yamanashi,4
29/07/2016,Yamanashi,3
30/07/2016,Yamanashi,10
01/08/2016,Yamanashi,6
02/08/2016,Yamanashi,0
03/08/2016,Yamanashi,0
04/08/2016,Yamanashi,6
05/08/2016,Yamanashi,7
06/08/2016,Yamanashi,12
07/08/2016,Yamanashi,8
08/08/2016,Yamanashi,6
09/08/2016,Yamanashi,11
10/08/2016,Yamanashi,7
11/08/2016,Yamanashi,2
12/08/2016,Yamanashi,4
13/08/2016,Yamanashi,3
14/08/2016,Yamanashi,1
15/08/2016,Yamanashi,5
16/08/2016,Yamanashi,3
17/08/2016,Yamanashi,8
18/08/2016,Yamanashi,5
19/08/2016,Yamanashi,3
20/08/2016,Yamanashi,1
21/08/2016,Yamanashi,2
22/08/2016,Yamanashi,1
23/08/2016,Yamanashi,0
24/08/2016,Yamanashi,2
25/08/2016,Yamanashi,2
26/08/2016,Yamanashi,0
27/08/2016,Yamanashi,2
28/08/2016,Yamanashi,0
29/08/2016,Yamanashi,1
30/08/2016,Yamanashi,0
01/09/2016,Yamanashi,1
02/09/2016,Yamanashi,0
03/09/2016,Yamanashi,2
04/09/2016,Yamanashi,3
05/09/2016,Yamanashi,0
06/09/2016,Yamanashi,3
07/09/2016,Yamanashi,4
08/09/2016,Yamanashi,2
09/09/2016,Yamanashi,2
10/09/2016,Yamanashi,0
11/09/2016,Yamanashi,1
12/09/2016,Yamanashi,1
13/09/2016,Yamanashi,0
14/09/2016,Yamanashi,1
15/09/2016,Yamanashi,0
16/09/2016,Yamanashi,1
17/09/2016,Yamanashi,0
18/09/2016,Yamanashi,0
19/09/2016,Yamanashi,0
20/09/2016,Yamanashi,0
21/09/2016,Yamanashi,1
22/09/2016,Yamanashi,0
23/09/2016,Yamanashi,0
24/09/2016,Yamanashi,0
25/09/2016,Yamanashi,2
26/09/2016,Yamanashi,0
27/09/2016,Yamanashi,2
28/09/2016,Yamanashi,1
29/09/2016,Yamanashi,0
30/09/2016,Yamanashi,0
01/06/2017,Yamanashi,0
02/06/2017,Yamanashi,1
03/06/2017,Yamanashi,0
04/06/2017,Yamanashi,0
05/06/2017,Yamanashi,2
06/06/2017,Yamanashi,0
07/06/2017,Yamanashi,0
08/06/2017,Yamanashi,0
09/06/2017,Yamanashi,0
10/06/2017,Yamanashi,2
11/06/2017,Yamanashi,0
12/06/2017,Yamanashi,0
13/06/2017,Yamanashi,0
14/06/2017,Yamanashi,0
15/06/2017,Yamanashi,1
16/06/2017,Yamanashi,3
17/06/2017,Yamanashi,3
18/06/2017,Yamanashi,0
19/06/2017,Yamanashi,0
20/06/2017,Yamanashi,2
21/06/2017,Yamanashi,0
22/06/2017,Yamanashi,0
23/06/2017,Yamanashi,4
24/06/2017,Yamanashi,3
25/06/2017,Yamanashi,0
26/06/2017,Yamanashi,0
27/06/2017,Yamanashi,0
28/06/2017,Yamanashi,0
29/06/2017,Yamanashi,0
30/06/2017,Yamanashi,0
01/07/2017,Yamanashi,0
02/07/2017,Yamanashi,2
03/07/2017,Yamanashi,13
04/07/2017,Yamanashi,2
05/07/2017,Yamanashi,3
06/07/2017,Yamanashi,1
07/07/2017,Yamanashi,1
08/07/2017,Yamanashi,9
09/07/2017,Yamanashi,7
10/07/2017,Yamanashi,2
11/07/2017,Yamanashi,6
12/07/2017,Yamanashi,14
13/07/2017,Yamanashi,6
14/07/2017,Yamanashi,3
15/07/2017,Yamanashi,10
16/07/2017,Yamanashi,12
17/07/2017,Yamanashi,10
18/07/2017,Yamanashi,6
19/07/2017,Yamanashi,4
20/07/2017,Yamanashi,7
21/07/2017,Yamanashi,4
22/07/2017,Yamanashi,9
23/07/2017,Yamanashi,1
24/07/2017,Yamanashi,6
25/07/2017,Yamanashi,8
26/07/2017,Yamanashi,4
27/07/2017,Yamanashi,2
28/07/2017,Yamanashi,6
29/07/2017,Yamanashi,0
30/07/2017,Yamanashi,4
01/08/2017,Yamanashi,4
02/08/2017,Yamanashi,1
03/08/2017,Yamanashi,2
04/08/2017,Yamanashi,5
05/08/2017,Yamanashi,4
06/08/2017,Yamanashi,8
07/08/2017,Yamanashi,0
08/08/2017,Yamanashi,0
09/08/2017,Yamanashi,7
10/08/2017,Yamanashi,8
11/08/2017,Yamanashi,3
12/08/2017,Yamanashi,4
13/08/2017,Yamanashi,6
14/08/2017,Yamanashi,5
15/08/2017,Yamanashi,0
16/08/2017,Yamanashi,2
17/08/2017,Yamanashi,1
18/08/2017,Yamanashi,0
19/08/2017,Yamanashi,5
20/08/2017,Yamanashi,1
21/08/2017,Yamanashi,3
22/08/2017,Yamanashi,8
23/08/2017,Yamanashi,7
24/08/2017,Yamanashi,4
25/08/2017,Yamanashi,4
26/08/2017,Yamanashi,4
27/08/2017,Yamanashi,1
28/08/2017,Yamanashi,5
29/08/2017,Yamanashi,1
30/08/2017,Yamanashi,2
01/09/2017,Yamanashi,0
02/09/2017,Yamanashi,0
03/09/2017,Yamanashi,1
04/09/2017,Yamanashi,1
05/09/2017,Yamanashi,0
06/09/2017,Yamanashi,0
07/09/2017,Yamanashi,1
08/09/2017,Yamanashi,0
09/09/2017,Yamanashi,0
10/09/2017,Yamanashi,1
11/09/2017,Yamanashi,2
12/09/2017,Yamanashi,0
13/09/2017,Yamanashi,2
14/09/2017,Yamanashi,1
15/09/2017,Yamanashi,0
16/09/2017,Yamanashi,0
17/09/2017,Yamanashi,0
18/09/2017,Yamanashi,4
19/09/2017,Yamanashi,2
20/09/2017,Yamanashi,0
21/09/2017,Yamanashi,1
22/09/2017,Yamanashi,0
23/09/2017,Yamanashi,1
24/09/2017,Yamanashi,0
25/09/2017,Yamanashi,0
26/09/2017,Yamanashi,1
27/09/2017,Yamanashi,0
28/09/2017,Yamanashi,0
29/09/2017,Yamanashi,0
30/09/2017,Yamanashi,0
01/06/2018,Yamanashi,0
02/06/2018,Yamanashi,2
03/06/2018,Yamanashi,0
04/06/2018,Yamanashi,4
05/06/2018,Yamanashi,1
06/06/2018,Yamanashi,0
07/06/2018,Yamanashi,1
08/06/2018,Yamanashi,2
09/06/2018,Yamanashi,4
10/06/2018,Yamanashi,0
11/06/2018,Yamanashi,0
12/06/2018,Yamanashi,4
13/06/2018,Yamanashi,0
14/06/2018,Yamanashi,0
15/06/2018,Yamanashi,0
16/06/2018,Yamanashi,0
17/06/2018,Yamanashi,2
18/06/2018,Yamanashi,0
19/06/2018,Yamanashi,2
20/06/2018,Yamanashi,1
21/06/2018,Yamanashi,0
22/06/2018,Yamanashi,0
23/06/2018,Yamanashi,0
24/06/2018,Yamanashi,2
25/06/2018,Yamanashi,2
26/06/2018,Yamanashi,0
27/06/2018,Yamanashi,4
28/06/2018,Yamanashi,4
29/06/2018,Yamanashi,0
30/06/2018,Yamanashi,10
01/07/2018,Yamanashi,8
02/07/2018,Yamanashi,13
03/07/2018,Yamanashi,10
04/07/2018,Yamanashi,1
05/07/2018,Yamanashi,1
06/07/2018,Yamanashi,1
07/07/2018,Yamanashi,1
08/07/2018,Yamanashi,1
09/07/2018,Yamanashi,1
10/07/2018,Yamanashi,4
11/07/2018,Yamanashi,1
12/07/2018,Yamanashi,0
13/07/2018,Yamanashi,7
14/07/2018,Yamanashi,19
15/07/2018,Yamanashi,32
16/07/2018,Yamanashi,19
17/07/2018,Yamanashi,25
18/07/2018,Yamanashi,43
19/07/2018,Yamanashi,23
20/07/2018,Yamanashi,22
21/07/2018,Yamanashi,29
22/07/2018,Yamanashi,36
23/07/2018,Yamanashi,33
24/07/2018,Yamanashi,29
25/07/2018,Yamanashi,23
26/07/2018,Yamanashi,12
27/07/2018,Yamanashi,5
28/07/2018,Yamanashi,2
29/07/2018,Yamanashi,4
30/07/2018,Yamanashi,5
01/08/2018,Yamanashi,29
02/08/2018,Yamanashi,6
03/08/2018,Yamanashi,19
04/08/2018,Yamanashi,16
05/08/2018,Yamanashi,21
06/08/2018,Yamanashi,13
07/08/2018,Yamanashi,0
08/08/2018,Yamanashi,4
09/08/2018,Yamanashi,10
10/08/2018,Yamanashi,9
11/08/2018,Yamanashi,11
12/08/2018,Yamanashi,10
13/08/2018,Yamanashi,7
14/08/2018,Yamanashi,6
15/08/2018,Yamanashi,7
16/08/2018,Yamanashi,2
17/08/2018,Yamanashi,0
18/08/2018,Yamanashi,0
19/08/2018,Yamanashi,1
20/08/2018,Yamanashi,3
21/08/2018,Yamanashi,3
22/08/2018,Yamanashi,4
23/08/2018,Yamanashi,1
24/08/2018,Yamanashi,2
25/08/2018,Yamanashi,9
26/08/2018,Yamanashi,9
27/08/2018,Yamanashi,5
28/08/2018,Yamanashi,0
29/08/2018,Yamanashi,1
30/08/2018,Yamanashi,1
01/09/2018,Yamanashi,0
02/09/2018,Yamanashi,0
03/09/2018,Yamanashi,0
04/09/2018,Yamanashi,0
05/09/2018,Yamanashi,0
06/09/2018,Yamanashi,0
07/09/2018,Yamanashi,1
08/09/2018,Yamanashi,0
09/09/2018,Yamanashi,2
10/09/2018,Yamanashi,0
11/09/2018,Yamanashi,0
12/09/2018,Yamanashi,0
13/09/2018,Yamanashi,0
14/09/2018,Yamanashi,0
15/09/2018,Yamanashi,0
16/09/2018,Yamanashi,1
17/09/2018,Yamanashi,1
18/09/2018,Yamanashi,0
19/09/2018,Yamanashi,1
20/09/2018,Yamanashi,0
21/09/2018,Yamanashi,0
22/09/2018,Yamanashi,2
23/09/2018,Yamanashi,3
24/09/2018,Yamanashi,0
25/09/2018,Yamanashi,0
26/09/2018,Yamanashi,0
27/09/2018,Yamanashi,0
28/09/2018,Yamanashi,0
29/09/2018,Yamanashi,0
30/09/2018,Yamanashi,0
01/06/2019,Yamanashi,4
02/06/2019,Yamanashi,0
03/06/2019,Yamanashi,1
04/06/2019,Yamanashi,0
05/06/2019,Yamanashi,4
06/06/2019,Yamanashi,3
07/06/2019,Yamanashi,0
08/06/2019,Yamanashi,0
09/06/2019,Yamanashi,0
10/06/2019,Yamanashi,0
11/06/2019,Yamanashi,0
12/06/2019,Yamanashi,0
13/06/2019,Yamanashi,1
14/06/2019,Yamanashi,0
15/06/2019,Yamanashi,0
16/06/2019,Yamanashi,5
17/06/2019,Yamanashi,0
18/06/2019,Yamanashi,2
19/06/2019,Yamanashi,1
20/06/2019,Yamanashi,1
21/06/2019,Yamanashi,0
22/06/2019,Yamanashi,1
23/06/2019,Yamanashi,0
24/06/2019,Yamanashi,0
25/06/2019,Yamanashi,1
26/06/2019,Yamanashi,6
27/06/2019,Yamanashi,0
28/06/2019,Yamanashi,1
29/06/2019,Yamanashi,0
30/06/2019,Yamanashi,5
01/07/2019,Yamanashi,3
02/07/2019,Yamanashi,0
03/07/2019,Yamanashi,2
04/07/2019,Yamanashi,0
05/07/2019,Yamanashi,0
06/07/2019,Yamanashi,1
07/07/2019,Yamanashi,1
08/07/2019,Yamanashi,0
09/07/2019,Yamanashi,0
10/07/2019,Yamanashi,2
11/07/2019,Yamanashi,0
12/07/2019,Yamanashi,0
13/07/2019,Yamanashi,0
14/07/2019,Yamanashi,0
15/07/2019,Yamanashi,1
16/07/2019,Yamanashi,0
17/07/2019,Yamanashi,2
18/07/2019,Yamanashi,0
19/07/2019,Yamanashi,3
20/07/2019,Yamanashi,0
21/07/2019,Yamanashi,6
22/07/2019,Yamanashi,1
23/07/2019,Yamanashi,2
24/07/2019,Yamanashi,6
25/07/2019,Yamanashi,5
26/07/2019,Yamanashi,4
27/07/2019,Yamanashi,3
28/07/2019,Yamanashi,13
29/07/2019,Yamanashi,5
30/07/2019,Yamanashi,12
01/08/2019,Yamanashi,18
02/08/2019,Yamanashi,10
03/08/2019,Yamanashi,20
04/08/2019,Yamanashi,15
05/08/2019,Yamanashi,16
06/08/2019,Yamanashi,12
07/08/2019,Yamanashi,17
08/08/2019,Yamanashi,25
09/08/2019,Yamanashi,11
10/08/2019,Yamanashi,12
11/08/2019,Yamanashi,18
12/08/2019,Yamanashi,7
13/08/2019,Yamanashi,11
14/08/2019,Yamanashi,3
15/08/2019,Yamanashi,1
16/08/2019,Yamanashi,3
17/08/2019,Yamanashi,17
18/08/2019,Yamanashi,12
19/08/2019,Yamanashi,6
20/08/2019,Yamanashi,6
21/08/2019,Yamanashi,4
22/08/2019,Yamanashi,0
23/08/2019,Yamanashi,1
24/08/2019,Yamanashi,5
25/08/2019,Yamanashi,7
26/08/2019,Yamanashi,0
27/08/2019,Yamanashi,1
28/08/2019,Yamanashi,1
29/08/2019,Yamanashi,0
30/08/2019,Yamanashi,1
01/09/2019,Yamanashi,2
02/09/2019,Yamanashi,2
03/09/2019,Yamanashi,4
04/09/2019,Yamanashi,4
05/09/2019,Yamanashi,0
06/09/2019,Yamanashi,5
07/09/2019,Yamanashi,2
08/09/2019,Yamanashi,5
09/09/2019,Yamanashi,8
10/09/2019,Yamanashi,8
11/09/2019,Yamanashi,7
12/09/2019,Yamanashi,2
13/09/2019,Yamanashi,0
14/09/2019,Yamanashi,1
15/09/2019,Yamanashi,1
16/09/2019,Yamanashi,3
17/09/2019,Yamanashi,0
18/09/2019,Yamanashi,0
19/09/2019,Yamanashi,0
20/09/2019,Yamanashi,1
21/09/2019,Yamanashi,0
22/09/2019,Yamanashi,1
23/09/2019,Yamanashi,1
24/09/2019,Yamanashi,0
25/09/2019,Yamanashi,0
26/09/2019,Yamanashi,0
27/09/2019,Yamanashi,1
28/09/2019,Yamanashi,0
29/09/2019,Yamanashi,0
30/09/2019,Yamanashi,0
01/06/2015,Nagano,2
02/06/2015,Nagano,2
03/06/2015,Nagano,0
04/06/2015,Nagano,1
05/06/2015,Nagano,0
06/06/2015,Nagano,1
07/06/2015,Nagano,6
08/06/2015,Nagano,0
09/06/2015,Nagano,0
10/06/2015,Nagano,2
11/06/2015,Nagano,1
12/06/2015,Nagano,0
13/06/2015,Nagano,4
14/06/2015,Nagano,4
15/06/2015,Nagano,2
16/06/2015,Nagano,2
17/06/2015,Nagano,0
18/06/2015,Nagano,0
19/06/2015,Nagano,0
20/06/2015,Nagano,4
21/06/2015,Nagano,1
22/06/2015,Nagano,0
23/06/2015,Nagano,0
24/06/2015,Nagano,2
25/06/2015,Nagano,6
26/06/2015,Nagano,0
27/06/2015,Nagano,1
28/06/2015,Nagano,2
29/06/2015,Nagano,1
30/06/2015,Nagano,0
01/07/2015,Nagano,1
02/07/2015,Nagano,3
03/07/2015,Nagano,0
04/07/2015,Nagano,0
05/07/2015,Nagano,0
06/07/2015,Nagano,0
07/07/2015,Nagano,0
08/07/2015,Nagano,0
09/07/2015,Nagano,0
10/07/2015,Nagano,14
11/07/2015,Nagano,14
12/07/2015,Nagano,23
13/07/2015,Nagano,19
14/07/2015,Nagano,31
15/07/2015,Nagano,17
16/07/2015,Nagano,3
17/07/2015,Nagano,4
18/07/2015,Nagano,2
19/07/2015,Nagano,15
20/07/2015,Nagano,21
21/07/2015,Nagano,17
22/07/2015,Nagano,18
23/07/2015,Nagano,1
24/07/2015,Nagano,16
25/07/2015,Nagano,29
26/07/2015,Nagano,31
27/07/2015,Nagano,28
28/07/2015,Nagano,11
29/07/2015,Nagano,25
30/07/2015,Nagano,17
01/08/2015,Nagano,53
02/08/2015,Nagano,38
03/08/2015,Nagano,22
04/08/2015,Nagano,14
05/08/2015,Nagano,20
06/08/2015,Nagano,17
07/08/2015,Nagano,14
08/08/2015,Nagano,20
09/08/2015,Nagano,26
10/08/2015,Nagano,13
11/08/2015,Nagano,8
12/08/2015,Nagano,5
13/08/2015,Nagano,3
14/08/2015,Nagano,2
15/08/2015,Nagano,2
16/08/2015,Nagano,7
17/08/2015,Nagano,0
18/08/2015,Nagano,4
19/08/2015,Nagano,7
20/08/2015,Nagano,1
21/08/2015,Nagano,1
22/08/2015,Nagano,6
23/08/2015,Nagano,2
24/08/2015,Nagano,2
25/08/2015,Nagano,0
26/08/2015,Nagano,0
27/08/2015,Nagano,3
28/08/2015,Nagano,2
29/08/2015,Nagano,1
30/08/2015,Nagano,0
01/09/2015,Nagano,0
02/09/2015,Nagano,2
03/09/2015,Nagano,0
04/09/2015,Nagano,1
05/09/2015,Nagano,1
06/09/2015,Nagano,0
07/09/2015,Nagano,0
08/09/2015,Nagano,0
09/09/2015,Nagano,0
10/09/2015,Nagano,2
11/09/2015,Nagano,1
12/09/2015,Nagano,1
13/09/2015,Nagano,0
14/09/2015,Nagano,1
15/09/2015,Nagano,1
16/09/2015,Nagano,0
17/09/2015,Nagano,1
18/09/2015,Nagano,0
19/09/2015,Nagano,0
20/09/2015,Nagano,0
21/09/2015,Nagano,1
22/09/2015,Nagano,1
23/09/2015,Nagano,3
24/09/2015,Nagano,0
25/09/2015,Nagano,0
26/09/2015,Nagano,0
27/09/2015,Nagano,0
28/09/2015,Nagano,2
29/09/2015,Nagano,1
30/09/2015,Nagano,0
01/06/2016,Nagano,1
02/06/2016,Nagano,0
03/06/2016,Nagano,1
04/06/2016,Nagano,5
05/06/2016,Nagano,3
06/06/2016,Nagano,1
07/06/2016,Nagano,0
08/06/2016,Nagano,2
09/06/2016,Nagano,0
10/06/2016,Nagano,1
11/06/2016,Nagano,8
12/06/2016,Nagano,5
13/06/2016,Nagano,0
14/06/2016,Nagano,3
15/06/2016,Nagano,1
16/06/2016,Nagano,0
17/06/2016,Nagano,1
18/06/2016,Nagano,6
19/06/2016,Nagano,0
20/06/2016,Nagano,4
21/06/2016,Nagano,1
22/06/2016,Nagano,2
23/06/2016,Nagano,2
24/06/2016,Nagano,0
25/06/2016,Nagano,1
26/06/2016,Nagano,3
27/06/2016,Nagano,2
28/06/2016,Nagano,0
29/06/2016,Nagano,2
30/06/2016,Nagano,3
01/07/2016,Nagano,12
02/07/2016,Nagano,13
03/07/2016,Nagano,8
04/07/2016,Nagano,5
05/07/2016,Nagano,5
06/07/2016,Nagano,8
07/07/2016,Nagano,15
08/07/2016,Nagano,5
09/07/2016,Nagano,1
10/07/2016,Nagano,8
11/07/2016,Nagano,7
12/07/2016,Nagano,10
13/07/2016,Nagano,1
14/07/2016,Nagano,4
15/07/2016,Nagano,5
16/07/2016,Nagano,5
17/07/2016,Nagano,8
18/07/2016,Nagano,8
19/07/2016,Nagano,9
20/07/2016,Nagano,7
21/07/2016,Nagano,7
22/07/2016,Nagano,4
23/07/2016,Nagano,5
24/07/2016,Nagano,10
25/07/2016,Nagano,4
26/07/2016,Nagano,1
27/07/2016,Nagano,8
28/07/2016,Nagano,12
29/07/2016,Nagano,15
30/07/2016,Nagano,17
01/08/2016,Nagano,9
02/08/2016,Nagano,3
03/08/2016,Nagano,10
04/08/2016,Nagano,14
05/08/2016,Nagano,20
06/08/2016,Nagano,22
07/08/2016,Nagano,28
08/08/2016,Nagano,18
09/08/2016,Nagano,8
10/08/2016,Nagano,11
11/08/2016,Nagano,9
12/08/2016,Nagano,7
13/08/2016,Nagano,16
14/08/2016,Nagano,9
15/08/2016,Nagano,3
16/08/2016,Nagano,6
17/08/2016,Nagano,6
18/08/2016,Nagano,8
19/08/2016,Nagano,3
20/08/2016,Nagano,4
21/08/2016,Nagano,19
22/08/2016,Nagano,3
23/08/2016,Nagano,3
24/08/2016,Nagano,1
25/08/2016,Nagano,8
26/08/2016,Nagano,6
27/08/2016,Nagano,1
28/08/2016,Nagano,6
29/08/2016,Nagano,1
30/08/2016,Nagano,0
01/09/2016,Nagano,7
02/09/2016,Nagano,3
03/09/2016,Nagano,10
04/09/2016,Nagano,13
05/09/2016,Nagano,3
06/09/2016,Nagano,7
07/09/2016,Nagano,6
08/09/2016,Nagano,0
09/09/2016,Nagano,1
10/09/2016,Nagano,2
11/09/2016,Nagano,2
12/09/2016,Nagano,0
13/09/2016,Nagano,0
14/09/2016,Nagano,1
15/09/2016,Nagano,0
16/09/2016,Nagano,0
17/09/2016,Nagano,1
18/09/2016,Nagano,0
19/09/2016,Nagano,0
20/09/2016,Nagano,0
21/09/2016,Nagano,0
22/09/2016,Nagano,0
23/09/2016,Nagano,0
24/09/2016,Nagano,0
25/09/2016,Nagano,4
26/09/2016,Nagano,0
27/09/2016,Nagano,3
28/09/2016,Nagano,0
29/09/2016,Nagano,0
30/09/2016,Nagano,0
01/06/2017,Nagano,0
02/06/2017,Nagano,1
03/06/2017,Nagano,1
04/06/2017,Nagano,3
05/06/2017,Nagano,3
06/06/2017,Nagano,1
07/06/2017,Nagano,0
08/06/2017,Nagano,0
09/06/2017,Nagano,3
10/06/2017,Nagano,1
11/06/2017,Nagano,0
12/06/2017,Nagano,0
13/06/2017,Nagano,0
14/06/2017,Nagano,2
15/06/2017,Nagano,4
16/06/2017,Nagano,2
17/06/2017,Nagano,2
18/06/2017,Nagano,2
19/06/2017,Nagano,2
20/06/2017,Nagano,3
21/06/2017,Nagano,0
22/06/2017,Nagano,1
23/06/2017,Nagano,7
24/06/2017,Nagano,5
25/06/2017,Nagano,0
26/06/2017,Nagano,0
27/06/2017,Nagano,2
28/06/2017,Nagano,1
29/06/2017,Nagano,2
30/06/2017,Nagano,3
01/07/2017,Nagano,1
02/07/2017,Nagano,4
03/07/2017,Nagano,4
04/07/2017,Nagano,1
05/07/2017,Nagano,7
06/07/2017,Nagano,2
07/07/2017,Nagano,5
08/07/2017,Nagano,20
09/07/2017,Nagano,18
10/07/2017,Nagano,14
11/07/2017,Nagano,26
12/07/2017,Nagano,15
13/07/2017,Nagano,14
14/07/2017,Nagano,20
15/07/2017,Nagano,19
16/07/2017,Nagano,13
17/07/2017,Nagano,16
18/07/2017,Nagano,6
19/07/2017,Nagano,8
20/07/2017,Nagano,23
21/07/2017,Nagano,25
22/07/2017,Nagano,21
23/07/2017,Nagano,4
24/07/2017,Nagano,4
25/07/2017,Nagano,5
26/07/2017,Nagano,9
27/07/2017,Nagano,10
28/07/2017,Nagano,2
29/07/2017,Nagano,4
30/07/2017,Nagano,6
01/08/2017,Nagano,4
02/08/2017,Nagano,5
03/08/2017,Nagano,7
04/08/2017,Nagano,13
05/08/2017,Nagano,18
06/08/2017,Nagano,25
07/08/2017,Nagano,12
08/08/2017,Nagano,5
09/08/2017,Nagano,8
10/08/2017,Nagano,13
11/08/2017,Nagano,10
12/08/2017,Nagano,5
13/08/2017,Nagano,10
14/08/2017,Nagano,6
15/08/2017,Nagano,0
16/08/2017,Nagano,1
17/08/2017,Nagano,11
18/08/2017,Nagano,1
19/08/2017,Nagano,4
20/08/2017,Nagano,7
21/08/2017,Nagano,3
22/08/2017,Nagano,6
23/08/2017,Nagano,6
24/08/2017,Nagano,11
25/08/2017,Nagano,0
26/08/2017,Nagano,2
27/08/2017,Nagano,4
28/08/2017,Nagano,3
29/08/2017,Nagano,7
30/08/2017,Nagano,3
01/09/2017,Nagano,0
02/09/2017,Nagano,3
03/09/2017,Nagano,1
04/09/2017,Nagano,1
05/09/2017,Nagano,1
06/09/2017,Nagano,0
07/09/2017,Nagano,0
08/09/2017,Nagano,1
09/09/2017,Nagano,1
10/09/2017,Nagano,3
11/09/2017,Nagano,0
12/09/2017,Nagano,0
13/09/2017,Nagano,0
14/09/2017,Nagano,0
15/09/2017,Nagano,0
16/09/2017,Nagano,0
17/09/2017,Nagano,0
18/09/2017,Nagano,3
19/09/2017,Nagano,1
20/09/2017,Nagano,0
21/09/2017,Nagano,1
22/09/2017,Nagano,0
23/09/2017,Nagano,0
24/09/2017,Nagano,4
25/09/2017,Nagano,1
26/09/2017,Nagano,1
27/09/2017,Nagano,0
