"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BEL","AVWAGE","TOT","USD","A","2009",56960.7291900123,
"BEL","AVWAGE","TOT","USD","A","2010",56697.0102359022,
"BEL","AVWAGE","TOT","USD","A","2011",57277.8636023361,
"BEL","AVWAGE","TOT","USD","A","2012",57740.9047749979,
"BEL","AVWAGE","TOT","USD","A","2013",58312.8064794932,
"BEL","AVWAGE","TOT","USD","A","2014",58637.190215588,
"BEL","AVWAGE","TOT","USD","A","2015",58239.5851322215,
"BEL","AVWAGE","TOT","USD","A","2016",58364.7213975469,
"BEL","AVWAGE","TOT","USD","A","2017",57956.7749506732,
"BEL","AVWAGE","TOT","USD","A","2018",58270.1110053084,
"BEL","AVWAGE","TOT","USD","A","2019",58841.9236167908,
"BEL","AVWAGE","TOT","USD","A","2020",57271.7218967191,
"BEL","AVWAGE","TOT","USD","A","2021",59100.1809372088,
"CAN","AVWAGE","TOT","USD","A","1990",40517.1882340755,
"CAN","AVWAGE","TOT","USD","A","1991",40669.7659905388,
"CAN","AVWAGE","TOT","USD","A","1992",41263.7112722664,
"CAN","AVWAGE","TOT","USD","A","1993",41174.3873216009,
"CAN","AVWAGE","TOT","USD","A","1994",40706.0709612304,
"CAN","AVWAGE","TOT","USD","A","1995",40614.9814694373,
"CAN","AVWAGE","TOT","USD","A","1996",40975.3558931413,
"CAN","AVWAGE","TOT","USD","A","1997",42229.8493768496,
"CAN","AVWAGE","TOT","USD","A","1998",42938.6744567879,
"CAN","AVWAGE","TOT","USD","A","1999",43287.6272809274,
"CAN","AVWAGE","TOT","USD","A","2000",44600.0524229853,
"CAN","AVWAGE","TOT","USD","A","2001",44416.8123091387,
"CAN","AVWAGE","TOT","USD","A","2002",44046.7611259154,
"CAN","AVWAGE","TOT","USD","A","2003",44065.7697375825,
"CAN","AVWAGE","TOT","USD","A","2004",45034.6151411603,
"CAN","AVWAGE","TOT","USD","A","2005",46335.0850839863,
"CAN","AVWAGE","TOT","USD","A","2006",47753.6561632973,
"CAN","AVWAGE","TOT","USD","A","2007",49148.1701669313,
"CAN","AVWAGE","TOT","USD","A","2008",49993.0185989938,
"CAN","AVWAGE","TOT","USD","A","2009",50434.2494411984,
"CAN","AVWAGE","TOT","USD","A","2010",50581.8930838186,
"CAN","AVWAGE","TOT","USD","A","2011",51075.2308168078,
"CAN","AVWAGE","TOT","USD","A","2012",51861.2601212403,
"CAN","AVWAGE","TOT","USD","A","2013",52502.7340359639,
"CAN","AVWAGE","TOT","USD","A","2014",53142.8807996714,
"CAN","AVWAGE","TOT","USD","A","2015",53558.1531815747,
"CAN","AVWAGE","TOT","USD","A","2016",52599.446320119,
"CAN","AVWAGE","TOT","USD","A","2017",53353.3727685498,
"CAN","AVWAGE","TOT","USD","A","2018",54325.0894683998,
"CAN","AVWAGE","TOT","USD","A","2019",54606.6993038817,
"CAN","AVWAGE","TOT","USD","A","2020",56176.8355601337,
"CAN","AVWAGE","TOT","USD","A","2021",56005.6171359754,
"CZE","AVWAGE","TOT","USD","A","1995",14386.1655108093,
"CZE","AVWAGE","TOT","USD","A","1996",15866.0244423413,
"CZE","AVWAGE","TOT","USD","A","1997",16113.8854427993,
"CZE","AVWAGE","TOT","USD","A","1998",16110.9571513406,
"CZE","AVWAGE","TOT","USD","A","1999",16751.5436413406,
"CZE","AVWAGE","TOT","USD","A","2000",17381.0578327063,
"CZE","AVWAGE","TOT","USD","A","2001",18277.4420913387,
"CZE","AVWAGE","TOT","USD","A","2002",19382.8074543462,
"CZE","AVWAGE","TOT","USD","A","2003",20860.7182149352,
"CZE","AVWAGE","TOT","USD","A","2004",21799.9169008062,
"CZE","AVWAGE","TOT","USD","A","2005",22440.746354952,
"CZE","AVWAGE","TOT","USD","A","2006",23340.1988371658,
"CZE","AVWAGE","TOT","USD","A","2007",24036.7678543414,
"CZE","AVWAGE","TOT","USD","A","2008",24165.3464422356,
"CZE","AVWAGE","TOT","USD","A","2009",24068.5788935786,
"CZE","AVWAGE","TOT","USD","A","2010",24808.3144747498,
"CZE","AVWAGE","TOT","USD","A","2011",25010.4642180162,
"CZE","AVWAGE","TOT","USD","A","2012",25056.2619912968,
"CZE","AVWAGE","TOT","USD","A","2013",24900.0481577341,
"CZE","AVWAGE","TOT","USD","A","2014",25425.1745235874,
"CZE","AVWAGE","TOT","USD","A","2015",26172.8581631554,
"CZE","AVWAGE","TOT","USD","A","2016",27097.1678035338,
"CZE","AVWAGE","TOT","USD","A","2017",28482.1251018999,
"CZE","AVWAGE","TOT","USD","A","2018",29990.7006930927,
"CZE","AVWAGE","TOT","USD","A","2019",31236.4530088112,
"CZE","AVWAGE","TOT","USD","A","2020",30912.1625160037,
"CZE","AVWAGE","TOT","USD","A","2021",31710.8968644062,
"DNK","AVWAGE","TOT","USD","A","1990",43551.7671602509,
"DNK","AVWAGE","TOT","USD","A","1991",43783.1719880398,
"DNK","AVWAGE","TOT","USD","A","1992",45258.4231269226,
"DNK","AVWAGE","TOT","USD","A","1993",45759.2741216434,
"DNK","AVWAGE","TOT","USD","A","1994",44168.2043458637,
"DNK","AVWAGE","TOT","USD","A","1995",45111.638966759,
"DNK","AVWAGE","TOT","USD","A","1996",45930.2740171816,
"DNK","AVWAGE","TOT","USD","A","1997",46664.6963376111,
"DNK","AVWAGE","TOT","USD","A","1998",47481.1282889193,
"DNK","AVWAGE","TOT","USD","A","1999",48038.973289917,
"DNK","AVWAGE","TOT","USD","A","2000",47994.6178006955,
"DNK","AVWAGE","TOT","USD","A","2001",48280.4436264319,
"DNK","AVWAGE","TOT","USD","A","2002",49379.9115710942,
"DNK","AVWAGE","TOT","USD","A","2003",50598.6456254605,
"DNK","AVWAGE","TOT","USD","A","2004",51724.7774540012,
"DNK","AVWAGE","TOT","USD","A","2005",52618.2949477389,
"DNK","AVWAGE","TOT","USD","A","2006",53504.7617043668,
"DNK","AVWAGE","TOT","USD","A","2007",54101.2626964787,
"DNK","AVWAGE","TOT","USD","A","2008",54817.4594178387,
"DNK","AVWAGE","TOT","USD","A","2009",56145.4717378729,
"DNK","AVWAGE","TOT","USD","A","2010",56776.1761976908,
"DNK","AVWAGE","TOT","USD","A","2011",56477.1803458519,
"DNK","AVWAGE","TOT","USD","A","2012",56392.8645626898,
"DNK","AVWAGE","TOT","USD","A","2013",56786.7481302489,
"DNK","AVWAGE","TOT","USD","A","2014",57870.4063990248,
"DNK","AVWAGE","TOT","USD","A","2015",58890.2336522565,
"DNK","AVWAGE","TOT","USD","A","2016",58879.1412728563,
"DNK","AVWAGE","TOT","USD","A","2017",59219.7467028765,
"DNK","AVWAGE","TOT","USD","A","2018",59730.5765454995,
"DNK","AVWAGE","TOT","USD","A","2019",60264.9076732623,
"DNK","AVWAGE","TOT","USD","A","2020",60984.2427222411,
"DNK","AVWAGE","TOT","USD","A","2021",61330.7713424836,
"FIN","AVWAGE","TOT","USD","A","1990",36444.4000231351,
"FIN","AVWAGE","TOT","USD","A","1991",36879.5650236566,
"FIN","AVWAGE","TOT","USD","A","1992",36322.4634094598,
"FIN","AVWAGE","TOT","USD","A","1993",35050.546818366,
"FIN","AVWAGE","TOT","USD","A","1994",35547.3078685898,
"FIN","AVWAGE","TOT","USD","A","1995",36945.8388759247,
"FIN","AVWAGE","TOT","USD","A","1996",37792.1619839141,
"FIN","AVWAGE","TOT","USD","A","1997",37824.3577916122,
"FIN","AVWAGE","TOT","USD","A","1998",38822.8784156785,
"FIN","AVWAGE","TOT","USD","A","1999",39731.0030723407,
"FIN","AVWAGE","TOT","USD","A","2000",40413.1353230781,
"FIN","AVWAGE","TOT","USD","A","2001",40625.7132866879,
"FIN","AVWAGE","TOT","USD","A","2002",40843.9674199349,
"FIN","AVWAGE","TOT","USD","A","2003",41620.2018897247,
"FIN","AVWAGE","TOT","USD","A","2004",42993.8338865253,
"FIN","AVWAGE","TOT","USD","A","2005",43899.0209557652,
"FIN","AVWAGE","TOT","USD","A","2006",44807.6303556323,
"FIN","AVWAGE","TOT","USD","A","2007",45406.405989497,
"FIN","AVWAGE","TOT","USD","A","2008",45794.6343991341,
"FIN","AVWAGE","TOT","USD","A","2009",46189.5033711431,
"FIN","AVWAGE","TOT","USD","A","2010",46828.7275024312,
"FIN","AVWAGE","TOT","USD","A","2011",46842.0146347727,
"FIN","AVWAGE","TOT","USD","A","2012",46879.3937880133,
"FIN","AVWAGE","TOT","USD","A","2013",46410.7303768431,
"FIN","AVWAGE","TOT","USD","A","2014",46395.4298405516,
"FIN","AVWAGE","TOT","USD","A","2015",46758.811643577,
"FIN","AVWAGE","TOT","USD","A","2016",47169.4791171538,
"FIN","AVWAGE","TOT","USD","A","2017",46898.6579732219,
"FIN","AVWAGE","TOT","USD","A","2018",47244.6404457039,
"FIN","AVWAGE","TOT","USD","A","2019",47731.3810694198,
"FIN","AVWAGE","TOT","USD","A","2020",47877.6324062913,
"FIN","AVWAGE","TOT","USD","A","2021",49707.6290980261,
"FRA","AVWAGE","TOT","USD","A","1990",36406.3400578098,
"FRA","AVWAGE","TOT","USD","A","1991",36827.9316116628,
"FRA","AVWAGE","TOT","USD","A","1992",37240.1678735709,
"FRA","AVWAGE","TOT","USD","A","1993",37669.4979917754,
"FRA","AVWAGE","TOT","USD","A","1994",37826.8644706853,
"FRA","AVWAGE","TOT","USD","A","1995",38388.1597060243,
"FRA","AVWAGE","TOT","USD","A","1996",38501.8421413919,
"FRA","AVWAGE","TOT","USD","A","1997",38932.2118077426,
